oligo	XR029	XR030	XR031	XR032	XR034	XR035	XR036	XR037	group
SIN3A@02269	596	1143	259	18	554	866	1039	123	test
SIN3A@02270	242	14	3	54	310	226	201	1101	test
SIN3A@02271	348	1423	333	48	242	23	213	151	test
SIN3A@02272	172	60	61	23	70	716	550	834	test
SIN3A@02273	31	307	47	0	202	536	100	124	test
SIN3A@02274	2	5	6	4	9	769	0	29	test
SIN3A@02275	0	0	0	3	59	1	0	269	test
SIN3A@02276	262	254	26	7	264	380	1049	83	test
SIN3A@02277	563	992	21	3	44	387	264	84	test
SIN3A@02278	0	0	0	0	0	0	0	0	test
SIN3A@02279	347	698	89	19	498	466	229	521	test
SIN3A@02280	99	28	8	5	48	354	120	27	test
SIN3A@02281	1	0	57	6	0	3	1	230	test
SIN3A@02282	280	793	322	23	333	1566	910	1968	test
SIN3A@02283	151	793	39	7	244	1127	202	745	test
SIN3A@02284	446	669	277	320	1184	399	129	36	test
SIN3A@02285	0	568	17	0	1	0	0	0	test
SIN3A@02286	29	42	85	19	234	655	253	108	test
SIN3A@02287	181	264	11	3	183	362	318	179	test
SIN3A@02288	1009	1066	799	584	621	1445	650	467	test
SIN3A@02289	251	739	24	6	528	1222	978	336	test
SIN3A@02290	223	744	202	19	93	287	8	846	test
SIN3A@02291	332	614	41	44	1510	1175	450	157	test
SIN3A@02292	1180	1818	503	330	596	1848	259	441	test
SIN3A@02293	0	483	19	0	1	634	612	1048	test
SIN3A@02294	1	3	0	0	0	1	0	2	test
SIN3A@02295	0	298	26	3	104	908	360	550	test
SIN3A@02296	1146	1030	648	376	1525	2401	364	99	test
SIN3A@02297	868	620	39	4	4	431	3	26	test
SIN3A@02298	130	284	71	5	24	752	211	250	test
SIN3A@02299	120	623	135	13	487	245	3	106	test
SIN3A@02300	296	658	484	47	355	1979	610	724	test
SIN3A@02301	1864	1841	274	131	658	1639	636	443	test
SIN3A@02302	932	575	59	38	356	497	197	140	test
SIN3A@02303	1098	1434	276	65	426	609	1300	734	test
SIN3A@02304	1183	1754	1107	878	1895	1361	75	1543	test
SIN3A@02305	689	358	265	327	482	144	1246	784	test
SIN3A@02306	4	3	1	0	0	0	0	0	test
SIN3A@02307	423	459	124	46	632	30	142	890	test
SIN3A@02308	63	63	40	24	24	27	649	180	test
SIN3A@02309	303	288	190	25	498	789	0	362	test
SIN3A@02310	0	5	4	9	0	893	22	24	test
SIN3A@02311	1209	778	729	767	1130	811	1259	79	test
SIN3A@02312	119	4	3	0	311	425	1055	52	test
SIN3A@02313	134	266	13	9	14	1160	466	213	test
SIN3A@02314	143	241	63	10	67	647	475	154	test
SIN3A@02315	5	248	9	1	397	776	216	182	test
SIN3A@02316	1788	374	578	370	659	1762	83	85	test
SIN3A@02317	394	405	23	26	540	569	554	1158	test
SIN3A@02318	811	825	1107	610	713	1100	53	1422	test
SIN3A@02319	1857	1317	1218	723	1345	3092	696	1346	test
SIN3A@02320	248	1110	216	23	408	266	515	150	test
SIN3A@02321	0	0	0	0	3	268	200	10	test
SIN3A@02322	125	1471	111	18	460	293	1045	110	test
SIN3A@02323	30	537	70	25	14	351	840	1790	test
SIN3A@02324	37	176	373	45	512	491	426	29	test
SIN3A@02325	260	14	0	1	1	480	17	5	test
SIN3A@02326	2	3	83	2	35	0	1	361	test
SIN3A@02327	128	15	2	1	6	385	216	50	test
SIN3A@02328	17	287	15	26	17	494	225	71	test
SIN3A@02329	391	972	108	6	130	1	0	9	test
SIN3A@02330	167	1375	238	14	93	454	272	154	test
SIN3A@02331	262	364	121	14	378	961	29	75	test
SIN3A@02332	466	271	89	4	0	0	0	9	test
SIN3A@02333	954	635	1135	306	372	668	532	622	test
SIN3A@02334	755	333	91	10	144	491	824	878	test
SIN3A@02335	1036	894	468	502	1601	640	813	1323	test
SIN3A@02336	504	416	27	24	406	966	425	1023	test
SIN3A@02337	1580	239	801	592	1920	1575	316	322	test
SIN3A@02338	592	868	29	6	225	15	398	217	test
SIN3A@02339	141	280	11	2	0	0	0	22	test
SIN3A@02340	27	392	101	55	864	201	3785	861	test
SIN3A@02341	947	706	638	687	2742	2191	358	299	test
SIN3A@02342	1	1	12	4	112	10	1293	56	test
SIN3A@02343	435	1118	207	30	32	1053	1461	790	test
SIN3A@02344	237	21	6	48	5	394	197	226	test
SIN3A@02345	461	352	475	410	659	1804	44	175	test
SIN3A@02346	7	291	12	6	239	9	0	54	test
SIN3A@02347	187	101	210	109	420	398	16	191	test
SIN3A@02348	2193	1076	1156	1432	2434	1285	680	481	test
SIN3A@02349	507	61	63	6	8	428	882	431	test
SIN3A@02350	16	31	17	21	4	3	2	90	test
SIN3A@02351	253	284	7	2	379	13	492	23	test
SIN3A@02352	214	738	32	27	625	205	397	307	test
SIN3A@02353	1471	1669	1066	893	1394	2486	2709	2719	test
SIN3A@02354	804	2421	888	39	526	2924	501	567	test
SIN3A@02355	2444	2677	953	330	965	1438	1605	2120	test
SIN3A@02356	1373	1267	827	915	1354	739	261	403	test
SIN3A@02357	2227	2146	1214	833	2827	2581	2153	709	test
SIN3A@02358	461	1270	342	310	894	193	259	529	test
SIN3A@02359	79	1380	217	26	190	527	479	678	test
SIN3A@02360	208	770	36	65	370	931	12	337	test
SIN3A@02361	105	297	9	0	347	1186	823	36	test
SIN3A@02362	711	614	372	262	470	679	363	651	test
SIN3A@02363	114	584	274	9	316	408	9	1631	test
SIN3A@02364	280	274	12	10	7	438	4	24	test
SIN3A@02365	881	1608	682	695	1760	1701	1205	454	test
SIN3A@02366	5373	3679	1915	1957	4170	3491	820	1946	test
SIN3A@02367	88	308	5	0	83	4	4	18	test
SIN3A@02368	118	650	142	70	70	937	26	1951	test
SIN3A@02369	0	237	6	17	344	622	384	805	test
SIN3A@02370	413	746	223	8	0	2	2	138	test
SIN3A@02371	345	1427	82	39	1137	2094	569	416	test
SIN3A@02372	421	483	319	368	472	180	414	48	test
SIN3A@02373	2171	1606	824	738	1419	1232	1228	1773	test
SIN3A@02374	511	1108	109	19	697	1424	442	312	test
SIN3A@02375	773	1543	139	20	670	832	665	230	test
SIN3A@02376	1684	3663	930	731	1229	1188	871	2469	test
SIN3A@02377	383	278	7	0	127	763	230	7	test
SIN3A@02378	700	660	112	43	331	855	22	3773	test
SIN3A@02379	290	194	251	20	34	200	0	11	test
SIN3A@02380	1	0	0	1	0	1	0	2	test
SIN3A@02381	0	3	66	1	1	1582	18	19	test
SIN3A@02382	1043	1218	343	97	1382	42	385	250	test
SIN3A@02383	123	57	22	11	8	677	222	161	test
SIN3A@02384	511	383	128	72	17	4	389	403	test
SIN3A@02385	842	812	602	461	791	1398	573	137	test
SIN3A@02386	1058	1871	81	37	321	1461	18	682	test
SIN3A@02387	178	439	28	12	342	434	505	477	test
SIN3A@02388	335	298	149	210	230	398	345	195	test
SIN3A@02389	813	1075	299	40	89	6	2	472	test
SIN3A@02390	708	539	107	33	11	420	366	130	test
SIN3A@02391	524	343	89	50	705	34	275	166	test
SIN3A@02392	1461	1054	473	532	1123	1532	951	90	test
SIN3A@02393	351	318	438	434	418	181	176	250	test
SIN3A@02394	0	0	0	0	0	0	0	0	test
SIN3A@02395	394	916	158	78	713	1065	60	363	test
SIN3A@02396	639	806	535	463	519	965	197	245	test
SIN3A@02397	947	1037	83	64	466	395	934	2153	test
SIN3A@02398	895	735	598	507	1250	874	1496	404	test
SIN3A@02399	1770	2048	776	467	673	791	416	573	test
SIN3A@02400	23	26	76	1	16	5	72	1148	test
SIN3A@02401	75	80	6	18	29	8	688	619	test
SIN3A@02402	649	711	504	310	479	117	19	520	test
SIN3A@02403	481	586	165	91	12	485	76	367	test
SIN3A@02404	644	939	63	36	106	898	2357	1560	test
SIN3A@02405	2	0	3	2	0	0	0	0	test
SIN3A@02406	541	2595	302	55	261	568	253	2168	test
SIN3A@02407	389	676	23	73	553	885	1004	2909	test
SIN3A@02408	673	98	9	1	336	752	510	20	test
SIN3A@02409	1	14	3	1	248	332	487	58	test
SIN3A@02410	227	74	64	30	412	1177	578	1968	test
SIN3A@02411	258	1610	33	74	271	354	860	2060	test
SIN3A@02412	1096	1943	199	62	399	474	1011	1938	test
SIN3A@02413	2700	1731	1320	1149	1558	2815	1142	233	test
SIN3A@02414	263	1781	106	21	879	1269	929	44	test
SIN3A@02415	2	485	22	38	5	288	315	747	test
SIN3A@02416	641	1033	267	19	349	16	3	7	test
SIN3A@02417	685	1586	61	115	1169	2492	596	2082	test
SIN3A@02418	1060	881	452	504	1902	915	1515	2369	test
SIN3A@02419	1331	941	346	348	706	1044	171	386	test
SIN3A@02420	1775	649	444	541	805	264	928	379	test
SIN3A@02421	491	583	21	5	15	1688	476	193	test
SIN3A@02422	781	203	89	14	1338	2290	206	59	test
SIN3A@02423	702	886	587	111	2070	1269	1622	461	test
SIN3A@02424	282	51	302	7	379	396	2	167	test
SIN3A@02425	0	0	0	0	0	0	0	0	test
SIN3A@02426	3741	1172	2570	2016	2621	3759	215	1621	test
SIN3A@02427	990	1898	812	93	988	1373	735	391	test
SIN3A@02428	660	1172	160	3	122	312	532	56	test
SIN3A@02429	735	1202	363	77	1152	900	187	242	test
SIN3A@02430	988	281	236	46	637	535	1544	286	test
SIN3A@02431	1288	444	625	634	741	557	380	75	test
SIN3A@02432	1566	502	372	43	812	474	2	211	test
SIN3A@02433	1718	2177	801	822	1221	1235	109	2835	test
SIN3A@02434	91	248	249	18	234	12	292	16	test
SIN3A@02435	1928	589	820	848	1144	838	73	68	test
SIN3A@02436	543	603	49	60	182	2379	710	555	test
SIN3A@02437	1	2	74	1	238	942	2	347	test
SIN3A@02438	1010	1902	442	392	2070	870	2667	165	test
SIN3A@02439	214	40	70	102	128	68	721	47	test
SIN3A@02440	466	57	8	0	528	13	1	579	test
SIN3A@02441	224	295	10	20	520	1844	412	1030	test
SIN3A@02442	2233	1057	724	766	1373	917	536	480	test
SIN3A@02443	0	0	0	0	0	412	99	252	test
SIN3A@02444	22	21	70	28	597	16	403	214	test
SIN3A@02445	931	1155	198	74	935	252	282	1335	test
SIN3A@02446	1460	2161	743	509	1346	252	2295	4319	test
SIN3A@02447	771	1302	136	166	632	1162	343	279	test
SIN3A@02448	9	1	10	2	58	428	260	372	test
SIN3A@02449	401	747	386	371	459	548	133	142	test
SIN3A@02450	16	487	30	17	260	429	1727	1946	test
SIN3A@02451	7	743	99	1	0	214	1148	599	test
SIN3A@02452	1093	833	441	325	398	1165	177	218	test
SIN3A@02453	1466	1801	539	48	55	602	2249	1158	test
SIN3A@02454	503	76	179	23	330	31	175	120	test
SIN3A@02455	1171	974	595	381	541	1418	752	1060	test
SIN3A@02456	445	378	25	9	0	360	6	1710	test
SIN3A@02457	2	340	9	9	2	0	1	0	test
SIN3A@02458	2326	2260	818	691	1752	1876	1252	1466	test
SIN3A@02459	969	1075	294	22	29	656	1672	389	test
SIN3A@02460	151	22	197	27	5	310	2	22	test
SIN3A@02461	80	308	39	45	144	32	7	242	test
SIN3A@02462	924	875	22	27	43	832	524	287	test
SIN3A@02463	221	27	83	17	780	31	0	15	test
SIN3A@02464	328	367	19	53	535	19	468	76	test
SIN3A@02465	124	545	111	45	73	202	341	164	test
SIN3A@02466	258	635	31	38	333	1653	570	485	test
SIN3A@02467	1106	1619	952	697	1691	669	2404	1403	test
SIN3A@02468	108	17	0	0	0	0	0	12	test
SIN3A@02469	593	839	242	43	77	735	0	427	test
SIN3A@02470	581	691	32	7	937	2372	3094	1229	test
SIN3A@02471	462	593	14	24	299	1244	914	55	test
SIN3A@02472	186	1184	55	15	333	223	1	197	test
SIN3A@02473	290	202	232	45	120	637	227	1083	test
SIN3A@02474	2607	2417	827	548	1097	1879	1470	567	test
SIN3A@02475	2047	1961	889	898	1048	1921	878	2108	test
SIN3A@02476	687	876	407	317	352	144	280	831	test
SIN3A@02477	247	584	11	8	1	3	176	39	test
SIN3A@02478	10	268	14	3	3	432	305	7	test
SIN3A@02479	284	514	193	38	185	33	533	218	test
SIN3A@02480	981	999	44	111	628	809	1220	3199	test
SIN3A@02481	3	632	131	8	67	330	713	29	test
SIN3A@02482	378	659	18	4	177	6	244	1109	test
SIN3A@02483	165	783	32	30	356	904	10	39	test
SIN3A@02484	1339	723	785	833	1383	2341	277	344	test
SIN3A@02485	3	1	0	0	182	447	268	621	test
SIN3A@02486	737	350	460	295	263	102	19	78	test
SIN3A@02487	2	187	12	5	334	1038	417	522	test
SIN3A@02488	768	407	149	20	916	929	1189	1028	test
SIN3A@02489	342	323	33	26	286	1108	20	406	test
SIN3A@02490	567	334	164	18	169	496	402	897	test
SIN3A@02491	723	911	435	433	1119	159	801	916	test
SIN3A@02492	2113	3198	679	385	1192	1316	252	126	test
SIN3A@02493	855	1656	149	60	761	1972	3569	1470	test
SIN3A@02494	1117	278	238	57	323	445	250	479	test
SIN3A@02495	101	40	117	12	268	384	7	68	test
SIN3A@02496	139	333	1	2	35	1	0	1	test
SIN3A@02497	623	1286	58	19	48	678	4	196	test
SIN3A@02498	203	1361	154	30	622	432	100	397	test
SIN3A@02499	213	327	21	19	0	684	893	115	test
SIN3A@02500	741	506	111	33	79	574	0	4	test
SIN3A@02501	2442	1068	195	37	1027	2317	463	1370	test
SIN3A@02502	472	264	19	0	284	4	1	381	test
SIN3A@02503	253	669	42	23	364	24	10	1632	test
SIN3A@02504	767	1726	416	22	783	1001	315	2106	test
SIN3A@02505	1130	706	76	3	260	1147	612	293	test
SIN3A@02506	923	537	181	30	250	11	94	40	test
SIN3A@02507	1639	1590	122	50	927	1583	2926	1559	test
SIN3A@02508	4	0	0	13	208	5	2	105	test
SIN3A@02509	1274	754	787	864	1009	792	420	318	test
SIN3A@02510	172	511	215	10	77	424	221	1873	test
SIN3A@02511	10	767	109	27	166	3	3	56	test
SIN3A@02512	591	289	81	65	761	371	632	578	test
SIN3A@02513	531	1642	512	50	526	319	1173	256	test
SIN3A@02514	248	735	171	89	472	756	20	239	test
SIN3A@02515	145	1421	38	27	53	977	1123	365	test
SIN3A@02516	436	1157	50	42	155	1093	609	495	test
SIN3A@02517	513	741	156	26	73	339	1	674	test
SIN3A@02518	950	1009	95	66	216	426	218	548	test
SIN3A@02519	708	1557	39	24	499	966	848	1229	test
SIN3A@02520	359	1299	159	5	6	943	969	110	test
SIN3A@02521	827	113	150	226	223	114	192	323	test
SIN3A@02522	10	122	90	10	361	11	8	12	test
SIN3A@02523	148	559	208	42	231	10	1087	1291	test
SIN3A@02524	23	812	9	4	0	0	1	584	test
SIN3A@02525	0	1	0	0	0	0	0	0	test
SIN3A@02526	1345	414	807	879	953	404	1147	150	test
SIN3A@02527	349	1347	138	11	52	1823	529	943	test
SIN3A@02528	566	616	318	346	778	1485	833	2246	test
SIN3A@02529	2	164	78	5	295	17	227	7	test
SIN3A@02530	1494	1683	351	358	583	139	29	110	test
SIN3A@02531	275	934	95	49	97	1413	1336	1063	test
SIN3A@02532	218	771	149	14	0	11	647	210	test
SIN3A@02533	2115	1927	1215	1154	1703	1866	1710	148	test
SIN3A@02534	882	140	682	697	1073	347	49	60	test
SIN3A@02535	337	228	309	334	880	1381	255	353	test
SIN3A@02536	137	422	131	19	502	380	518	1127	test
SIN3A@02537	3169	1016	94	98	868	2181	1345	638	test
SIN3A@02538	244	270	8	5	17	460	1587	355	test
SIN3A@02539	615	288	17	33	1156	361	920	800	test
SIN3A@02540	2312	604	1046	934	1717	2393	100	1092	test
SIN3A@02541	848	1148	283	81	64	810	229	1179	test
SIN3A@02542	508	1387	35	10	12	10	122	326	test
SIN3A@02543	250	1425	446	41	659	1641	1015	2162	test
SIN3A@02544	2	1	0	0	1	0	2	0	test
SIN3A@02545	232	767	124	19	544	1540	584	37	test
SIN3A@02546	0	0	0	0	1	0	1	2	test
SIN3A@02547	474	456	329	222	579	515	334	234	test
SIN3A@02548	566	305	355	339	436	653	260	439	test
SIN3A@02549	193	198	351	29	996	683	230	16	test
SIN3A@02550	100	1295	116	12	137	1266	528	1200	test
SIN3A@02551	438	1052	442	408	350	170	128	344	test
SIN3A@02552	204	980	326	20	19	1008	2005	891	test
SIN3A@02553	819	1057	264	337	688	740	1061	559	test
SIN3A@02554	299	371	39	21	629	722	6	738	test
SIN3A@02555	2285	1424	825	399	1112	1357	468	852	test
SIN3A@02556	488	552	93	50	575	107	2	19	test
SIN3A@02557	146	25	3	0	184	1	219	23	test
SIN3A@02558	196	1365	475	14	25	398	140	184	test
SIN3A@02559	125	325	112	29	371	2202	695	1395	test
SIN3A@02560	2	9	121	12	145	273	192	18	test
SIN3A@02561	1945	535	369	463	1319	207	453	443	test
SIN3A@02562	177	650	215	8	219	942	13	478	test
SIN3A@02563	0	0	0	0	0	0	0	0	test
SIN3A@02564	1269	936	508	359	413	156	30	61	test
SIN3A@02565	536	82	19	38	216	376	5	671	test
SIN3A@02566	906	472	925	641	990	731	630	468	test
SIN3A@02567	340	1206	123	69	284	1234	21	11	test
SIN3A@02568	326	2196	366	43	961	993	971	1207	test
SIN3A@02569	1073	680	27	20	800	562	516	405	test
SIN3A@02570	1083	1053	494	273	655	397	17	153	test
SIN3A@02571	1334	374	50	13	172	16	1829	293	test
SIN3A@02572	935	505	110	8	73	4	13	805	test
SIN3A@02573	1871	1398	890	1027	1558	3113	243	90	test
SIN3A@02574	373	844	123	40	237	2	215	20	test
SIN3A@02575	147	455	42	5	216	512	290	19	test
SIN3A@02576	465	255	77	22	108	373	1118	49	test
SIN3A@02577	10	17	2	4	1	0	0	510	test
SIN3A@02578	262	609	19	24	230	744	223	31	test
SIN3A@02579	0	1	0	0	69	1167	289	296	test
SIN3A@02580	610	85	336	37	1308	1469	685	77	test
SIN3A@02581	124	520	218	8	553	764	722	676	test
SIN3A@02582	556	577	687	134	672	252	14	1629	test
SIN3A@02583	172	493	6	1	363	992	11	639	test
SIN3A@02584	138	163	10	11	194	165	62	836	test
SIN3A@02585	252	42	157	6	777	452	174	912	test
SIN3A@02586	1493	2728	754	838	1552	1551	407	1635	test
SIN3A@02587	6	387	124	18	2	0	213	1110	test
SIN3A@02588	169	310	81	14	354	1098	944	1261	test
SIN3A@02589	177	971	21	25	455	626	120	429	test
SIN3A@02590	1457	1245	708	862	1059	794	98	64	test
SIN3A@02591	1053	876	226	308	599	493	829	1721	test
SIN3A@02592	43	186	184	53	25	14	4	325	test
SIN3A@02593	404	28	44	5	417	340	117	54	test
SIN3A@02594	2278	1536	1301	864	2214	1734	1513	1432	test
SIN3A@02595	131	382	16	8	966	825	1491	297	test
SIN3A@02596	1092	1031	487	376	740	852	40	841	test
SIN3A@02597	350	1178	392	20	12	7	371	869	test
SIN3A@02598	1213	453	778	861	1437	1764	493	1518	test
SIN3A@02599	808	710	234	177	274	446	210	215	test
SIN3A@02600	1202	1802	705	526	894	255	449	687	test
SIN3A@02601	1118	1324	456	350	1000	184	243	371	test
SIN3A@02602	1	4	1	0	8	0	0	3	test
SIN3A@02603	1444	1268	1085	1005	2167	1811	1490	800	test
SIN3A@02604	131	282	9	1	5	1	257	16	test
SIN3A@02605	270	1110	188	102	645	617	228	2061	test
SIN3A@02606	0	0	0	0	72	0	0	0	test
SIN3A@02607	0	0	0	1	663	794	3	2	test
SIN3A@02608	521	84	76	7	35	12	6	420	test
SIN3A@02609	559	550	342	53	700	468	236	270	test
SIN3A@02610	60	388	100	14	33	208	528	23	test
SIN3A@02611	1775	2627	968	998	1040	655	645	2051	test
SIN3A@02612	950	1290	186	44	464	1795	737	1287	test
SIN3A@02613	731	1524	143	36	922	2515	310	249	test
SIN3A@02614	1002	1432	47	46	680	2187	625	53	test
SIN3A@02615	1588	1940	1060	586	2533	3048	77	1270	test
SIN3A@02616	1352	673	106	25	73	685	121	1084	test
SIN3A@02617	509	790	117	38	330	1052	470	336	test
SIN3A@02618	399	1432	353	372	792	2194	337	112	test
SIN3A@02619	1391	1325	90	22	343	707	690	1623	test
SIN3A@02620	102	194	55	5	11	1846	43	29	test
SIN3A@02621	543	2663	265	92	486	2470	431	687	test
SIN3A@02622	537	325	437	224	1164	567	769	519	test
SIN3A@02623	249	516	276	70	39	865	434	531	test
SIN3A@02624	410	837	335	373	765	149	430	52	test
SIN3A@02625	4	1345	58	12	35	252	161	123	test
SIN3A@02626	343	33	4	10	12	712	238	41	test
SIN3A@02627	243	32	70	33	8	0	1	87	test
SIN3A@02628	418	540	64	2	4	482	11	302	test
SIN3A@02629	805	1982	646	62	1062	2646	782	2048	test
SIN3A@02630	1030	2007	612	562	724	1927	557	2162	test
SIN3A@02631	0	0	0	0	0	0	0	0	test
SIN3A@02632	967	1265	257	22	867	436	262	1464	test
SIN3A@02633	234	680	74	14	11	1280	205	285	test
SIN3A@02634	491	1192	334	82	3	1130	106	660	test
SIN3A@02635	83	259	22	35	515	910	1851	460	test
SIN3A@02636	1333	166	726	663	820	1206	245	59	test
SIN3A@02637	1063	981	441	458	518	1775	895	914	test
SIN3A@02638	322	446	41	9	0	0	0	22	test
SIN3A@02639	1	0	22	9	0	0	0	66	test
SIN3A@02640	300	315	40	17	548	401	11	363	test
SIN3A@02641	351	300	50	36	109	601	9	264	test
SIN3A@02642	0	0	0	0	4	434	12	0	test
SIN3A@02643	462	275	94	25	418	18	626	441	test
SIN3A@02644	641	813	409	327	970	1277	42	588	test
SIN3A@02645	126	14	283	37	15	7	0	551	test
SIN3A@02646	266	1448	162	58	486	2384	144	267	test
SIN3A@02647	349	1581	36	70	1167	590	1173	467	test
SIN3A@02648	1	183	7	0	0	139	2	8	test
SIN3A@02649	1722	1727	1097	1254	1531	1900	330	104	test
SIN3A@02650	410	691	50	22	794	1927	438	972	test
SIN3A@02651	400	42	88	40	77	218	458	12	test
SIN3A@02652	453	803	205	23	335	9	262	57	test
SIN3A@02653	2410	906	1457	1374	2378	1599	1232	476	test
SIN3A@02654	1119	806	422	37	935	909	426	258	test
SIN3A@02655	1579	1985	609	106	490	3746	2236	1138	test
SIN3A@02656	1197	2530	393	221	272	1973	778	116	test
SIN3A@02657	2015	1667	328	450	1496	606	959	697	test
SIN3A@02658	374	321	34	53	819	1413	1129	840	test
SIN3A@02659	1340	839	558	492	462	469	951	762	test
SIN3A@02660	160	1594	109	13	138	2	1266	57	test
SIN3A@02661	514	287	225	255	704	311	19	694	test
SIN3A@02662	1376	1859	745	474	623	727	234	1164	test
SIN3A@02663	351	1463	137	82	286	762	341	519	test
SIN3A@02664	399	753	205	26	475	814	575	320	test
SIN3A@02665	94	8	7	23	639	20	261	236	test
SIN3A@02666	583	890	43	31	1019	1196	326	741	test
SIN3A@02667	1354	1685	282	92	1046	2723	984	1030	test
SIN3A@02668	82	58	68	8	106	353	241	303	test
SIN3A@02669	412	775	60	19	73	2084	39	725	test
SIN3A@02670	107	208	0	1	0	0	0	13	test
SIN3A@02671	1178	1030	684	755	995	354	831	209	test
SIN3A@02672	501	373	98	23	183	650	104	114	test
SIN3A@02673	0	631	45	4	6	380	4	0	test
SIN3A@02674	56	803	30	24	290	627	1222	367	test
SIN3A@02675	136	483	116	5	124	348	348	1021	test
SIN3A@02676	116	414	127	36	88	1112	621	683	test
SIN3A@02677	106	256	5	1	0	0	0	28	test
SIN3A@02678	4	15	80	4	6	215	3	32	test
SIN3A@02679	381	472	87	16	800	1280	6	123	test
SIN3A@02680	41	786	68	24	449	244	2242	515	test
SIN3A@02681	3154	1835	1897	1905	2714	2524	342	1625	test
SIN3A@02682	5	187	9	8	60	362	3	776	test
SIN3A@02683	40	24	188	6	37	5	1491	229	test
SIN3A@02684	2669	426	1733	2059	2935	2704	420	375	test
SIN3A@02685	291	48	15	19	66	746	615	36	test
SIN3A@02686	2	271	29	2	101	1002	205	9	test
SIN3A@02687	601	285	247	23	239	7	303	431	test
SIN3A@02688	1	0	0	0	0	3	0	0	test
SIN3A@02689	1	0	0	0	426	406	246	17	test
SIN3A@02690	323	1476	223	35	824	65	183	398	test
SIN3A@02691	585	1462	403	340	943	1383	62	958	test
SIN3A@02692	222	557	242	42	473	1212	2418	911	test
SIN3A@02693	0	1	0	0	0	0	0	1	test
SIN3A@02694	985	173	601	700	718	347	71	321	test
SIN3A@02695	297	244	289	8	16	884	418	187	test
SIN3A@02696	251	1019	151	17	587	141	1148	1023	test
SIN3A@02697	137	22	56	7	237	3	0	40	test
SIN3A@02698	1054	2021	301	5	591	504	281	533	test
SIN3A@02699	0	2	1	13	338	7	0	8	test
SIN3A@02700	706	1067	37	30	579	385	668	286	test
SIN3A@02701	3	0	1	0	0	3	0	4	test
SIN3A@02702	606	729	20	1	198	1095	837	621	test
SIN3A@02703	40	0	0	16	2	0	0	4	test
SIN3A@02704	1037	1907	203	67	422	1068	243	395	test
SIN3A@02705	2036	771	953	688	1716	346	61	1391	test
SIN3A@02706	140	477	152	152	420	1107	256	24	test
SIN3A@02707	219	655	128	8	646	750	548	57	test
SIN3A@02708	25	534	6	6	0	1	2	10	test
SIN3A@02709	44	316	35	37	91	860	1111	1876	test
SIN3A@02710	605	219	7	11	300	18	1	15	test
SIN3A@02711	973	444	84	31	232	1028	270	278	test
SIN3A@02712	1730	2011	1059	770	1267	1761	552	321	test
SIN3A@02713	640	1230	583	279	1345	1604	615	1360	test
SIN3A@02714	144	32	245	15	312	188	807	47	test
SIN3A@02715	1278	522	847	873	1292	697	88	230	test
SIN3A@02716	1373	662	544	357	476	300	744	276	test
SIN3A@02717	1131	971	370	377	689	201	39	1472	test
SIN3A@02718	75	0	1	2	174	855	472	226	test
SIN3A@02719	1148	1423	266	346	1140	1248	898	229	test
SIN3A@02720	517	444	74	54	681	753	11	568	test
SIN3A@02721	487	908	31	18	284	546	977	611	test
SIN3A@02722	1026	188	575	701	1181	393	54	297	test
SIN3A@02723	1314	202	851	867	1131	811	605	953	test
SIN3A@02724	604	515	339	82	618	676	262	1502	test
SIN3A@02725	419	320	172	39	28	396	8	114	test
SIN3A@02726	107	564	35	50	591	1533	1141	82	test
SIN3A@02727	109	740	90	5	0	1	0	20	test
SIN3A@02728	149	969	199	26	380	188	239	2826	test
SIN3A@02729	269	1044	375	50	696	851	710	549	test
SIN3A@02730	509	550	376	446	778	956	457	991	test
SIN3A@02731	344	1249	92	21	1058	477	437	2608	test
SIN3A@02732	127	296	299	33	16	646	493	1317	test
SIN3A@02733	572	378	22	13	0	328	11	608	test
SIN3A@02734	1319	694	842	836	988	385	84	337	test
SIN3A@02735	3	490	13	7	1023	908	5	5	test
SIN3A@02736	0	596	16	16	0	4	232	14	test
SIN3A@02737	1975	1728	868	669	839	701	63	52	test
SIN3A@02738	3640	2026	1389	1243	2520	1607	566	581	test
SIN3A@02739	517	689	198	29	865	1059	617	149	test
SIN3A@02740	371	742	141	36	245	8	273	553	test
SIN3A@02741	1449	958	675	624	655	1294	287	614	test
SIN3A@02742	29	1181	134	26	663	23	395	111	test
SIN3A@02743	752	2283	85	39	374	2740	480	992	test
SIN3A@02744	1073	1258	677	725	1015	362	74	43	test
SIN3A@02745	100	384	75	35	61	853	6	225	test
SIN3A@02746	65	1532	107	15	70	706	272	1505	test
SIN3A@02747	2044	1713	1169	1093	2261	1006	105	1263	test
SIN3A@02748	941	606	928	669	1016	341	574	177	test
SIN3A@02749	0	0	2	0	0	0	1	0	test
SIN3A@02750	41	60	23	19	285	234	134	147	test
SIN3A@02751	816	1188	531	308	867	138	510	1403	test
SIN3A@02752	921	292	121	73	171	1221	775	806	test
SIN3A@02753	5	0	0	0	0	0	0	1	test
SIN3A@02754	0	307	5	0	0	0	108	2	test
SIN3A@02755	311	535	16	12	3	1164	41	179	test
SIN3A@02756	180	390	12	7	276	9	0	42	test
SIN3A@02757	291	122	472	78	421	896	1203	544	test
SIN3A@02758	441	83	16	14	244	833	10	371	test
SIN3A@02759	12	1023	25	0	0	364	185	8	test
SIN3A@02760	919	412	358	514	1133	853	1067	305	test
