oligo	XR029	XR030	XR031	XR032	XR034	XR035	XR036	XR037	group
SIN3A@06826	710	1413	564	56	174	1009	1019	906	test
SIN3A@06827	689	1756	409	67	1403	1036	875	1310	test
SIN3A@06828	527	1387	651	46	618	2167	249	56	test
SIN3A@06829	2175	2343	1546	1775	2733	2914	1041	1830	test
SIN3A@06830	1437	2111	687	326	2011	2076	798	1828	test
SIN3A@06831	2863	3771	1194	1104	1819	2539	1144	2034	test
SIN3A@06832	76	37	395	50	364	833	391	1163	test
SIN3A@06833	141	8	98	25	7	1534	21	23	test
SIN3A@06834	928	638	974	32	1106	1563	19	376	test
SIN3A@06835	423	831	71	4	1077	2143	224	962	test
SIN3A@06836	1331	1365	738	599	1266	763	2035	234	test
SIN3A@06837	1476	920	2020	759	1660	1315	934	587	test
SIN3A@06838	2331	2335	801	465	1892	1299	1072	320	test
SIN3A@06839	4734	4300	1547	1345	3653	6694	1724	10550	test
SIN3A@06840	4961	3838	2208	1330	2537	9761	3155	4797	test
SIN3A@06841	968	1321	437	94	1963	1862	644	411	test
SIN3A@06842	903	165	374	44	485	598	525	264	test
SIN3A@06843	52	863	258	41	164	1270	611	1440	test
SIN3A@06844	61	1312	244	22	691	25	293	33	test
SIN3A@06845	9	0	6	3	228	287	14	500	test
SIN3A@06846	2034	947	125	83	2023	815	303	1004	test
SIN3A@06847	1125	1503	290	304	1106	1586	1039	1579	test
SIN3A@06848	2926	2825	1296	1563	2625	2790	526	1657	test
SIN3A@06849	1135	1158	349	44	1396	1165	409	114	test
SIN3A@06850	850	505	122	39	488	271	431	66	test
SIN3A@06851	1346	1324	765	327	618	668	734	128	test
SIN3A@06852	557	597	352	357	606	1052	199	25	test
SIN3A@06853	1516	1338	435	318	753	1104	885	102	test
SIN3A@06854	2425	2461	1608	965	2019	867	993	1761	test
SIN3A@06855	2236	1514	998	1011	2615	2718	1003	503	test
SIN3A@06856	1616	1156	422	104	714	1681	1317	1782	test
SIN3A@06857	2525	3206	1506	1260	2648	1797	1136	1519	test
SIN3A@06858	1337	837	247	36	1016	1736	1508	2915	test
SIN3A@06859	478	534	241	295	918	1219	1592	473	test
SIN3A@06860	739	647	193	79	1156	946	9	147	test
SIN3A@06861	206	1145	156	35	576	1810	254	583	test
SIN3A@06862	136	357	278	7	363	2335	269	281	test
SIN3A@06863	1	0	0	0	2	4	0	2	test
SIN3A@06864	1371	2365	466	49	410	1349	940	1018	test
SIN3A@06865	801	522	118	11	506	1183	982	71	test
SIN3A@06866	2336	537	915	742	1360	1765	987	778	test
SIN3A@06867	696	1321	190	18	1078	1059	1321	940	test
SIN3A@06868	2274	2310	1775	1476	2094	2532	985	997	test
SIN3A@06869	1	1	0	0	3	2	0	1	test
SIN3A@06870	567	447	424	295	338	561	270	23	test
SIN3A@06871	142	17	132	35	3	415	482	303	test
SIN3A@06872	186	821	74	8	18	1482	5	16	test
SIN3A@06873	679	450	77	12	647	465	1583	289	test
SIN3A@06874	882	1637	139	44	1016	1794	1203	869	test
SIN3A@06875	1631	1294	928	849	1779	1198	1049	319	test
SIN3A@06876	1920	981	569	604	1071	2134	477	211	test
SIN3A@06877	732	1076	393	414	625	1336	2042	792	test
SIN3A@06878	1399	717	672	714	2261	655	447	1731	test
SIN3A@06879	1493	1506	735	673	793	543	450	187	test
SIN3A@06880	2504	923	1117	1142	1683	2681	381	680	test
SIN3A@06881	2375	1354	721	667	1025	2165	364	791	test
SIN3A@06882	883	1020	80	17	323	13	1201	775	test
SIN3A@06883	673	590	127	15	407	245	338	170	test
SIN3A@06884	404	1917	434	63	570	1048	263	267	test
SIN3A@06885	1829	267	668	901	1162	906	899	141	test
SIN3A@06886	1018	1257	37	45	7	177	0	50	test
SIN3A@06887	1378	449	331	383	631	942	1584	2221	test
SIN3A@06888	887	1027	123	34	1305	951	6681	467	test
SIN3A@06889	487	45	6	0	191	415	0	9	test
SIN3A@06890	93	669	83	26	331	863	5	139	test
SIN3A@06891	368	322	199	19	71	2	177	796	test
SIN3A@06892	1646	533	543	687	1166	697	1007	125	test
SIN3A@06893	546	1496	759	628	1513	766	166	1322	test
SIN3A@06894	1439	459	577	690	1104	723	1290	125	test
SIN3A@06895	1208	1654	167	51	884	902	239	1170	test
SIN3A@06896	676	1004	588	89	676	491	1248	390	test
SIN3A@06897	1	1	0	0	0	0	0	0	test
SIN3A@06898	255	27	13	24	65	418	0	0	test
SIN3A@06899	722	225	31	28	8	977	499	65	test
SIN3A@06900	11	466	52	4	981	937	280	2734	test
SIN3A@06901	9	867	19	55	1367	22	346	780	test
SIN3A@06902	1514	621	1272	780	1329	821	566	70	test
SIN3A@06903	1292	2032	334	34	192	408	746	2263	test
SIN3A@06904	233	286	86	33	85	7	551	661	test
SIN3A@06905	1	0	1	0	0	0	0	0	test
SIN3A@06906	117	434	31	12	408	6	369	752	test
SIN3A@06907	791	140	19	41	395	1437	760	241	test
SIN3A@06908	860	1539	495	352	604	521	336	248	test
SIN3A@06909	1182	551	210	90	652	2259	667	538	test
SIN3A@06910	337	36	12	16	37	788	217	476	test
SIN3A@06911	385	1231	130	31	642	349	453	233	test
SIN3A@06912	217	341	111	37	572	221	673	244	test
SIN3A@06913	1266	837	306	397	743	687	719	671	test
SIN3A@06914	1383	3530	666	374	1230	4586	1479	2885	test
SIN3A@06915	161	315	109	33	52	189	2562	1030	test
SIN3A@06916	558	1508	75	53	937	1245	29	576	test
SIN3A@06917	91	226	103	22	622	1517	70	12	test
SIN3A@06918	829	110	231	25	184	756	1315	1300	test
SIN3A@06919	273	936	175	72	1338	910	1212	1240	test
SIN3A@06920	558	536	162	31	590	828	253	507	test
SIN3A@06921	430	376	437	219	209	1216	81	33	test
SIN3A@06922	1028	1411	180	39	383	1227	221	171	test
SIN3A@06923	461	384	500	478	524	330	985	1282	test
SIN3A@06924	419	52	3	2	310	16	1460	263	test
SIN3A@06925	468	1785	239	40	737	1747	394	569	test
SIN3A@06926	0	0	55	3	0	0	218	13	test
SIN3A@06927	448	604	28	27	1022	962	589	825	test
SIN3A@06928	1837	2765	1105	870	1724	833	578	888	test
SIN3A@06929	135	24	6	11	677	33	171	384	test
SIN3A@06930	612	550	353	23	797	1497	43	496	test
SIN3A@06931	748	2039	577	35	509	391	2210	116	test
SIN3A@06932	767	357	434	411	465	179	29	138	test
SIN3A@06933	128	750	28	14	408	24	1	39	test
SIN3A@06934	69	676	155	50	513	899	1334	640	test
SIN3A@06935	1428	2085	879	584	2080	1431	3188	1581	test
SIN3A@06936	858	1107	141	24	777	1984	951	3559	test
SIN3A@06937	1366	374	662	692	845	1442	1102	691	test
SIN3A@06938	5	383	9	22	38	364	579	168	test
SIN3A@06939	0	0	0	0	0	0	0	0	test
SIN3A@06940	8	584	18	4	178	425	19	18	test
SIN3A@06941	690	1754	372	387	1490	776	236	2194	test
SIN3A@06942	526	593	434	48	176	2642	874	1377	test
SIN3A@06943	2311	1567	745	654	1963	598	694	501	test
SIN3A@06944	154	1046	482	47	308	679	1350	159	test
SIN3A@06945	1755	1917	530	296	1166	2309	1814	289	test
SIN3A@06946	224	796	395	29	570	363	962	1478	test
SIN3A@06947	947	1793	532	71	376	817	7	425	test
SIN3A@06948	1190	1321	341	306	1975	1249	634	757	test
SIN3A@06949	251	990	48	42	310	27	7	146	test
SIN3A@06950	0	0	0	0	26	0	1	0	test
SIN3A@06951	119	781	140	10	12	232	862	74	test
SIN3A@06952	1263	635	408	53	58	1131	13	240	test
SIN3A@06953	272	534	19	10	252	382	194	32	test
SIN3A@06954	1285	2216	645	696	2078	1892	3616	1379	test
SIN3A@06955	704	1157	249	28	384	474	20	1835	test
SIN3A@06956	76	337	38	2	886	540	0	584	test
SIN3A@06957	14	516	18	17	65	699	129	20	test
SIN3A@06958	566	699	249	20	833	43	447	506	test
SIN3A@06959	20	43	161	32	373	904	582	1228	test
SIN3A@06960	1645	478	701	816	1320	1625	88	150	test
SIN3A@06961	78	764	176	27	107	428	70	28	test
SIN3A@06962	502	268	493	257	1193	135	1118	429	test
SIN3A@06963	419	382	271	41	343	1325	2371	727	test
SIN3A@06964	662	1919	1223	248	1694	1987	1077	644	test
SIN3A@06965	1742	498	439	234	958	3271	774	789	test
SIN3A@06966	744	1848	329	325	724	1095	1581	1568	test
SIN3A@06967	134	748	144	69	557	1263	400	960	test
SIN3A@06968	2057	315	748	733	905	1232	490	1395	test
SIN3A@06969	2399	1331	1508	1918	4473	2840	580	410	test
SIN3A@06970	241	922	34	27	402	1734	511	1893	test
SIN3A@06971	2638	1169	1137	1108	1587	868	482	280	test
SIN3A@06972	1733	549	857	812	1173	382	1669	155	test
SIN3A@06973	1030	1111	296	341	306	1173	436	317	test
SIN3A@06974	332	309	173	188	304	1525	41	358	test
SIN3A@06975	342	257	37	9	6	13	881	107	test
SIN3A@06976	619	338	282	26	164	363	202	334	test
SIN3A@06977	2511	3001	1393	1175	2241	1575	343	841	test
SIN3A@06978	1873	1763	402	334	1727	1725	698	1170	test
SIN3A@06979	295	302	67	44	7	15	628	1176	test
SIN3A@06980	3116	2472	2003	2189	2646	3036	7920	1988	test
SIN3A@06981	386	35	94	13	4	1	0	38	test
SIN3A@06982	1289	2827	537	353	1515	1902	4249	1182	test
SIN3A@06983	703	632	432	306	869	2231	250	21	test
SIN3A@06984	141	958	481	75	58	29	431	433	test
SIN3A@06985	830	3769	298	187	1804	1335	832	1043	test
SIN3A@06986	222	260	264	88	24	647	924	57	test
SIN3A@06987	415	1768	338	39	531	2298	1107	786	test
SIN3A@06988	780	1887	179	46	958	1220	819	683	test
SIN3A@06989	8	591	100	4	327	1682	267	82	test
SIN3A@06990	1024	1464	123	114	918	1014	248	1410	test
SIN3A@06991	859	1514	88	41	273	708	15	334	test
SIN3A@06992	436	64	119	63	22	3	62	38	test
SIN3A@06993	464	2871	122	63	1814	1486	829	269	test
SIN3A@06994	269	1067	253	45	1594	1429	512	1195	test
SIN3A@06995	1325	2981	198	57	369	2463	1821	1076	test
SIN3A@06996	773	1108	543	50	968	761	13	1224	test
SIN3A@06997	430	838	226	83	795	32	748	241	test
SIN3A@06998	1189	877	846	672	1299	731	352	596	test
SIN3A@06999	775	334	37	9	626	890	740	1310	test
SIN3A@07000	685	1427	337	234	695	115	20	313	test
SIN3A@07001	8	14	108	22	107	425	229	31	test
SIN3A@07002	246	821	200	45	308	1002	894	2332	test
SIN3A@07003	1247	646	636	646	1017	278	1279	378	test
SIN3A@07004	1000	1492	349	44	769	1740	3672	2932	test
SIN3A@07005	1035	1235	420	268	1060	2551	2826	4698	test
SIN3A@07006	1073	812	158	7	1180	1320	131	350	test
SIN3A@07007	182	2655	637	89	1817	932	588	2877	test
SIN3A@07008	1135	191	647	603	873	267	57	79	test
SIN3A@07009	304	684	87	48	668	432	588	495	test
SIN3A@07010	825	1470	460	406	989	834	759	1981	test
SIN3A@07011	462	1457	308	268	278	922	279	926	test
SIN3A@07012	690	833	677	792	700	264	444	65	test
SIN3A@07013	382	1009	35	13	175	1924	187	327	test
SIN3A@07014	1421	1498	525	197	365	381	197	777	test
SIN3A@07015	156	264	15	29	3	509	6	2	test
SIN3A@07016	2	0	0	2	1	5	3	0	test
SIN3A@07017	422	1245	48	21	85	764	568	68	test
SIN3A@07018	2087	1649	877	916	1927	2948	205	788	test
SIN3A@07019	1484	1632	580	314	949	554	515	228	test
SIN3A@07020	545	688	107	46	63	1182	924	1322	test
SIN3A@07021	102	502	13	47	73	2346	643	31	test
SIN3A@07022	1499	1335	550	485	1253	869	37	306	test
SIN3A@07023	1903	1822	804	864	1162	1728	939	2720	test
SIN3A@07024	277	31	22	6	11	7	1	74	test
SIN3A@07025	355	1919	164	30	785	1136	1071	256	test
SIN3A@07026	411	794	103	19	53	2	260	384	test
SIN3A@07027	0	1	0	0	1	0	0	0	test
SIN3A@07028	390	379	20	4	267	420	570	265	test
SIN3A@07029	183	1325	168	32	42	25	1093	237	test
SIN3A@07030	319	375	90	2	47	2	536	1110	test
SIN3A@07031	144	334	16	28	4	11	479	1053	test
SIN3A@07032	377	41	9	17	293	337	0	4	test
SIN3A@07033	298	547	4	2	56	6	0	238	test
SIN3A@07034	858	1698	146	114	77	1612	35	2014	test
SIN3A@07035	2084	337	1382	1539	2533	1561	339	331	test
SIN3A@07036	805	986	179	38	571	7	1089	465	test
SIN3A@07037	341	742	338	256	257	861	270	723	test
SIN3A@07038	544	798	530	43	477	413	220	278	test
SIN3A@07039	2156	530	804	863	1761	831	77	128	test
SIN3A@07040	417	878	111	25	997	1226	604	1215	test
SIN3A@07041	1445	596	318	282	1209	1532	1490	1461	test
SIN3A@07042	836	347	352	500	1092	2124	2261	556	test
SIN3A@07043	169	250	7	27	5	840	9	249	test
SIN3A@07044	376	379	326	35	31	17	270	81	test
SIN3A@07045	1054	1036	221	205	262	1974	1127	2193	test
SIN3A@07046	725	98	18	4	3	2	177	83	test
SIN3A@07047	579	89	28	12	194	5	651	664	test
SIN3A@07048	343	98	122	8	695	2131	23	36	test
SIN3A@07049	1099	191	969	846	1034	436	308	294	test
SIN3A@07050	509	1520	139	34	1008	2221	1696	793	test
SIN3A@07051	39	367	43	47	72	557	15	507	test
SIN3A@07052	257	60	454	44	102	939	327	2152	test
SIN3A@07053	2073	1137	1073	1016	1781	1298	1541	1858	test
SIN3A@07054	1567	3114	81	89	201	1749	653	762	test
SIN3A@07055	575	430	288	54	20	814	499	537	test
SIN3A@07056	1958	1987	1425	912	1739	2233	538	471	test
SIN3A@07057	147	25	12	19	5	705	7	507	test
SIN3A@07058	582	835	26	3	148	7	311	966	test
SIN3A@07059	272	57	15	18	9	8	1998	148	test
SIN3A@07060	911	1103	310	29	578	3370	2055	2887	test
SIN3A@07061	0	3	1	0	160	9	92	14	test
SIN3A@07062	167	710	124	11	1096	991	11	1818	test
SIN3A@07063	1792	2099	756	476	1922	2308	1137	1337	test
SIN3A@07064	1210	1591	746	326	1697	1564	982	2968	test
SIN3A@07065	2707	5154	1060	851	1664	1102	1021	1960	test
SIN3A@07066	1000	1168	392	358	1262	1234	1092	1166	test
SIN3A@07067	0	0	118	10	98	8	3	393	test
SIN3A@07068	454	763	169	40	275	539	195	237	test
SIN3A@07069	341	444	13	31	131	394	871	746	test
SIN3A@07070	161	532	15	31	256	673	16	9	test
SIN3A@07071	29	890	61	16	836	2249	1224	641	test
SIN3A@07072	858	1526	316	312	440	1396	266	1177	test
SIN3A@07073	531	826	338	393	367	137	855	90	test
SIN3A@07074	1366	1518	743	373	487	212	2259	1234	test
SIN3A@07075	1136	528	125	34	182	1206	158	58	test
SIN3A@07076	1009	358	123	36	851	1257	13	43	test
SIN3A@07077	1179	1408	182	9	1132	2323	378	3118	test
SIN3A@07078	1278	1298	167	31	309	2236	170	45	test
SIN3A@07079	5	1326	20	13	242	1437	450	359	test
SIN3A@07080	1	275	13	0	0	0	3	644	test
SIN3A@07081	335	1018	135	71	39	30	12	722	test
SIN3A@07082	1247	876	73	32	119	349	476	325	test
SIN3A@07083	154	1049	43	44	256	368	4	104	test
SIN3A@07084	86	1156	91	21	124	6	501	139	test
SIN3A@07085	613	1438	299	48	120	1496	1714	610	test
SIN3A@07086	605	116	380	427	747	243	266	310	test
SIN3A@07087	789	1581	341	313	691	1055	606	299	test
SIN3A@07088	767	1901	741	395	687	3201	2267	1139	test
SIN3A@07089	697	1191	314	20	755	382	890	801	test
SIN3A@07090	311	1125	68	41	326	162	1080	1104	test
SIN3A@07091	923	837	142	55	564	2160	522	103	test
SIN3A@07092	282	450	218	9	46	647	8	996	test
SIN3A@07093	324	843	18	8	150	470	140	236	test
SIN3A@07094	414	311	37	3	862	1762	641	82	test
SIN3A@07095	97	12	9	25	317	1667	183	517	test
SIN3A@07096	73	1017	135	37	944	1033	516	361	test
SIN3A@07097	112	949	121	58	204	3519	1710	583	test
SIN3A@07098	208	49	135	57	538	24	1366	86	test
SIN3A@07099	317	276	115	18	1445	373	892	799	test
SIN3A@07100	594	952	376	63	93	1721	32	842	test
SIN3A@07101	855	1235	108	18	730	1528	21	930	test
SIN3A@07102	44	1	0	0	47	3	1464	80	test
SIN3A@07103	471	451	114	17	454	449	0	34	test
SIN3A@07104	1818	1045	711	744	1806	2172	74	275	test
SIN3A@07105	1088	624	283	251	608	465	11	55	test
SIN3A@07106	2638	2001	1310	1021	2291	2355	3012	2184	test
SIN3A@07107	2119	2271	680	389	1909	2592	1137	1091	test
SIN3A@07108	515	1371	1228	465	638	318	56	43	test
SIN3A@07109	978	2018	134	34	1776	2650	814	1807	test
SIN3A@07110	31	126	18	15	150	850	12	204	test
SIN3A@07111	562	642	248	263	715	960	453	282	test
SIN3A@07112	1961	1681	843	597	2068	1479	430	1154	test
SIN3A@07113	647	1602	149	88	1050	477	209	157	test
SIN3A@07114	11	2	1	3	13	12	3	3	test
SIN3A@07115	492	140	285	57	57	559	328	867	test
SIN3A@07116	178	1048	278	44	793	872	988	1541	test
SIN3A@07117	968	344	214	20	23	3	1206	77	test
SIN3A@07118	2080	1977	1211	1146	2101	1404	1036	2109	test
SIN3A@07119	0	121	2	7	47	320	4	569	test
SIN3A@07120	1114	566	34	17	675	431	671	1394	test
SIN3A@07121	1089	1281	634	532	985	883	230	2143	test
SIN3A@07122	1	0	0	0	0	5	0	0	test
SIN3A@07123	293	496	136	36	872	495	860	1083	test
SIN3A@07124	663	1064	132	27	177	777	509	310	test
SIN3A@07125	1152	116	380	22	375	389	569	334	test
SIN3A@07126	3919	1551	1864	2191	3112	1463	231	154	test
SIN3A@07127	1837	1884	935	942	2048	2036	117	507	test
SIN3A@07128	303	747	612	346	573	163	32	259	test
SIN3A@07129	94	26	3	18	0	797	15	101	test
SIN3A@07130	492	741	641	409	814	170	1281	795	test
SIN3A@07131	593	1199	266	246	594	484	548	525	test
SIN3A@07132	1241	1262	142	90	416	2361	1947	289	test
SIN3A@07133	1056	98	17	21	65	363	368	577	test
SIN3A@07134	72	238	242	32	130	1544	729	938	test
SIN3A@07135	663	393	21	15	163	1640	4341	2502	test
SIN3A@07136	546	1564	63	83	934	2520	579	868	test
SIN3A@07137	0	4	0	0	1	1	1	1	test
SIN3A@07138	1185	362	599	630	799	716	776	578	test
SIN3A@07139	459	1222	67	25	1196	779	862	803	test
SIN3A@07140	1009	1204	80	108	881	874	469	1189	test
SIN3A@07141	576	611	311	334	617	513	673	418	test
SIN3A@07142	156	721	154	7	308	15	3465	339	test
SIN3A@07143	5	1171	31	8	408	484	143	6	test
SIN3A@07144	1169	588	693	673	846	1038	234	208	test
SIN3A@07145	2752	2235	2120	1631	2862	2855	1123	1399	test
SIN3A@07146	1831	545	338	328	490	946	52	47	test
SIN3A@07147	58	566	136	17	379	864	684	32	test
SIN3A@07148	281	474	454	291	520	611	177	1844	test
SIN3A@07149	779	2194	308	103	857	2427	1670	2413	test
SIN3A@07150	2370	2785	665	138	2090	5251	1584	1048	test
SIN3A@07151	236	772	21	9	358	1154	836	248	test
SIN3A@07152	444	737	29	23	412	460	1712	534	test
SIN3A@07153	780	490	426	51	108	386	6	221	test
SIN3A@07154	663	1206	346	207	646	540	660	90	test
SIN3A@07155	0	0	0	0	0	0	0	0	test
SIN3A@07156	336	1746	500	415	385	151	21	261	test
SIN3A@07157	10	306	4	4	5	1	580	37	test
SIN3A@07158	1251	378	858	764	953	444	73	110	test
SIN3A@07159	1610	264	633	745	1113	1610	246	383	test
SIN3A@07160	362	357	403	364	1326	474	377	1653	test
SIN3A@07161	240	710	24	12	396	384	9	232	test
SIN3A@07162	322	465	207	48	612	13	462	1118	test
SIN3A@07163	910	453	260	17	486	406	530	119	test
SIN3A@07164	717	92	70	35	17	1970	397	246	test
SIN3A@07165	107	689	53	1	408	438	766	1086	test
SIN3A@07166	1231	416	801	946	1538	1514	107	280	test
SIN3A@07167	1003	1004	585	659	1076	2108	1198	3052	test
SIN3A@07168	302	587	122	38	687	1553	348	1045	test
SIN3A@07169	342	1958	232	48	15	223	242	728	test
SIN3A@07170	379	819	103	25	1436	1059	291	401	test
SIN3A@07171	672	462	384	199	184	858	494	349	test
SIN3A@07172	2200	1128	541	465	1032	1857	1143	1218	test
SIN3A@07173	207	685	93	35	409	517	265	241	test
SIN3A@07174	247	22	2	36	1	345	159	39	test
SIN3A@07175	0	2	3	1	0	117	6	12	test
SIN3A@07176	2	283	17	7	284	9	15	366	test
SIN3A@07177	1225	238	684	834	910	1887	2308	510	test
SIN3A@07178	836	1269	21	33	918	848	111	7	test
SIN3A@07179	49	702	148	30	495	819	529	32	test
SIN3A@07180	94	220	11	5	446	20	850	667	test
SIN3A@07181	14	7	155	26	727	685	138	172	test
SIN3A@07182	1553	1744	368	55	380	923	1551	959	test
SIN3A@07183	476	1236	98	17	289	4	900	47	test
SIN3A@07184	697	327	21	5	0	0	0	22	test
SIN3A@07185	531	1181	26	15	516	646	500	29	test
SIN3A@07186	3385	2394	1177	1042	2408	3286	1396	814	test
SIN3A@07187	475	52	8	19	74	749	17	1590	test
SIN3A@07188	47	882	322	39	892	1351	1251	474	test
SIN3A@07189	1198	2057	246	45	675	1240	248	511	test
SIN3A@07190	158	65	47	22	22	8	11	863	test
SIN3A@07191	433	1686	358	154	1087	988	1485	101	test
SIN3A@07192	3	370	8	2	457	185	1471	996	test
SIN3A@07193	2163	1166	469	399	997	1252	1166	1761	test
SIN3A@07194	6	1219	49	30	1160	23	246	22	test
SIN3A@07195	16	172	19	9	10	460	14	112	test
SIN3A@07196	403	461	292	275	374	1502	683	284	test
SIN3A@07197	705	902	253	99	1516	1265	1270	427	test
SIN3A@07198	789	562	78	18	383	475	1177	2124	test
SIN3A@07199	5	1192	29	4	0	4	856	212	test
SIN3A@07200	296	1220	252	24	340	1915	3000	472	test
SIN3A@07201	1537	1471	1056	729	1728	870	1096	1016	test
SIN3A@07202	2108	540	959	1062	1507	1584	749	1054	test
SIN3A@07203	662	2382	125	108	212	463	736	352	test
SIN3A@07204	256	341	451	71	550	862	668	630	test
SIN3A@07205	1528	960	1251	735	981	843	172	255	test
SIN3A@07206	407	636	36	51	14	362	1549	670	test
SIN3A@07207	2657	4105	561	158	2805	4412	2209	2323	test
SIN3A@07208	6091	7062	2790	2159	4286	4964	4134	3060	test
SIN3A@07209	44	497	456	76	757	1509	1222	53	test
SIN3A@07210	0	3	108	25	364	831	506	19	test
SIN3A@07211	1092	219	707	757	1369	413	55	834	test
SIN3A@07212	437	491	347	8	136	365	186	16	test
SIN3A@07213	1686	2200	785	926	1359	1574	431	439	test
SIN3A@07214	246	437	192	143	187	68	547	128	test
SIN3A@07215	901	1446	148	63	46	422	1610	115	test
SIN3A@07216	587	739	22	23	343	662	453	582	test
SIN3A@07217	1414	759	822	965	1255	1850	350	192	test
SIN3A@07218	1365	602	552	219	296	515	390	98	test
SIN3A@07219	58	626	187	19	472	463	532	1224	test
SIN3A@07220	470	2440	212	174	192	1174	1409	381	test
SIN3A@07221	1424	555	141	46	327	657	11	182	test
SIN3A@07222	1034	378	819	872	950	1333	452	756	test
SIN3A@07223	195	176	245	21	14	475	5	158	test
SIN3A@07224	1	0	0	0	2	0	1	1	test
SIN3A@07225	906	223	472	271	299	1349	300	520	test
SIN3A@07226	0	5	0	0	0	0	1	1	test
SIN3A@07227	480	1521	154	40	1270	1295	29	405	test
SIN3A@07228	1034	784	661	426	733	1087	1710	3182	test
SIN3A@07229	990	388	384	373	565	158	508	1395	test
SIN3A@07230	639	614	81	25	358	285	1829	1921	test
SIN3A@07231	0	1	1	0	0	0	2	2	test
SIN3A@07232	1648	1950	703	663	1319	898	1088	565	test
SIN3A@07233	42	162	19	11	638	26	379	588	test
SIN3A@07234	683	1216	602	397	719	1068	1549	693	test
SIN3A@07235	441	84	26	57	843	1110	1960	1405	test
SIN3A@07236	480	1754	313	22	707	435	170	245	test
SIN3A@07237	170	31	85	5	555	11	464	1147	test
SIN3A@07238	743	1155	127	23	769	2702	43	704	test
SIN3A@07239	245	528	105	20	6	12	1540	502	test
SIN3A@07240	209	249	0	11	53	0	1	222	test
SIN3A@07241	768	680	92	18	0	1537	257	414	test
SIN3A@07242	336	387	58	4	200	362	189	75	test
SIN3A@07243	834	565	156	17	628	759	21	271	test
SIN3A@07244	657	56	13	13	1	194	3	440	test
SIN3A@07245	377	1187	116	62	814	3126	1420	317	test
SIN3A@07246	944	150	633	504	579	1488	1162	227	test
SIN3A@07247	281	259	402	247	581	104	15	220	test
SIN3A@07248	1045	421	734	715	945	1425	92	269	test
SIN3A@07249	910	748	187	49	810	852	2106	2620	test
SIN3A@07250	1635	1729	550	293	1216	871	461	574	test
SIN3A@07251	5	486	208	23	881	998	357	652	test
SIN3A@07252	1516	1835	732	868	1364	1529	1281	2242	test
SIN3A@07253	609	405	18	2	0	0	0	25	test
SIN3A@07254	988	3153	843	370	695	842	533	1817	test
SIN3A@07255	2211	3080	477	131	815	3699	1425	1849	test
SIN3A@07256	365	292	348	375	318	140	20	800	test
SIN3A@07257	900	282	472	482	720	2214	1385	713	test
SIN3A@07258	1	2	0	0	0	2	0	0	test
SIN3A@07259	28	25	112	21	538	492	110	1330	test
SIN3A@07260	2	6	47	12	8	1035	581	26	test
SIN3A@07261	406	1391	54	11	183	504	11	290	test
SIN3A@07262	0	0	0	0	0	1	0	1	test
SIN3A@07263	125	210	6	5	12	451	278	19	test
SIN3A@07264	510	742	142	10	466	2235	33	780	test
SIN3A@07265	719	653	90	16	74	202	1801	498	test
SIN3A@07266	106	233	6	2	0	0	470	53	test
SIN3A@07267	498	52	9	14	169	695	179	37	test
SIN3A@07268	188	285	103	4	382	20	1	58	test
SIN3A@07269	593	888	118	38	278	841	877	2325	test
SIN3A@07270	331	849	279	51	671	722	1939	385	test
SIN3A@07271	322	610	20	62	768	33	7	204	test
SIN3A@07272	336	781	57	5	286	223	0	16	test
SIN3A@07273	490	613	54	51	30	1018	1856	679	test
SIN3A@07274	2551	1660	1441	1184	1982	1444	674	784	test
SIN3A@07275	1582	1000	468	409	728	158	307	317	test
SIN3A@07276	5	259	8	1	485	747	226	6	test
SIN3A@07277	721	1165	177	44	137	1462	146	1207	test
SIN3A@07278	1228	2773	1000	936	1214	1247	1144	1176	test
SIN3A@07279	92	596	29	2	5	741	2	24	test
SIN3A@07280	474	903	617	395	560	1177	743	163	test
SIN3A@07281	425	398	427	333	366	504	16	259	test
SIN3A@07282	512	491	316	353	428	249	179	227	test
SIN3A@07283	5	2	3	12	300	402	6	249	test
SIN3A@07284	429	39	6	2	7	348	193	30	test
SIN3A@07285	26	290	52	16	59	235	1	8	test
SIN3A@07286	2293	696	698	675	1922	2807	288	806	test
SIN3A@07287	674	563	87	24	407	811	5412	379	test
SIN3A@07288	547	629	33	17	93	1010	22	811	test
SIN3A@07289	1054	815	470	517	411	1268	484	87	test
SIN3A@07290	406	71	5	5	230	13	252	239	test
SIN3A@07291	531	473	44	0	0	9	2043	110	test
SIN3A@07292	1378	626	628	762	1505	533	883	114	test
SIN3A@07293	366	496	73	7	489	361	385	820	test
SIN3A@07294	4067	894	2713	2772	3612	2092	888	1873	test
SIN3A@07295	952	341	734	687	1016	353	216	55	test
SIN3A@07296	757	917	162	25	514	6	168	198	test
SIN3A@07297	1899	537	1021	941	1078	3762	829	934	test
SIN3A@07298	6	693	21	10	620	486	469	6	test
SIN3A@07299	1439	774	1117	887	1397	2398	327	713	test
SIN3A@07300	561	71	15	24	14	400	9	79	test
SIN3A@07301	106	323	18	17	15	0	2	1025	test
SIN3A@07302	114	793	131	27	356	711	1445	2297	test
SIN3A@07303	233	246	202	88	400	1405	201	642	test
SIN3A@07304	1572	2140	1288	1080	1940	695	1220	506	test
SIN3A@07305	1133	587	38	21	363	759	1049	1434	test
SIN3A@07306	592	298	406	38	134	891	10	226	test
SIN3A@07307	1434	736	875	923	2182	424	80	75	test
