logFC	logCPM	F	PValue	status
SIN3A@08560	 1.070e+01	 3.667879	6.910e+00	2.255e-02	test
SIN3A@04548	-2.752e+00	 6.645754	6.726e+00	2.259e-02	test
SIN3A@05624	-4.958e+00	 5.294438	6.737e+00	2.260e-02	test
SIN3A@13761	-3.280e+00	 6.186367	6.733e+00	2.265e-02	test
SIN3A@09324	-7.977e+00	 4.558805	6.715e+00	2.282e-02	test
SIN3A@04730	 5.718e+00	 4.940780	6.684e+00	2.303e-02	test
SIN3A@01544	 3.641e+00	 6.043618	6.647e+00	2.339e-02	test
SIN3A@02028	 2.213e+00	 7.253558	6.595e+00	2.384e-02	test
SIN3A@11450	 5.108e+00	 5.063338	6.574e+00	2.387e-02	test
SIN3A@11876	 1.080e+01	 3.768932	6.733e+00	2.398e-02	test
SIN3A@03159	 7.371e+00	 4.633831	6.578e+00	2.398e-02	test
SIN3A@08172	 1.981e+00	 7.638168	6.575e+00	2.401e-02	test
SIN3A@12147	-3.617e+00	 6.166472	6.561e+00	2.413e-02	test
SIN3A@11026	-6.086e+00	 4.672798	6.534e+00	2.422e-02	test
SIN3A@00330	 4.966e+00	 6.056775	6.514e+00	2.455e-02	test
SIN3A@07920	 2.463e+00	 7.196564	6.508e+00	2.461e-02	test
SIN3A@07888	 2.947e+00	 6.511127	6.501e+00	2.467e-02	test
SIN3A@03116	 6.468e+00	 4.948370	6.486e+00	2.481e-02	test
SIN3A@10711	 1.108e+01	 4.041705	6.633e+00	2.484e-02	test
SIN3A@01702	 1.084e+01	 3.804376	6.631e+00	2.486e-02	test
SIN3A@07901	 2.437e+00	 7.112804	6.473e+00	2.493e-02	test
SIN3A@00471	 4.723e+00	 5.307076	6.461e+00	2.498e-02	test
SIN3A@04697	 2.553e+00	 6.857257	6.424e+00	2.538e-02	test
SIN3A@04721	-3.996e+00	 5.664580	6.414e+00	2.543e-02	test
SIN3A@08118	 1.018e+01	 3.155111	6.544e+00	2.545e-02	test
SIN3A@06335	-5.802e+00	 5.099775	6.413e+00	2.549e-02	test
SIN3A@03768	 3.504e+00	 6.324880	6.409e+00	2.552e-02	test
SIN3A@06093	 5.407e+00	 5.386783	6.404e+00	2.557e-02	test
SIN3A@00771	-3.897e+00	 5.631517	6.363e+00	2.580e-02	test
SIN3A@05834	 2.988e+00	 6.920730	6.376e+00	2.583e-02	test
SIN3A@08174	 2.745e+00	 7.285303	6.376e+00	2.584e-02	test
SIN3A@02058	 2.593e+00	 7.328683	6.353e+00	2.605e-02	test
SIN3A@14196	 1.064e+01	 3.606518	6.485e+00	2.618e-02	negative
SIN3A@05383	 4.941e+00	 5.658372	6.339e+00	2.619e-02	test
SIN3A@07899	 3.684e+00	 6.325312	6.336e+00	2.622e-02	test
SIN3A@01145	 2.877e+00	 7.466605	6.318e+00	2.639e-02	test
SIN3A@12852	 4.818e+00	 7.649678	6.318e+00	2.640e-02	test
SIN3A@03256	 7.855e+00	 4.685430	6.301e+00	2.656e-02	test
SIN3A@07870	 6.181e+00	 4.697605	6.298e+00	2.659e-02	test
SIN3A@08333	 5.306e+00	 5.227892	6.294e+00	2.663e-02	test
SIN3A@04588	 5.342e+00	 5.816384	6.279e+00	2.678e-02	test
SIN3A@07959	 3.735e+00	 5.776652	6.272e+00	2.680e-02	test
SIN3A@10587	 5.669e+00	 5.125908	6.270e+00	2.687e-02	test
SIN3A@08293	 1.890e+00	 7.623590	6.268e+00	2.689e-02	test
