logFC	logCPM	F	PValue	status
SIN3A@00330	 5.044e+00	 6.420962	7.467e+00	0.0116440	test
SIN3A@06926	 9.332e+00	 2.860988	7.506e+00	0.0117218	test
SIN3A@14468	 3.123e+00	 9.746148	7.436e+00	0.0117985	mCherry
SIN3A@00175	 6.311e+00	 5.259556	7.418e+00	0.0118873	test
SIN3A@01055	 7.127e+00	 4.183099	7.342e+00	0.0122749	test
SIN3A@03402	 4.960e+00	 5.478311	7.333e+00	0.0123209	test
SIN3A@14006	-4.843e+00	 3.939823	7.321e+00	0.0123855	test
SIN3A@06276	 6.687e+00	 4.715454	7.305e+00	0.0124682	test
SIN3A@01536	-5.237e+00	 3.869239	7.302e+00	0.0124852	test
SIN3A@00617	 9.419e+00	 2.944944	7.351e+00	0.0125013	test
SIN3A@07887	 6.863e+00	 5.107559	7.280e+00	0.0125998	test
SIN3A@08118	 9.141e+00	 2.674394	7.321e+00	0.0126577	test
SIN3A@14196	 9.581e+00	 3.103349	7.275e+00	0.0129080	negative
SIN3A@01074	-5.546e+00	 3.351196	7.211e+00	0.0129764	test
SIN3A@07901	 2.662e+00	 7.531436	7.171e+00	0.0132022	test
SIN3A@10095	 6.783e+00	 6.287948	7.168e+00	0.0132183	test
SIN3A@00454	-4.705e+00	 4.108937	7.164e+00	0.0132399	test
SIN3A@02606	-7.743e+00	 0.552517	7.281e+00	0.0135156	test
SIN3A@11496	-4.510e+00	 4.770735	7.115e+00	0.0135168	test
SIN3A@01641	-5.101e+00	 3.872461	7.090e+00	0.0136647	test
SIN3A@02224	 5.697e+00	 4.758842	7.073e+00	0.0137671	test
SIN3A@02919	 4.048e+00	 7.261941	7.069e+00	0.0137867	test
SIN3A@07486	 5.603e+00	 4.976094	7.065e+00	0.0138124	test
SIN3A@03311	 5.669e+00	 4.601509	7.055e+00	0.0138706	test
SIN3A@08038	 5.306e+00	 5.021637	7.054e+00	0.0138743	test
SIN3A@12953	 7.458e+00	 4.763625	7.045e+00	0.0139287	test
SIN3A@08080	 9.907e+00	 3.421425	7.068e+00	0.0140812	test
SIN3A@02952	 7.764e+00	 4.498710	6.999e+00	0.0142096	test
SIN3A@06889	-5.598e+00	 3.405187	6.998e+00	0.0142151	test
SIN3A@07950	 2.983e+00	 7.386499	6.986e+00	0.0142849	test
SIN3A@08012	 3.265e+00	 6.865474	6.986e+00	0.0142878	test
SIN3A@07850	 2.159e+00	 8.730869	6.985e+00	0.0142934	test
SIN3A@06666	 3.793e+00	 6.556267	6.983e+00	0.0143075	test
SIN3A@00181	 7.811e+00	 4.019868	6.971e+00	0.0143776	test
SIN3A@04837	-7.596e+00	 0.435458	7.087e+00	0.0146401	test
SIN3A@00044	 6.079e+00	 4.563925	6.912e+00	0.0147490	test
SIN3A@11299	 5.795e+00	 4.951802	6.909e+00	0.0147662	test
SIN3A@14462	 4.543e+00	 9.494756	7.293e+00	0.0149310	GFP
SIN3A@01988	 4.956e+00	 5.297440	6.864e+00	0.0150595	test
SIN3A@11876	 9.723e+00	 3.242483	6.902e+00	0.0151167	test
SIN3A@03299	 4.077e+00	 6.275951	6.842e+00	0.0152020	test
SIN3A@00894	-5.397e+00	 2.870243	6.837e+00	0.0152332	test
SIN3A@02735	-4.945e+00	 4.165885	6.781e+00	0.0156058	test
SIN3A@11069	-5.387e+00	 3.773445	6.774e+00	0.0156547	test
SIN3A@02855	 9.439e+00	 2.964366	6.793e+00	0.0158378	test
SIN3A@07386	 8.853e+00	 2.402428	6.740e+00	0.0161995	test
SIN3A@10952	 4.954e+00	 6.607309	6.687e+00	0.0162595	test
SIN3A@14002	 9.664e+00	 3.184955	6.686e+00	0.0165835	test
SIN3A@03983	 5.143e+00	 5.377291	6.634e+00	0.0166379	test
SIN3A@04192	-3.995e+00	 4.885105	6.606e+00	0.0168484	test
SIN3A@01087	 5.765e+00	 4.443067	6.604e+00	0.0168619	test
SIN3A@04443	-6.443e+00	 2.853370	6.596e+00	0.0169155	test
SIN3A@07828	 2.680e+00	 7.574498	6.590e+00	0.0169656	test
SIN3A@12946	-5.098e+00	 3.551119	6.575e+00	0.0170740	test
SIN3A@08089	-4.055e+00	 4.845927	6.569e+00	0.0171231	test
SIN3A@00753	 6.434e+00	 4.130977	6.568e+00	0.0171263	test
SIN3A@10899	 6.468e+00	 4.435450	6.563e+00	0.0171657	test
SIN3A@11011	 9.249e+00	 2.781184	6.584e+00	0.0173266	test
SIN3A@12167	-5.725e+00	 2.553609	6.534e+00	0.0173815	test
SIN3A@01297	 5.740e+00	 4.373521	6.526e+00	0.0174475	test
SIN3A@07891	 3.479e+00	 7.030282	6.512e+00	0.0175531	test
SIN3A@08035	 4.889e+00	 5.196183	6.471e+00	0.0178749	test
SIN3A@08034	 2.645e+00	 8.055964	6.464e+00	0.0179256	test
SIN3A@10264	 6.018e+00	 4.830506	6.454e+00	0.0180075	test
SIN3A@09737	 7.233e+00	 3.977216	6.433e+00	0.0181698	test
SIN3A@01483	 9.007e+00	 2.550455	6.473e+00	0.0181869	test
SIN3A@11745	 3.987e+00	 7.388857	6.427e+00	0.0182211	test
SIN3A@08471	-5.108e+00	 3.145619	6.419e+00	0.0182839	test
SIN3A@01064	-5.813e+00	 3.498681	6.403e+00	0.0184154	test
SIN3A@02873	 4.990e+00	 5.051995	6.396e+00	0.0184701	test
SIN3A@00471	 4.591e+00	 5.489582	6.385e+00	0.0185608	test
SIN3A@07373	-5.292e+00	 3.118984	6.370e+00	0.0186839	test
SIN3A@00206	-6.191e+00	 2.534751	6.363e+00	0.0187463	test
SIN3A@14185	-3.985e+00	 4.380895	6.325e+00	0.0190588	negative
SIN3A@08082	-5.449e+00	 3.083103	6.319e+00	0.0191093	test
SIN3A@05724	-2.759e+00	 6.264986	6.311e+00	0.0191830	test
SIN3A@08105	 7.395e+00	 3.551648	6.299e+00	0.0192823	test
SIN3A@01735	 6.318e+00	 4.911089	6.293e+00	0.0193372	test
SIN3A@07914	 3.559e+00	 7.588704	6.275e+00	0.0194877	test
SIN3A@14466	 4.370e+00	 8.272326	6.617e+00	0.0195231	GFP
SIN3A@06464	 4.456e+00	 5.607484	6.268e+00	0.0195519	test
SIN3A@02443	 9.375e+00	 2.905366	6.292e+00	0.0196853	test
SIN3A@07080	 8.411e+00	 3.786683	6.243e+00	0.0197646	test
SIN3A@07871	 2.448e+00	 7.636211	6.225e+00	0.0199246	test
SIN3A@08963	-4.467e+00	 3.927260	6.189e+00	0.0202507	test
SIN3A@14471	 2.409e+00	 9.448446	6.187e+00	0.0202681	mCherry
SIN3A@10719	 6.936e+00	 4.695300	6.181e+00	0.0203247	test
SIN3A@10995	 8.976e+00	 2.521279	6.209e+00	0.0204216	test
SIN3A@01107	 5.730e+00	 5.029142	6.155e+00	0.0205590	test
SIN3A@07848	 1.935e+00	 8.902471	6.144e+00	0.0206627	test
SIN3A@12278	-6.006e+00	 2.863914	6.140e+00	0.0206998	test
SIN3A@04817	 3.457e+00	 6.581804	6.137e+00	0.0207243	test
SIN3A@11130	 9.154e+00	 2.691503	6.165e+00	0.0208232	test
SIN3A@10700	-5.466e+00	 2.820274	6.112e+00	0.0209592	test
SIN3A@02205	-5.547e+00	 3.749387	6.097e+00	0.0211005	test
SIN3A@11338	-4.889e+00	 3.834002	6.097e+00	0.0211043	test
SIN3A@13997	-4.751e+00	 3.930084	6.086e+00	0.0212033	test
SIN3A@03457	 7.297e+00	 3.574230	6.081e+00	0.0212496	test
SIN3A@12948	 8.307e+00	 1.876533	6.098e+00	0.0214442	test
SIN3A@06310	-6.899e+00	-0.086144	6.181e+00	0.0214835	test
SIN3A@11055	 6.007e+00	 4.443521	6.055e+00	0.0215037	test
SIN3A@00584	 7.399e+00	 4.414447	6.022e+00	0.0218172	test
SIN3A@13127	-5.088e+00	 3.348949	6.018e+00	0.0218606	test
SIN3A@14252	-4.128e+00	 4.249715	6.014e+00	0.0219005	negative
SIN3A@05607	 5.840e+00	 4.471566	6.009e+00	0.0219523	test
SIN3A@08998	 5.663e+00	 5.380903	5.960e+00	0.0224380	test
SIN3A@11452	-5.125e+00	 3.530543	5.958e+00	0.0224549	test
SIN3A@11653	 5.095e+00	 6.447877	5.942e+00	0.0226255	test
SIN3A@00057	-2.702e+00	 6.286558	5.941e+00	0.0226300	test
SIN3A@02710	-4.439e+00	 3.891552	5.932e+00	0.0227271	test
SIN3A@11716	 7.174e+00	 3.396022	5.902e+00	0.0230386	test
SIN3A@06915	 3.717e+00	 6.403742	5.892e+00	0.0231433	test
SIN3A@13230	 8.993e+00	 2.537446	5.916e+00	0.0232635	test
SIN3A@14420	-3.565e+00	 5.231163	5.870e+00	0.0233760	negative
SIN3A@00517	 7.251e+00	 3.411666	5.863e+00	0.0234435	test
SIN3A@07971	 7.749e+00	 4.394685	5.860e+00	0.0234723	test
SIN3A@03456	 5.556e+00	 4.492056	5.843e+00	0.0236543	test
SIN3A@00543	-3.786e+00	 4.769505	5.837e+00	0.0237188	test
SIN3A@07921	 2.588e+00	 8.067069	5.832e+00	0.0237810	test
SIN3A@12810	 6.252e+00	 4.244690	5.827e+00	0.0238280	test
SIN3A@11360	 5.472e+00	 4.696799	5.825e+00	0.0238548	test
SIN3A@06726	-3.756e+00	 4.758016	5.824e+00	0.0238594	test
SIN3A@06331	 9.236e+00	 2.768966	5.859e+00	0.0238653	test
SIN3A@03278	-4.326e+00	 3.909779	5.811e+00	0.0240082	test
SIN3A@02035	 6.415e+00	 3.862652	5.806e+00	0.0240562	test
SIN3A@07609	 5.287e+00	 4.778627	5.806e+00	0.0240616	test
SIN3A@10342	-4.054e+00	 4.228396	5.790e+00	0.0242376	test
SIN3A@03160	 3.949e+00	 6.056712	5.784e+00	0.0243013	test
SIN3A@07865	 3.029e+00	 7.702091	5.783e+00	0.0243075	test
SIN3A@12547	-3.260e+00	 5.519854	5.771e+00	0.0244473	test
SIN3A@06111	 9.167e+00	 2.704913	5.797e+00	0.0245369	test
SIN3A@07899	 3.630e+00	 6.568466	5.739e+00	0.0248075	test
SIN3A@09051	 4.653e+00	 5.078564	5.733e+00	0.0248700	test
SIN3A@08074	 3.497e+00	 6.488545	5.730e+00	0.0249107	test
SIN3A@10966	-3.934e+00	 4.417096	5.719e+00	0.0250310	test
SIN3A@02183	 6.887e+00	 4.995934	5.703e+00	0.0252180	test
SIN3A@02709	 3.963e+00	 6.074703	5.694e+00	0.0253137	test
SIN3A@01236	 4.905e+00	 5.128676	5.659e+00	0.0257284	test
SIN3A@04393	 5.102e+00	 4.836528	5.651e+00	0.0258202	test
SIN3A@01052	 6.713e+00	 3.737185	5.647e+00	0.0258662	test
SIN3A@13761	-3.001e+00	 5.696561	5.630e+00	0.0260750	test
SIN3A@07973	 7.695e+00	 3.847515	5.628e+00	0.0260993	test
SIN3A@01388	 5.119e+00	 4.766344	5.625e+00	0.0261268	test
SIN3A@07368	-4.010e+00	 4.105565	5.617e+00	0.0262225	test
SIN3A@08335	 2.581e+00	 7.521384	5.613e+00	0.0262761	test
SIN3A@07824	 3.624e+00	 6.272244	5.611e+00	0.0263063	test
SIN3A@04031	 6.101e+00	 3.829815	5.585e+00	0.0266180	test
SIN3A@02310	 7.245e+00	 0.905568	5.613e+00	0.0266667	test
SIN3A@07585	-5.612e+00	 3.009106	5.563e+00	0.0268847	test
SIN3A@00672	 6.464e+00	 4.278258	5.558e+00	0.0269532	test
SIN3A@12281	 7.230e+00	 3.882653	5.552e+00	0.0270256	test
SIN3A@12090	-3.416e+00	 5.000137	5.551e+00	0.0270344	test
SIN3A@00618	 3.565e+00	 6.786540	5.551e+00	0.0270357	test
SIN3A@07900	 3.810e+00	 6.272267	5.544e+00	0.0271204	test
SIN3A@00764	 5.091e+00	 4.818670	5.541e+00	0.0271609	test
SIN3A@00354	 8.525e+00	 2.081903	5.548e+00	0.0274734	test
SIN3A@08637	 8.916e+00	 2.464298	5.543e+00	0.0275325	test
SIN3A@11105	-4.013e+00	 4.183123	5.491e+00	0.0277931	test
SIN3A@13440	 3.947e+00	 6.252450	5.491e+00	0.0277950	test
SIN3A@05510	 3.482e+00	 6.128125	5.480e+00	0.0279312	test
SIN3A@07834	 2.772e+00	 7.202553	5.480e+00	0.0279371	test
SIN3A@07995	 7.999e+00	 3.467271	5.480e+00	0.0279378	test
SIN3A@12883	-4.927e+00	 3.551679	5.479e+00	0.0279472	test
SIN3A@06033	-4.056e+00	 4.199794	5.471e+00	0.0280550	test
SIN3A@05383	 4.903e+00	 5.908645	5.471e+00	0.0280551	test
