S1.sgName	S1.Unsorted	S2.Unsorted	S1.GnMp	S2.GnMp	S1.GpMn	S2.GpMn	status.sox2
Sox2-hU6@08234	10	39	15	1	20	37	test
Sox2-hU6@08235	338	322	450	273	162	615	test
Sox2-hU6@08236	403	611	654	898	236	472	test
Sox2-hU6@08237	729	1077	676	420	254	454	test
Sox2-hU6@08238	194	301	198	79	65	144	test
Sox2-hU6@08239	707	376	842	330	261	341	test
Sox2-hU6@08240	435	689	632	341	132	342	test
Sox2-hU6@08241	7	56	63	15	11	17	test
Sox2-hU6@08242	44	60	44	41	51	53	test
Sox2-hU6@08243	112	41	109	133	45	85	test
Sox2-hU6@08244	173	176	282	125	70	234	test
Sox2-hU6@08245	444	567	807	491	364	521	test
Sox2-hU6@08246	53	151	67	15	76	17	test
Sox2-hU6@08247	57	42	74	7	28	43	test
Sox2-hU6@08248	33	44	45	16	76	21	test
Sox2-hU6@08249	8	2	9	6	0	9	test
Sox2-hU6@08250	53	22	83	10	9	5	test
Sox2-hU6@08251	193	242	329	159	79	267	test
Sox2-hU6@08252	86	129	105	95	62	160	test
Sox2-hU6@08253	40	173	147	154	59	191	test
Sox2-hU6@08254	53	90	181	43	95	100	test
Sox2-hU6@08255	222	357	257	82	79	292	test
Sox2-hU6@08256	154	100	449	79	122	147	test
Sox2-hU6@08257	102	322	230	75	114	275	test
Sox2-hU6@08258	63	297	147	66	27	160	test
Sox2-hU6@08259	116	157	210	62	107	302	test
Sox2-hU6@08541	0	3	0	11	1	23	test
Sox2-hU6@08542	174	311	776	575	338	389	test
Sox2-hU6@08543	457	998	830	452	256	385	test
Sox2-hU6@08544	297	139	214	304	123	138	test
Sox2-hU6@08545	15	36	61	106	44	99	test
Sox2-hU6@08546	131	185	192	88	14	175	test
Sox2-hU6@08547	27	101	59	28	69	97	test
Sox2-hU6@08548	22	89	36	21	12	5	test
Sox2-hU6@08549	91	173	134	46	64	86	test
Sox2-hU6@08550	740	1032	1171	850	396	1105	test
Sox2-hU6@08551	578	480	635	1027	204	1128	test
Sox2-hU6@08552	482	640	825	316	190	363	test
Sox2-hU6@08553	198	242	316	263	156	384	test
Sox2-hU6@08554	7	11	17	12	58	5	test
Sox2-hU6@08555	222	184	429	197	255	304	test
Sox2-hU6@08556	434	412	772	667	242	341	test
Sox2-hU6@08557	357	658	549	409	296	391	test
Sox2-hU6@08558	113	70	55	27	11	73	test
Sox2-hU6@08559	170	77	199	42	40	51	test
Sox2-hU6@08560	96	99	191	47	43	77	test
Sox2-hU6@08561	205	181	395	272	109	245	test
Sox2-hU6@08562	604	801	898	927	229	506	test
Sox2-hU6@08563	145	147	255	262	39	117	test
Sox2-hU6@08564	46	2	61	8	23	16	test
Sox2-hU6@08565	268	192	366	206	77	106	test
Sox2-hU6@08566	730	653	738	513	188	492	test
Sox2-hU6@08567	14	4	4	0	0	0	test
Sox2-hU6@08568	149	234	170	79	43	70	test
Sox2-hU6@08569	341	308	294	1552	189	167	test
Sox2-hU6@08570	0	20	0	0	0	0	test
Sox2-hU6@08571	105	90	199	126	74	151	test
Sox2-hU6@08572	185	362	317	323	116	304	test
Sox2-hU6@08573	796	868	1347	616	489	661	test
Sox2-hU6@08574	267	366	215	146	182	254	test
Sox2-hU6@08575	89	205	87	98	55	76	test
Sox2-hU6@08576	146	350	301	250	148	115	test
Sox2-hU6@08577	3	21	0	0	0	2	test
Sox2-hU6@08578	15	38	7	0	0	40	test
Sox2-hU6@08579	428	454	804	285	289	492	test
Sox2-hU6@08580	51	68	9	5	8	40	test
Sox2-hU6@08581	299	185	181	100	102	70	test
Sox2-hU6@08582	99	152	137	169	174	185	test
Sox2-hU6@08583	514	475	728	175	168	234	test
Sox2-hU6@08584	277	251	302	109	65	482	test
Sox2-hU6@08585	36	27	55	16	6	27	test
Sox2-hU6@08586	398	376	480	523	109	578	test
Sox2-hU6@08587	149	161	107	144	54	897	test
Sox2-hU6@08588	61	32	51	6	15	36	test
Sox2-hU6@08589	527	548	610	467	213	604	test
Sox2-hU6@08590	421	193	412	155	127	422	test
Sox2-hU6@08591	83	36	27	24	6	7	test
Sox2-hU6@08592	406	616	573	399	274	330	test
Sox2-hU6@08593	167	140	261	183	92	108	test
Sox2-hU6@08594	274	296	418	311	141	176	test
Sox2-hU6@08595	132	45	89	40	50	44	test
Sox2-hU6@08596	716	534	832	316	194	223	test
Sox2-hU6@08597	340	300	602	175	203	223	test
Sox2-hU6@08598	77	102	80	55	19	81	test
Sox2-hU6@08599	144	422	299	178	139	454	test
Sox2-hU6@08600	6	19	34	40	1	39	test
Sox2-hU6@08601	242	141	269	121	110	121	test
Sox2-hU6@08602	18	64	93	44	25	125	test
Sox2-hU6@08603	49	93	19	29	10	80	test
Sox2-hU6@08604	49	68	107	28	50	51	test
Sox2-hU6@08605	57	58	126	17	5	56	test
Sox2-hU6@08606	195	196	322	118	63	221	test
Sox2-hU6@08607	61	117	109	45	30	154	test
Sox2-hU6@08608	162	184	250	99	43	228	test
Sox2-hU6@08609	501	422	623	303	78	309	test
Sox2-hU6@08610	234	276	435	134	163	263	test
Sox2-hU6@08611	19	25	11	1	1	13	test
Sox2-hU6@08612	2	2	11	7	2	5	test
Sox2-hU6@08613	46	49	96	18	79	133	test
Sox2-hU6@08614	474	668	572	402	171	379	test
Sox2-hU6@08615	100	158	203	155	53	144	test
Sox2-hU6@08616	99	72	51	21	22	43	test
Sox2-hU6@08617	118	58	111	165	80	74	test
Sox2-hU6@08618	28	29	17	18	4	4	test
Sox2-hU6@08619	565	262	466	247	181	450	test
Sox2-hU6@08620	322	378	471	1058	215	369	test
Sox2-hU6@08621	10	4	23	17	2	23	test
Sox2-hU6@08622	244	206	454	264	120	175	test
Sox2-hU6@08623	81	200	105	98	40	134	test
Sox2-hU6@08624	143	441	245	165	93	187	test
Sox2-hU6@08625	349	394	467	379	161	216	test
Sox2-hU6@08626	295	201	508	266	174	233	test
Sox2-hU6@08627	4	25	42	70	25	58	test
Sox2-hU6@08628	674	965	1017	432	335	635	test
Sox2-hU6@08629	0	6	23	10	9	9	test
Sox2-hU6@08630	5	5	1	17	8	7	test
Sox2-hU6@08631	158	122	238	141	49	158	test
Sox2-hU6@08632	57	244	126	66	53	76	test
Sox2-hU6@08633	0	33	17	4	2	7	test
Sox2-hU6@08634	58	58	48	18	24	42	test
Sox2-hU6@08635	19	7	20	7	13	17	test
Sox2-hU6@08636	37	21	41	7	10	31	test
Sox2-hU6@08637	129	247	259	90	61	134	test
Sox2-hU6@08638	139	200	230	173	76	198	test
Sox2-hU6@08639	127	133	151	47	56	202	test
Sox2-hU6@08640	24	94	53	21	16	3	test
Sox2-hU6@08641	194	249	427	131	184	346	test
Sox2-hU6@08642	121	251	490	221	148	196	test
Sox2-hU6@08643	539	652	1035	532	275	601	test
Sox2-hU6@08644	227	112	91	488	81	149	test
Sox2-hU6@08645	201	182	480	143	106	201	test
Sox2-hU6@08646	56	29	66	33	15	201	test
Sox2-hU6@08647	245	229	325	102	214	249	test
Sox2-hU6@08648	424	338	630	431	144	231	test
Sox2-hU6@08649	19	25	44	4	42	4	test
Sox2-hU6@08650	6	69	49	25	9	143	test
Sox2-hU6@08651	149	379	278	170	102	504	test
Sox2-hU6@08652	245	166	383	138	131	158	test
Sox2-hU6@08653	106	286	221	200	71	232	test
Sox2-hU6@08654	89	183	127	84	82	158	test
Sox2-hU6@08655	62	59	80	96	70	107	test
Sox2-hU6@08656	16	139	46	41	43	115	test
Sox2-hU6@08657	208	483	261	222	57	269	test
Sox2-hU6@08658	502	936	784	328	259	674	test
Sox2-hU6@08659	156	176	215	121	51	168	test
Sox2-hU6@08660	379	559	650	282	236	458	test
Sox2-hU6@08661	140	268	214	317	111	164	test
Sox2-hU6@08662	235	185	357	150	82	250	test
Sox2-hU6@08663	101	41	90	61	15	366	test
Sox2-hU6@08664	191	206	205	148	70	118	test
Sox2-hU6@08665	290	376	390	387	168	501	test
Sox2-hU6@08666	547	472	854	421	336	443	test
Sox2-hU6@08667	642	734	1102	660	431	885	test
Sox2-hU6@08668	321	449	347	213	131	223	test
Sox2-hU6@08669	22	48	11	16	48	23	test
Sox2-hU6@08670	332	332	449	246	262	359	test
Sox2-hU6@08671	398	578	840	382	211	694	test
Sox2-hU6@08672	467	694	613	302	281	389	test
Sox2-hU6@08673	371	357	426	190	80	226	test
Sox2-hU6@08674	123	157	386	159	40	661	test
Sox2-hU6@08675	234	126	379	88	158	103	test
Sox2-hU6@08676	296	265	362	221	71	201	test
Sox2-hU6@08677	185	104	137	108	30	94	test
Sox2-hU6@08678	194	138	239	70	172	53	test
Sox2-hU6@08679	253	496	329	172	139	288	test
Sox2-hU6@08680	57	5	39	84	14	31	test
Sox2-hU6@08681	315	483	289	258	169	509	test
Sox2-hU6@08682	341	438	627	209	189	241	test
Sox2-hU6@08683	512	702	733	437	431	456	test
Sox2-hU6@08684	350	367	208	153	58	262	test
Sox2-hU6@08685	403	654	651	323	259	375	test
Sox2-hU6@08686	577	534	563	537	414	558	test
Sox2-hU6@08687	49	44	94	96	16	9	test
Sox2-hU6@08688	110	124	108	106	51	110	test
Sox2-hU6@08689	105	132	158	155	88	361	test
Sox2-hU6@08690	152	124	223	89	96	76	test
Sox2-hU6@08691	630	670	855	421	401	503	test
Sox2-hU6@08692	564	489	1086	386	369	390	test
Sox2-hU6@08693	730	512	1250	323	304	348	test
Sox2-hU6@08694	349	488	544	229	111	249	test
Sox2-hU6@08695	406	684	973	472	188	588	test
Sox2-hU6@08696	271	189	313	73	152	87	test
Sox2-hU6@08697	91	161	348	197	148	83	test
Sox2-hU6@08698	133	339	198	113	75	122	test
Sox2-hU6@08699	345	628	568	425	229	688	test
Sox2-hU6@08700	851	635	1146	428	389	867	test
Sox2-hU6@08701	102	120	153	100	64	125	test
Sox2-hU6@08702	81	211	243	58	46	142	test
Sox2-hU6@08726	18	17	15	4	9	14	test
Sox2-hU6@08729	544	1067	1264	540	608	680	test
Sox2-hU6@08730	317	349	589	168	164	236	test
Sox2-hU6@08731	700	999	1021	654	586	763	test
Sox2-hU6@08732	128	114	149	75	71	39	test
Sox2-hU6@08733	150	173	211	45	75	352	test
Sox2-hU6@08734	77	56	41	45	34	83	test
Sox2-hU6@08735	51	126	161	80	44	52	test
Sox2-hU6@08736	446	520	929	309	344	622	test
Sox2-hU6@08737	150	135	203	193	64	66	test
Sox2-hU6@08738	179	328	150	98	58	79	test
Sox2-hU6@08739	270	367	549	220	92	347	test
Sox2-hU6@08740	49	64	117	132	13	120	test
Sox2-hU6@08741	348	351	464	285	220	282	test
Sox2-hU6@08742	420	550	1037	434	450	292	test
Sox2-hU6@08743	311	593	1054	375	358	410	test
Sox2-hU6@08754	132	351	190	237	150	167	test
Sox2-hU6@08755	457	701	606	490	211	363	test
Sox2-hU6@08756	47	108	62	89	88	76	test
Sox2-hU6@08757	74	169	170	80	119	206	test
Sox2-hU6@08758	342	566	354	180	207	112	test
Sox2-hU6@08759	20	18	82	35	12	40	test
Sox2-hU6@08760	40	13	104	31	29	46	test
Sox2-hU6@08761	444	808	711	488	252	645	test
Sox2-hU6@08762	839	2053	1052	1850	379	1739	test
Sox2-hU6@08763	328	251	241	697	188	243	test
Sox2-hU6@08764	97	250	280	76	59	142	test
Sox2-hU6@08765	46	15	127	48	0	14	test
Sox2-hU6@08766	223	269	234	364	146	238	test
Sox2-hU6@08767	116	135	144	157	51	167	test
Sox2-hU6@08768	130	193	214	90	57	99	test
Sox2-hU6@08769	145	178	372	68	28	106	test
Sox2-hU6@08770	871	1380	1650	975	453	872	test
Sox2-hU6@08771	117	154	96	42	43	575	test
Sox2-hU6@08834	796	923	1134	604	456	645	test
Sox2-hU6@08835	30	101	166	58	27	111	test
Sox2-hU6@08836	1268	1512	1494	1151	683	998	test
Sox2-hU6@08837	194	142	403	133	116	130	test
Sox2-hU6@08838	801	1410	1659	1041	337	883	test
Sox2-hU6@08839	80	114	114	100	57	60	test
Sox2-hU6@08840	379	327	452	399	225	266	test
Sox2-hU6@08841	10	268	51	41	121	521	test
Sox2-hU6@08842	968	972	1341	563	430	596	test
Sox2-hU6@08843	347	324	758	209	301	315	test
Sox2-hU6@08844	724	1159	956	643	307	680	test
Sox2-hU6@08845	381	602	576	350	256	315	test
Sox2-hU6@08846	714	921	793	450	432	398	test
Sox2-hU6@08847	31	49	59	11	29	36	test
Sox2-hU6@08848	472	602	599	287	264	472	test
Sox2-hU6@08849	44	45	57	47	21	195	test
Sox2-hU6@08850	369	608	587	279	118	376	test
Sox2-hU6@08851	166	147	231	209	56	78	test
Sox2-hU6@08852	447	617	504	329	255	289	test
Sox2-hU6@08853	147	117	222	48	103	227	test
Sox2-hU6@08854	0	37	6	13	0	11	test
Sox2-hU6@08855	455	835	996	373	369	413	test
Sox2-hU6@08856	250	355	410	174	258	148	test
Sox2-hU6@08857	542	812	937	466	289	1011	test
Sox2-hU6@08858	276	555	417	295	75	772	test
Sox2-hU6@08859	69	81	105	67	8	44	test
Sox2-hU6@08880	86	66	73	29	72	8	test
Sox2-hU6@08881	898	1307	796	445	366	748	test
Sox2-hU6@08882	891	1267	1118	553	566	769	test
Sox2-hU6@08883	675	1129	1285	752	325	722	test
Sox2-hU6@08884	50	37	131	28	82	46	test
Sox2-hU6@08885	934	1188	1435	838	365	985	test
Sox2-hU6@08886	264	406	327	151	121	182	test
Sox2-hU6@08887	78	32	104	56	36	54	test
Sox2-hU6@08888	35	82	165	135	20	59	test
Sox2-hU6@08889	32	57	104	95	20	48	test
Sox2-hU6@08890	537	683	527	622	165	920	test
Sox2-hU6@08891	54	36	56	106	47	58	test
Sox2-hU6@08892	208	243	473	188	109	230	test
Sox2-hU6@08893	230	298	280	116	148	165	test
Sox2-hU6@08894	144	118	229	146	93	157	test
Sox2-hU6@08895	80	74	70	30	16	39	test
Sox2-hU6@08896	39	35	12	87	28	30	test
Sox2-hU6@08897	367	179	354	130	117	122	test
Sox2-hU6@08901	195	327	703	290	108	194	test
Sox2-hU6@08902	218	276	278	143	166	181	test
Sox2-hU6@08903	640	877	1275	619	439	891	test
Sox2-hU6@08904	220	436	423	247	165	335	test
Sox2-hU6@08905	484	427	505	326	147	323	test
Sox2-hU6@08906	105	77	93	31	38	32	test
Sox2-hU6@08907	126	42	88	76	23	13	test
Sox2-hU6@08908	568	883	787	668	449	924	test
Sox2-hU6@08909	29	64	67	26	39	39	test
Sox2-hU6@08910	84	53	141	86	26	19	test
Sox2-hU6@08911	116	87	171	59	0	120	test
Sox2-hU6@08912	1376	1809	1849	1223	813	1564	test
Sox2-hU6@08913	43	32	121	83	35	36	test
Sox2-hU6@08914	166	99	192	66	13	69	test
Sox2-hU6@08915	71	171	57	175	12	442	test
Sox2-hU6@08916	219	293	369	385	188	370	test
Sox2-hU6@08917	234	334	214	175	161	298	test
Sox2-hU6@08918	398	398	417	195	162	248	test
Sox2-hU6@08919	205	119	249	236	78	207	test
Sox2-hU6@08920	747	908	880	370	403	372	test
Sox2-hU6@08921	881	973	1042	744	427	1054	test
Sox2-hU6@08922	762	975	971	676	428	1285	test
Sox2-hU6@08923	880	437	1063	559	316	543	test
Sox2-hU6@08924	496	473	628	334	224	377	test
Sox2-hU6@08925	631	530	480	214	236	384	test
Sox2-hU6@08926	611	711	896	514	449	526	test
Sox2-hU6@08927	341	479	732	353	378	424	test
Sox2-hU6@08928	136	304	476	421	122	217	test
Sox2-hU6@08929	24	37	107	17	86	47	test
Sox2-hU6@08930	736	775	862	545	605	614	test
Sox2-hU6@08931	472	490	914	1200	211	511	test
Sox2-hU6@08932	55	51	246	57	41	51	test
Sox2-hU6@08933	37	73	125	38	0	48	test
Sox2-hU6@08934	46	54	101	78	9	21	test
Sox2-hU6@08935	302	447	379	479	444	267	test
Sox2-hU6@08936	522	391	548	515	171	305	test
Sox2-hU6@08937	494	463	590	331	319	230	test
Sox2-hU6@08938	92	48	75	30	11	36	test
Sox2-hU6@08939	836	764	1387	572	654	1065	test
Sox2-hU6@08940	38	59	123	23	41	20	test
Sox2-hU6@08941	18	48	107	100	13	64	test
Sox2-hU6@08942	1096	1031	1821	639	685	935	test
Sox2-hU6@10070	507	601	940	767	247	592	test
Sox2-hU6@10071	100	99	307	54	86	29	test
Sox2-hU6@10072	39	27	91	109	32	74	test
Sox2-hU6@10073	233	322	297	238	249	194	test
Sox2-hU6@10074	712	1013	888	399	485	690	test
Sox2-hU6@10075	273	357	414	266	121	474	test
Sox2-hU6@10076	22	63	31	4	7	127	test
Sox2-hU6@10077	165	256	266	185	180	207	test
Sox2-hU6@10078	52	160	215	99	55	81	test
Sox2-hU6@10079	184	466	334	195	196	213	test
Sox2-hU6@10080	369	440	579	502	179	378	test
Sox2-hU6@10081	413	206	531	157	242	226	test
Sox2-hU6@10082	261	183	462	116	155	151	test
Sox2-hU6@10083	120	43	76	36	39	76	test
Sox2-hU6@10084	110	123	105	40	47	21	test
Sox2-hU6@10085	339	268	282	256	125	251	test
Sox2-hU6@10086	97	141	57	73	17	43	test
Sox2-hU6@10087	54	18	31	1	17	1	test
Sox2-hU6@10088	270	289	473	317	221	242	test
Sox2-hU6@10089	234	316	601	545	125	300	test
Sox2-hU6@10090	48	44	70	120	17	44	test
Sox2-hU6@10091	301	482	661	397	611	657	test
Sox2-hU6@10517	337	889	606	547	279	781	test
Sox2-hU6@10518	259	672	681	466	291	824	test
Sox2-hU6@10519	226	427	419	336	62	438	test
Sox2-hU6@10520	443	1045	1416	584	402	1085	test
Sox2-hU6@10521	275	414	482	136	162	180	test
Sox2-hU6@10652	16	51	50	33	70	38	test
Sox2-hU6@10653	251	468	430	405	200	632	test
Sox2-hU6@10654	1420	1941	2966	1680	1209	1475	test
Sox2-hU6@10655	36	38	139	50	68	43	test
Sox2-hU6@10656	575	470	1116	426	498	387	test
Sox2-hU6@10657	569	725	952	465	216	395	test
Sox2-hU6@10658	126	122	293	113	53	345	test
Sox2-hU6@10659	10	16	19	2	13	11	test
Sox2-hU6@10660	434	667	992	329	299	309	test
Sox2-hU6@10728	550	451	712	255	302	377	test
Sox2-hU6@10729	1045	798	1367	640	481	896	test
Sox2-hU6@10730	402	496	633	316	323	263	test
Sox2-hU6@10731	798	576	1086	611	391	754	test
Sox2-hU6@10732	236	198	445	321	141	235	test
Sox2-hU6@10733	152	136	286	354	89	133	test
Sox2-hU6@10734	439	478	569	293	209	549	test
Sox2-hU6@10735	220	256	335	226	92	272	test
Sox2-hU6@10736	403	306	684	261	177	260	test
Sox2-hU6@10737	156	268	363	160	186	154	test
Sox2-hU6@10738	339	546	476	400	206	583	test
Sox2-hU6@10739	134	269	257	151	143	122	test
Sox2-hU6@10891	150	193	298	247	16	149	test
Sox2-hU6@10892	991	1046	1033	680	378	883	test
Sox2-hU6@10893	226	160	521	114	244	258	test
Sox2-hU6@10894	354	449	379	218	127	320	test
Sox2-hU6@10895	169	230	198	74	71	101	test
Sox2-hU6@10906	0	2	0	0	6	0	test
Sox2-hU6@10907	552	741	820	460	216	825	test
Sox2-hU6@10908	13	13	57	13	0	17	test
Sox2-hU6@10909	428	449	652	360	146	384	test
Sox2-hU6@10910	251	431	513	750	354	311	test
Sox2-hU6@10911	940	1019	1736	715	497	1135	test
Sox2-hU6@10912	89	134	185	64	75	58	test
Sox2-hU6@10913	30	32	310	28	11	17	test
Sox2-hU6@10914	592	736	782	357	455	394	test
Sox2-hU6@10915	382	709	739	418	604	513	test
Sox2-hU6@10916	711	1158	1085	1078	500	566	test
Sox2-hU6@11239	635	588	946	521	306	490	test
Sox2-hU6@11240	78	77	193	96	100	171	test
Sox2-hU6@11241	350	573	647	273	274	395	test
Sox2-hU6@11242	27	49	24	53	38	50	test
Sox2-hU6@11243	3	7	69	0	15	1	test
Sox2-hU6@11244	62	116	158	40	28	95	test
Sox2-hU6@11245	204	439	488	164	140	183	test
Sox2-hU6@11246	625	872	1011	913	593	754	test
Sox2-hU6@11247	98	158	122	249	71	117	test
Sox2-hU6@11248	20	51	36	50	27	8	test
Sox2-hU6@11249	418	532	543	516	322	251	test
Sox2-hU6@11250	1077	917	1378	568	560	734	test
Sox2-hU6@11251	95	52	200	103	52	110	test
Sox2-hU6@11252	39	87	19	11	0	58	test
Sox2-hU6@11253	35	28	27	29	25	167	test
Sox2-hU6@11254	833	1408	1414	743	433	1546	test
Sox2-hU6@11255	798	898	845	871	350	506	test
Sox2-hU6@11256	421	462	469	459	123	384	test
Sox2-hU6@11257	647	724	961	383	298	664	test
Sox2-hU6@11258	55	59	170	60	58	139	test
Sox2-hU6@11259	308	396	465	434	134	289	test
Sox2-hU6@11260	247	302	484	153	130	392	test
Sox2-hU6@11261	264	322	305	301	155	311	test
Sox2-hU6@11262	324	343	509	152	164	296	test
Sox2-hU6@11263	478	426	1047	461	191	347	test
Sox2-hU6@11264	421	322	633	481	243	259	test
Sox2-hU6@11265	15	29	14	39	0	0	test
Sox2-hU6@11266	536	987	963	520	370	839	test
Sox2-hU6@11267	1	44	61	32	23	26	test
Sox2-hU6@11268	178	238	369	198	117	105	test
Sox2-hU6@11269	276	348	294	237	198	363	test
Sox2-hU6@11270	369	405	689	313	552	475	test
Sox2-hU6@11271	96	34	73	52	0	83	test
Sox2-hU6@11272	616	456	846	450	276	648	test
Sox2-hU6@11273	364	535	747	306	270	442	test
Sox2-hU6@11274	1242	1352	1405	951	948	1466	test
Sox2-hU6@11275	761	708	1405	505	359	694	test
Sox2-hU6@11276	767	730	1439	2118	377	835	test
Sox2-hU6@11277	62	91	35	59	17	81	test
Sox2-hU6@11278	164	180	323	184	37	90	test
Sox2-hU6@11279	174	464	219	138	172	162	test
Sox2-hU6@11280	1508	1324	4066	1506	773	1331	test
Sox2-hU6@11281	84	76	82	22	19	39	test
Sox2-hU6@11282	497	1234	741	434	339	958	test
Sox2-hU6@11283	226	342	345	207	92	324	test
Sox2-hU6@11284	364	717	608	150	238	287	test
Sox2-hU6@11285	237	184	163	98	121	126	test
Sox2-hU6@11286	795	677	1124	423	478	459	test
Sox2-hU6@11287	59	139	104	70	41	74	test
Sox2-hU6@11288	120	215	219	123	54	184	test
Sox2-hU6@11289	24	92	7	37	46	20	test
Sox2-hU6@11290	706	550	840	492	423	632	test
Sox2-hU6@11291	740	872	1531	847	433	614	test
Sox2-hU6@11292	589	681	1119	430	317	815	test
Sox2-hU6@11293	846	884	1045	528	301	833	test
Sox2-hU6@11294	854	1729	1104	732	1181	1221	test
Sox2-hU6@11295	160	318	536	86	140	247	test
Sox2-hU6@11296	268	204	509	265	244	386	test
Sox2-hU6@12397	84	58	35	43	28	68	test
Sox2-hU6@12398	314	493	718	869	164	590	test
Sox2-hU6@12399	87	98	573	92	12	218	test
Sox2-hU6@12400	412	277	881	412	245	243	test
Sox2-hU6@12401	436	739	537	354	288	391	test
Sox2-hU6@12402	25	21	39	24	31	163	test
Sox2-hU6@12403	559	407	716	405	225	557	test
Sox2-hU6@12404	311	424	547	232	218	332	test
Sox2-hU6@12405	138	258	295	346	70	202	test
Sox2-hU6@12406	226	130	278	240	84	120	test
Sox2-hU6@12407	455	526	757	518	347	521	test
Sox2-hU6@12482	53	32	36	53	34	37	test
Sox2-hU6@12483	96	96	107	68	47	67	test
Sox2-hU6@12484	934	966	1543	867	415	852	test
Sox2-hU6@12485	609	808	984	769	293	477	test
Sox2-hU6@12486	569	408	764	231	207	317	test
Sox2-hU6@12487	19	22	40	27	7	3	test
Sox2-hU6@12488	23	88	83	101	70	55	test
Sox2-hU6@12489	88	126	155	630	39	218	test
Sox2-hU6@12490	946	784	1157	911	382	565	test
Sox2-hU6@12491	304	324	524	535	84	300	test
Sox2-hU6@12492	143	57	168	166	20	41	test
Sox2-hU6@12493	857	485	977	421	375	484	test
Sox2-hU6@12494	523	734	948	622	397	475	test
Sox2-hU6@12495	163	208	275	245	249	275	test
Sox2-hU6@12496	67	56	126	31	121	75	test
Sox2-hU6@12497	201	85	156	81	57	115	test
Sox2-hU6@12498	514	742	839	649	564	695	test
Sox2-hU6@12499	33	35	68	23	28	30	test
Sox2-hU6@12514	137	150	107	58	34	56	test
Sox2-hU6@12515	30	85	24	11	37	76	test
Sox2-hU6@12516	593	789	1099	473	251	468	test
Sox2-hU6@12517	458	574	1250	767	590	570	test
Sox2-hU6@12518	33	90	79	58	82	41	test
Sox2-hU6@12519	249	286	273	174	69	261	test
Sox2-hU6@12520	107	105	66	14	43	45	test
Sox2-hU6@12521	21	4	35	32	0	23	test
Sox2-hU6@12522	82	76	156	85	24	49	test
Sox2-hU6@12523	695	1223	1069	666	622	899	test
Sox2-hU6@12524	1363	1483	1634	1067	799	1116	test
Sox2-hU6@12525	674	797	855	462	341	621	test
Sox2-hU6@12526	509	618	654	579	863	442	test
Sox2-hU6@12527	612	844	877	532	327	455	test
Sox2-hU6@12528	490	567	745	456	247	879	test
Sox2-hU6@12529	381	206	658	399	95	257	test
Sox2-hU6@12530	219	352	446	108	97	229	test
Sox2-hU6@12531	286	278	324	117	122	155	test
Sox2-hU6@12532	148	49	113	58	50	75	test
Sox2-hU6@12533	321	462	531	308	292	361	test
Sox2-hU6@12534	219	203	320	170	271	216	test
Sox2-hU6@12535	589	638	886	698	179	378	test
Sox2-hU6@12536	552	546	560	274	190	233	test
Sox2-hU6@12537	458	646	791	332	250	640	test
Sox2-hU6@12538	135	140	164	159	59	300	test
Sox2-hU6@13249	589	579	818	430	134	430	test
Sox2-hU6@13250	260	327	404	155	105	137	test
Sox2-hU6@13251	640	647	1010	778	350	492	test
Sox2-hU6@13252	186	35	202	35	47	39	test
Sox2-hU6@13253	132	55	179	72	32	50	test
Sox2-hU6@13254	342	402	537	358	196	493	test
Sox2-hU6@13255	432	541	983	434	298	443	test
Sox2-hU6@13256	224	275	666	107	74	416	test
Sox2-hU6@13257	270	246	382	105	114	169	test
Sox2-hU6@13258	196	74	439	95	37	118	test
Sox2-hU6@13259	175	204	428	78	56	166	test
Sox2-hU6@13260	173	403	536	249	198	643	test
Sox2-hU6@13261	585	642	1011	394	298	553	test
Sox2-hU6@13262	231	549	430	272	76	246	test
Sox2-hU6@13263	269	294	222	127	47	98	test
Sox2-hU6@13264	824	1008	1164	534	485	666	test
Sox2-hU6@13265	704	945	1026	874	228	1131	test
Sox2-hU6@13266	393	291	480	438	175	177	test
Sox2-hU6@13267	82	74	152	64	69	97	test
Sox2-hU6@13268	991	1520	1737	750	635	1128	test
Sox2-hU6@13269	204	392	326	131	77	276	test
Sox2-hU6@13270	171	224	233	86	106	109	test
Sox2-hU6@13271	68	52	177	36	59	102	test
Sox2-hU6@13272	129	178	374	281	129	69	test
Sox2-hU6@13273	584	794	946	594	331	829	test
Sox2-hU6@13274	196	234	385	137	39	152	test
Sox2-hU6@13275	162	198	339	211	100	95	test
Sox2-hU6@13276	604	694	1145	394	336	631	test
Sox2-hU6@13277	24	52	56	10	20	10	test
Sox2-hU6@13278	46	85	93	57	25	32	test
Sox2-hU6@13279	329	197	793	188	206	341	test
Sox2-hU6@13280	655	789	1522	544	320	546	test
Sox2-hU6@13281	30	67	89	57	47	67	test
Sox2-hU6@13282	24	69	142	15	31	19	test
Sox2-hU6@13283	190	251	342	97	272	163	test
Sox2-hU6@13284	46	12	0	7	10	1	test
Sox2-hU6@13285	109	25	11	52	13	18	test
Sox2-hU6@13286	350	268	620	455	187	324	test
Sox2-hU6@13287	31	18	99	24	6	20	test
Sox2-hU6@13288	146	118	444	411	96	164	test
Sox2-hU6@13289	328	509	481	221	71	467	test
Sox2-hU6@13290	48	105	285	63	95	104	test
Sox2-hU6@13291	13	33	37	60	7	23	test
Sox2-hU6@13292	117	282	209	368	59	281	test
Sox2-hU6@13293	367	326	617	523	106	219	test
Sox2-hU6@13294	279	426	447	282	243	158	test
