logFC	logCPM	F	PValue	status
SIN3A@00086	-2.1204015	 4.02658	4.387e+00	0.0618848	test
SIN3A@00022	 3.5686973	 5.18766	4.390e+00	0.0623721	test
SIN3A@14056	-1.1575568	 6.02865	4.354e+00	0.0628045	negative
SIN3A@08181	 1.2084319	 6.11175	4.337e+00	0.0631556	test
SIN3A@08196	 2.2514982	 5.15921	4.357e+00	0.0632039	test
SIN3A@05038	 3.6880486	 4.86699	4.357e+00	0.0632253	test
SIN3A@04192	-2.2143445	 4.34874	4.350e+00	0.0633964	test
SIN3A@04854	 1.2085221	 6.37226	4.342e+00	0.0635382	test
SIN3A@12275	-2.8080216	 2.68685	4.330e+00	0.0638005	test
SIN3A@07433	 1.2646293	 6.55221	4.306e+00	0.0645273	test
SIN3A@13806	-2.5101111	 3.29673	4.301e+00	0.0645276	test
SIN3A@11021	 3.6201893	 3.54324	4.303e+00	0.0646208	test
SIN3A@14338	-1.8337813	 4.60024	4.265e+00	0.0650437	negative
SIN3A@00420	 1.1545374	 6.18629	4.255e+00	0.0653123	test
SIN3A@14469	 2.8381851	10.47184	4.249e+00	0.0660317	pos
SIN3A@04486	-1.6685856	 5.86877	4.249e+00	0.0660371	test
SIN3A@02709	 2.4157256	 5.58624	4.231e+00	0.0665348	test
SIN3A@08169	 1.5134803	 7.50693	4.227e+00	0.0666377	test
SIN3A@04413	-2.0662456	 4.00920	4.189e+00	0.0671121	test
SIN3A@08142	 1.8501122	 6.30007	4.206e+00	0.0672101	test
SIN3A@02638	-2.5900032	 3.17441	4.194e+00	0.0675175	test
SIN3A@10402	 2.8329740	 4.43106	4.175e+00	0.0680815	test
SIN3A@03147	-2.4312309	 2.91426	4.125e+00	0.0688927	test
SIN3A@14370	-1.0031827	 7.00080	4.131e+00	0.0689515	negative
SIN3A@03568	 1.7084470	 6.03690	4.143e+00	0.0689838	test
SIN3A@08905	-2.2936634	 4.02478	4.128e+00	0.0694099	test
SIN3A@08061	 3.2181541	 4.19496	4.116e+00	0.0697486	test
