gRNA	XR029	XR030	XR031	XR032	XR033	XR034	XR035	XR036	XR037	XR038	XR039	group
SIN3A@13640	2371	1852	117	16	53	785	2266	2107	396	300	672	test
SIN3A@13641	162	1055	56	8	16	502	422	141	369	1830	1213	test
SIN3A@13642	1089	2229	278	33	33	767	4996	1073	883	2386	635	test
SIN3A@13643	8642	5137	2353	2465	2769	6285	6384	1052	966	5161	1259	test
SIN3A@13644	1791	2869	502	533	560	5062	2949	1232	1545	8301	2353	test
SIN3A@13645	6955	4777	1814	2161	2394	8229	12477	1397	515	5075	1981	test
SIN3A@13646	1781	592	111	140	142	882	1429	1556	424	800	1787	test
SIN3A@13647	3915	5076	1315	895	1122	6292	8068	1447	1916	3313	1863	test
SIN3A@13648	4115	5842	512	115	176	1673	2508	355	575	20256	2595	test
SIN3A@13649	4180	6420	1192	1287	1378	5764	5162	1917	602	3827	1343	test
SIN3A@13650	1482	1717	154	37	39	1282	2605	565	373	4853	1909	test
SIN3A@13651	1910	2450	579	357	406	1057	2404	3163	980	1613	1356	test
SIN3A@13652	1605	2808	486	418	462	1510	2847	286	74	6433	1192	test
SIN3A@13653	9738	3967	2386	2953	3756	8291	8396	1094	1479	13571	2312	test
SIN3A@13654	29	582	45	4	23	870	1884	11	60	120	246	test
SIN3A@13655	898	2098	276	54	11	144	618	470	635	5626	1169	test
SIN3A@13656	5463	9846	915	519	499	2230	3428	1276	1333	7934	804	test
SIN3A@13657	5383	2237	1815	2173	2691	5008	3412	305	532	932	2077	test
SIN3A@13658	3443	1573	710	869	919	2835	1601	287	746	601	858	test
SIN3A@13659	992	3834	143	81	59	1255	3671	250	688	5872	253	test
SIN3A@13660	5615	4566	1688	1697	1961	8564	3689	1124	3348	2396	1366	test
SIN3A@13661	178	299	108	23	13	180	804	12	160	2663	981	test
SIN3A@13662	6531	5726	1565	1596	1824	6603	8464	1827	2329	15317	2691	test
SIN3A@13663	4164	3049	1641	1860	2152	4621	3517	678	216	1688	315	test
SIN3A@13664	13029	6800	3745	4189	4813	14316	15495	2409	2854	14531	3416	test
SIN3A@13665	5555	1996	1812	1925	2372	4515	4311	1242	223	1354	906	test
SIN3A@13666	1365	1690	280	105	106	2481	2101	133	835	1160	484	test
SIN3A@13667	4759	3113	1104	954	1193	4413	3911	2040	2057	11479	1300	test
SIN3A@13668	2260	1729	156	22	21	247	1450	21	415	4029	58	test
SIN3A@13669	939	1457	22	35	33	352	2789	11	43	2755	179	test
SIN3A@13670	3705	3142	1416	1625	1812	4718	1515	462	811	1497	631	test
SIN3A@13671	887	456	71	28	61	1267	1890	323	324	2620	159	test
SIN3A@13672	7912	2269	2056	2486	2993	6639	3622	552	464	870	1051	test
SIN3A@13673	5310	8025	669	205	87	4030	5347	1251	1657	14729	1507	test
SIN3A@13674	2393	3026	810	595	599	3619	3011	387	484	9991	1534	test
SIN3A@13675	3325	4606	65	43	37	1655	888	1945	669	7420	1437	test
SIN3A@13676	1433	1197	110	4	17	382	1108	243	349	3124	1123	test
SIN3A@13677	3617	6142	993	1109	1291	3315	3848	665	747	9821	642	test
SIN3A@13678	6959	4825	1957	2235	2546	6509	5096	825	696	4950	1732	test
SIN3A@13679	385	1806	34	34	50	185	414	258	57	5318	167	test
SIN3A@13680	7126	4320	2298	2280	2668	6669	8705	2698	1027	6870	3129	test
SIN3A@13681	482	1349	54	19	25	2583	1803	600	528	3307	1012	test
SIN3A@13682	3437	3857	971	925	1091	2263	3042	1273	1049	10196	1632	test
SIN3A@13683	5204	3294	1672	1878	2316	5575	2018	1239	1443	1842	597	test
SIN3A@13684	9559	6579	3525	4162	4901	10371	6398	2182	566	2835	1035	test
SIN3A@13685	6053	2086	2149	1894	2212	4594	2375	696	653	665	1074	test
SIN3A@13686	3643	4186	721	799	894	2812	1531	234	461	1154	1541	test
SIN3A@13687	2107	3728	319	209	362	3034	4738	356	1915	6305	484	test
SIN3A@13688	2352	1886	108	59	79	1745	1951	864	274	11004	654	test
SIN3A@13689	2317	2867	97	35	48	1887	3102	1132	1213	4153	2806	test
SIN3A@13690	1948	1765	416	373	442	1293	1042	578	573	243	36	test
SIN3A@13691	3204	2931	926	910	1155	3986	3371	1515	884	1457	639	test
SIN3A@13692	724	3711	235	98	105	1163	465	635	355	3757	646	test
SIN3A@13693	593	984	204	94	52	1603	2237	280	31	70	530	test
SIN3A@13694	2188	700	814	1053	1177	3176	3154	867	321	2155	394	test
SIN3A@13695	443	297	105	12	3	1633	1531	1014	696	758	1166	test
SIN3A@13696	3308	5120	644	569	610	3314	5802	89	1022	11832	2097	test
SIN3A@13697	3175	1843	576	398	560	1384	2559	1687	2335	5116	1733	test
SIN3A@13698	851	3026	546	423	466	2651	1819	1377	285	872	443	test
SIN3A@13699	4291	4637	884	502	513	3739	5257	1392	1063	13309	1510	test
SIN3A@13700	1241	913	107	24	46	507	1654	325	116	128	886	test
SIN3A@13701	3116	2276	594	675	906	1646	1874	895	1227	2820	792	test
SIN3A@13702	7009	5850	2830	2985	3712	8016	3141	1454	1346	4822	1158	test
SIN3A@13703	1178	1234	46	92	65	2326	1741	1048	1671	3048	501	test
SIN3A@13704	2432	1254	1183	601	686	2918	3013	320	1104	376	1183	test
SIN3A@13705	5849	4006	1948	2333	2627	6827	9013	961	574	14161	1747	test
SIN3A@13706	17485	10975	6222	7664	9146	18047	12551	2976	1654	10610	2185	test
SIN3A@13707	2271	3443	432	390	406	3526	2927	978	733	20265	838	test
SIN3A@13708	9201	5798	878	873	870	3941	6964	1348	2577	8285	776	test
SIN3A@13709	387	656	6	7	0	3	1427	406	22	43	107	test
SIN3A@13710	757	1700	279	53	55	3056	5804	519	274	75	2209	test
SIN3A@13711	6665	1765	2302	2847	3370	6766	3055	674	234	890	590	test
SIN3A@13712	7813	7900	1816	1819	2271	8138	4084	1349	1737	10882	2425	test
SIN3A@13713	2666	1797	678	474	555	2132	3036	1317	1524	3449	912	test
SIN3A@13714	5253	4493	1932	1654	2018	4418	5126	310	1214	3369	306	test
SIN3A@13715	4164	3026	1412	1501	1781	3991	4806	1328	2135	6890	830	test
SIN3A@13716	970	1445	28	15	48	465	375	144	647	890	773	test
SIN3A@13717	4221	8180	672	754	1209	4218	7234	1013	1026	10469	2330	test
SIN3A@13718	4893	3977	1416	1638	1802	5860	8409	1495	1209	5104	1211	test
SIN3A@13719	935	2499	96	56	57	1464	779	616	704	6025	1113	test
SIN3A@13720	2766	1201	1084	971	1174	3441	4524	386	405	3564	1684	test
SIN3A@13721	1568	1163	157	6	20	370	1598	25	56	58	224	test
SIN3A@13722	1408	1284	294	51	90	1045	3658	1296	398	2112	1483	test
SIN3A@13723	2319	2830	722	735	833	3853	3865	538	428	1098	847	test
SIN3A@13724	1764	5835	433	95	426	2733	4389	1796	1879	10059	2356	test
SIN3A@13725	3419	3796	863	964	1078	3128	1580	1927	940	4594	1778	test
SIN3A@13726	1514	3249	225	18	22	1628	249	258	1657	5498	772	test
SIN3A@13727	7464	2037	1667	1843	2237	5041	4660	709	551	5227	590	test
SIN3A@13728	627	2442	126	32	4	814	2289	892	1490	1073	1639	test
SIN3A@13729	2689	3787	384	136	48	3246	6499	1915	242	16278	2204	test
SIN3A@13730	8847	5637	1322	1462	1580	5770	7240	1348	1829	4820	3135	test
SIN3A@13731	1124	458	363	32	26	373	16	144	265	1336	685	test
SIN3A@13732	1730	3031	164	127	105	851	2115	195	799	4759	728	test
SIN3A@13733	2773	2071	1294	850	917	3985	3223	787	3786	3619	945	test
SIN3A@13734	3903	1717	100	57	66	1975	5879	912	924	25494	1679	test
SIN3A@13735	1465	2591	157	21	26	532	1941	697	345	5387	1217	test
SIN3A@13736	14033	6302	4668	5859	6573	15856	6605	825	1281	18585	2432	test
SIN3A@13737	466	1852	51	5	28	821	37	115	33	13	133	test
SIN3A@13738	964	2378	180	132	145	695	949	108	511	647	1400	test
SIN3A@13739	5098	2949	1323	1466	1649	4010	7680	1711	913	1924	713	test
SIN3A@13740	3549	3390	375	456	447	3085	3439	95	1014	3342	227	test
SIN3A@13741	659	1574	73	24	15	779	722	970	754	1916	525	test
SIN3A@13742	434	546	2	0	15	743	1099	9	4	0	292	test
SIN3A@13743	3974	3675	1411	942	1125	4653	5560	300	1180	3335	2133	test
SIN3A@13744	1954	3117	58	7	26	1245	1052	907	443	1832	1036	test
SIN3A@13745	2783	1581	144	114	51	559	2739	678	305	1344	734	test
SIN3A@13746	1591	1533	68	34	8	1046	3272	359	1228	7426	350	test
SIN3A@13747	1772	2474	264	119	112	773	2086	71	506	355	273	test
SIN3A@13748	3436	1613	763	862	882	3195	4097	648	1782	2107	434	test
SIN3A@13749	621	808	47	21	2	1	1	0	99	22	0	test
SIN3A@13750	2290	4619	343	356	353	1656	3611	405	1076	1589	1134	test
SIN3A@13751	5875	2985	1836	2072	2329	7739	4420	681	556	3605	1759	test
SIN3A@13752	6234	6363	1228	1083	1171	3162	2854	2387	2276	2780	1480	test
SIN3A@13753	2032	5250	548	399	361	2359	2457	536	795	5160	997	test
SIN3A@13754	1455	607	341	38	27	1316	1656	104	189	5133	393	test
SIN3A@13755	1305	1755	167	54	59	740	3056	18	428	15068	1131	test
SIN3A@13756	1523	2505	219	113	76	902	2142	28	478	2059	1107	test
SIN3A@13757	5017	2105	737	720	752	2468	3460	835	614	15518	478	test
SIN3A@13758	537	3337	298	84	72	906	2140	120	245	736	961	test
SIN3A@13759	2299	4492	280	146	151	2533	1204	1598	619	2188	662	test
SIN3A@13760	4136	9328	171	49	131	539	2130	484	589	201	818	test
SIN3A@13761	3111	2382	200	123	15	3854	2664	383	341	8854	1689	test
SIN3A@13762	6510	9508	890	497	538	4063	6110	476	983	8029	2730	test
SIN3A@13763	5904	4708	1308	1388	1424	7590	4321	2519	1640	9444	3114	test
SIN3A@13764	9672	2768	2956	3507	4651	9534	4874	481	1521	8037	1150	test
SIN3A@13765	1626	2023	568	583	602	1607	2683	1388	198	411	1138	test
SIN3A@13766	927	838	371	377	367	1817	521	35	427	7971	384	test
SIN3A@13767	1250	1180	140	13	16	131	1356	843	182	165	1402	test
SIN3A@13768	11	346	130	7	6	2	440	192	5	1270	395	test
SIN3A@13769	1936	2908	389	103	28	765	1344	412	424	126	284	test
SIN3A@13770	3599	2906	797	818	935	2349	6055	418	295	1939	2082	test
SIN3A@13771	3129	4146	851	752	947	3162	3701	875	376	7602	1145	test
SIN3A@13772	850	2132	82	40	12	1860	1012	8	203	3353	912	test
SIN3A@13773	4891	4335	1160	839	880	4356	6263	1700	578	15240	1290	test
SIN3A@13774	5102	2421	802	982	1282	2622	3502	1157	1163	8786	1232	test
SIN3A@13775	881	784	54	23	1	1417	938	744	548	10551	870	test
SIN3A@13776	6885	4234	1899	1987	2357	7998	5534	942	2528	14093	1101	test
SIN3A@13777	3296	3240	844	1007	1146	2292	1693	519	457	2208	1199	test
SIN3A@13778	4115	2439	1098	1257	1402	4078	5517	2190	2454	6410	719	test
SIN3A@13779	783	1100	109	14	10	511	1991	421	288	121	897	test
SIN3A@13780	2275	939	714	848	1013	2597	1993	97	396	409	237	test
SIN3A@13781	7248	4601	2079	2711	3219	7992	4079	1788	2240	7974	2323	test
SIN3A@13782	954	3938	147	29	57	2136	3873	1315	96	2580	1646	test
SIN3A@13783	6686	5279	1942	2213	2743	9472	5147	668	924	8035	1924	test
SIN3A@13784	2626	2612	309	31	9	1656	8093	1335	833	14189	1509	test
SIN3A@13785	2731	1005	102	68	139	1280	1168	1772	729	16226	1354	test
SIN3A@13786	6552	3016	1766	2227	2524	8192	5125	687	843	2217	1264	test
SIN3A@13787	794	3307	513	88	38	1359	1865	1002	186	2023	1574	test
SIN3A@13788	3694	3669	791	925	1074	5559	3621	796	268	7204	549	test
SIN3A@13789	914	1287	368	116	91	412	2095	317	265	3519	566	test
SIN3A@13790	2830	5598	464	96	87	2167	3984	1263	664	3746	3581	test
SIN3A@13791	1507	2181	18	7	33	1531	1812	20	11	8	0	test
SIN3A@13792	7476	3269	1782	2151	2712	6824	6505	1093	1000	6643	1752	test
SIN3A@13793	2225	2189	815	460	524	3142	1737	412	3645	7954	749	test
SIN3A@13794	3060	4640	807	875	1014	4873	3443	1201	1496	8179	1227	test
SIN3A@13795	4	454	8	8	0	0	0	0	0	1	0	test
SIN3A@13796	1883	3310	73	25	1	361	1886	1155	776	228	534	test
SIN3A@13797	4308	864	1374	1371	1891	3456	2659	526	356	3664	502	test
SIN3A@13798	711	863	153	38	26	2230	1397	272	1036	249	1017	test
SIN3A@13799	1315	480	243	43	54	1553	1814	553	1249	434	760	test
SIN3A@13800	4811	4391	1054	973	1156	4110	2846	614	1289	12619	890	test
SIN3A@13801	2295	1724	576	638	710	2779	2385	905	1082	1438	487	test
SIN3A@13802	1012	155	52	11	1	853	1483	616	282	5499	625	test
SIN3A@13803	11916	10009	2966	3299	3765	13080	14722	3141	1735	8564	2177	test
SIN3A@13804	4189	3766	1578	2004	2348	4524	4654	2337	601	3653	876	test
SIN3A@13805	2004	1867	114	21	19	1058	2503	1461	478	124	527	test
SIN3A@13806	750	1039	26	7	4	1483	1202	96	130	4638	241	test
SIN3A@13807	3670	2172	1060	1233	1321	4085	4365	135	375	3547	253	test
SIN3A@13808	6241	6175	1383	1598	2023	6204	5105	2506	1181	3074	1349	test
SIN3A@13809	2875	5421	714	810	902	5211	2887	833	1451	498	1179	test
SIN3A@13810	5953	3135	1094	1278	1525	3857	2948	626	878	2030	2447	test
SIN3A@13811	4790	3407	839	497	588	2280	4657	400	641	3734	916	test
SIN3A@13812	1469	2372	185	55	23	1259	2630	68	540	63	620	test
SIN3A@13813	7292	4970	1672	1753	2077	6404	8412	601	1639	9237	1545	test
SIN3A@13814	1424	1724	446	449	486	2528	1789	842	286	1616	967	test
SIN3A@13815	6925	11157	2141	2436	2614	5675	6297	1586	494	6475	764	test
SIN3A@13816	326	2485	94	85	200	692	1663	415	219	3662	491	test
SIN3A@13817	6962	2790	2023	1871	2285	4700	3964	165	314	725	651	test
SIN3A@13818	350	1598	85	10	0	225	2610	408	414	186	282	test
SIN3A@13819	3489	5819	601	585	605	3391	8687	1213	430	4198	2882	test
SIN3A@13820	847	571	80	9	24	998	1184	89	630	94	784	test
SIN3A@13821	2042	1527	271	33	6	1921	5329	944	1104	1689	897	test
SIN3A@13822	5071	1818	1692	2083	2597	6039	3792	730	958	1064	779	test
SIN3A@13823	1338	1345	106	44	13	744	461	1167	208	6806	513	test
SIN3A@13824	7908	9405	2680	2427	2971	8803	6595	2448	1588	24362	3058	test
SIN3A@13825	2724	7336	803	146	29	4290	6832	1585	3024	5658	4056	test
SIN3A@13826	2	312	28	10	5	90	815	169	138	52	195	test
SIN3A@13827	6779	7436	1754	1355	1538	4054	5581	3721	2139	4425	1855	test
SIN3A@13828	5406	3717	1178	981	1082	6131	4623	1546	761	15172	1668	test
SIN3A@13829	4927	10543	278	79	46	4272	7516	2865	1626	6415	2470	test
SIN3A@13830	1851	2276	747	777	984	1894	1400	786	482	942	1086	test
SIN3A@13831	3531	1726	945	990	1256	3703	2105	374	162	5139	1871	test
SIN3A@13832	3527	2109	781	1013	1131	2468	3290	670	651	4136	1475	test
SIN3A@13833	768	3277	426	84	58	889	1300	781	1314	265	609	test
SIN3A@13834	5618	4603	1862	2198	2601	5901	6649	1009	2229	1779	1206	test
SIN3A@13835	788	1323	89	9	7	382	2642	177	501	73	840	test
SIN3A@13836	2813	1939	190	78	61	652	996	393	576	3832	346	test
SIN3A@13837	4470	2602	1400	1911	2250	4583	3519	318	557	4339	490	test
SIN3A@13838	295	516	11	9	21	298	449	116	652	2920	2	test
SIN3A@13839	2721	3031	523	100	126	1617	7144	1655	1675	4493	3179	test
SIN3A@13840	1502	2224	50	13	60	1155	1344	805	175	2382	87	test
SIN3A@13841	4179	2807	1484	1692	2003	4350	3332	1754	1589	7599	923	test
SIN3A@13842	1097	1732	107	100	74	2031	1684	1134	421	2510	2515	test
SIN3A@13843	1791	1881	64	62	36	745	1285	916	216	1853	808	test
SIN3A@13844	4334	4479	1263	1314	1631	5150	8338	751	526	3721	522	test
SIN3A@13845	2947	1643	1220	1033	1310	3765	3857	379	988	11461	1139	test
SIN3A@13846	2098	3135	278	319	322	1280	2465	1540	727	1199	473	test
SIN3A@13847	3068	4826	947	1102	1109	2813	1793	377	705	2981	1134	test
SIN3A@13848	2155	1923	62	32	11	1201	1067	660	723	1312	756	test
SIN3A@13849	3159	3994	473	112	117	3548	5380	3140	884	6818	1880	test
SIN3A@13850	3874	2473	919	1118	1243	2180	4615	848	754	583	417	test
SIN3A@13851	3891	1486	811	931	1156	2929	1437	242	552	844	65	test
SIN3A@13852	6635	5908	1056	923	1097	5727	8185	1845	614	16003	2901	test
SIN3A@13853	526	2877	59	26	16	479	2628	6	97	11175	1353	test
SIN3A@13854	7850	3319	2456	3086	3758	7330	4141	852	750	4019	291	test
SIN3A@13855	2154	3490	557	108	95	1627	1852	1354	1093	9558	470	test
SIN3A@13856	761	1331	145	82	85	1099	245	119	166	8202	1143	test
SIN3A@13857	7724	3090	1328	1404	1666	3702	4516	909	603	6468	1340	test
SIN3A@13858	861	631	2	4	11	11	657	211	31	4659	276	test
SIN3A@13859	197	238	83	30	29	892	1310	335	384	4205	669	test
SIN3A@13860	2178	1510	182	197	132	976	2412	602	858	1095	707	test
SIN3A@13861	3608	2276	383	179	176	2098	4056	821	506	5403	1895	test
SIN3A@13862	1862	4013	528	341	431	3037	3614	561	625	20515	1827	test
SIN3A@13863	698	615	80	90	136	817	130	97	631	280	580	test
SIN3A@13864	6514	7287	1862	2169	2472	5780	5354	561	451	9853	1313	test
SIN3A@13865	3247	2243	800	895	1098	3957	2230	288	675	3164	757	test
SIN3A@13866	2695	4374	836	830	841	3269	1759	1082	925	7637	2419	test
SIN3A@13867	1189	1562	245	31	107	916	682	456	30	44	304	test
SIN3A@13868	16587	9654	4288	4890	5909	14570	10562	1715	2052	7307	2402	test
SIN3A@13869	3717	1676	1014	1205	1367	3490	1839	1630	727	3491	2339	test
SIN3A@13870	360	115	30	15	18	352	306	0	118	24	352	test
SIN3A@13871	294	1465	58	11	16	165	943	3	11	1787	378	test
SIN3A@13872	1244	2630	217	52	14	419	29	117	25	31	431	test
SIN3A@13873	1147	1995	281	60	14	881	1324	211	270	9909	1143	test
SIN3A@13874	150	2048	28	11	19	460	2126	176	266	1794	237	test
SIN3A@13875	4924	3546	1139	963	1217	2880	4491	92	2439	7584	1418	test
SIN3A@13876	2285	1518	504	61	173	1471	6038	1262	1358	19804	2124	test
SIN3A@13877	5008	3312	1609	1904	2171	4604	3271	770	308	7410	1151	test
SIN3A@13878	11073	11189	2844	2638	3278	7637	8262	1591	1284	9897	3915	test
SIN3A@13879	4128	4595	707	543	495	1798	1806	649	983	5060	1283	test
SIN3A@13880	6361	5702	369	426	431	4086	5367	1628	2456	14008	2034	test
SIN3A@13881	1664	1470	554	705	978	2539	4367	986	127	4815	1039	test
SIN3A@13882	552	1126	134	15	7	792	4181	31	882	974	403	test
SIN3A@13883	3860	4901	1431	1304	1595	3861	3828	433	1596	1766	1566	test
SIN3A@13884	2260	1030	590	688	715	1355	1607	1835	214	372	38	test
SIN3A@13885	2325	2038	133	38	36	4770	3212	1258	1561	5905	1646	test
SIN3A@13886	3639	1239	1084	1454	1687	4242	2952	304	405	2507	354	test
SIN3A@13887	552	1235	136	105	69	869	1205	2318	377	601	1201	test
SIN3A@13888	1501	1631	736	186	304	2469	4989	537	1335	3132	2078	test
SIN3A@13889	1349	4010	283	192	157	847	4307	737	1314	4176	920	test
SIN3A@13890	2139	1268	259	273	292	863	2091	27	650	1970	365	test
SIN3A@13891	2671	3895	814	824	918	2010	3010	499	212	296	669	test
SIN3A@13892	7909	4268	1563	1806	2073	4184	5876	789	2360	2141	1813	test
SIN3A@13893	3115	3031	1005	1195	1363	3042	2337	1186	674	5011	1099	test
SIN3A@13894	759	3433	115	27	15	2495	5528	1795	852	8891	1279	test
SIN3A@13895	5802	3440	2318	1449	1842	5786	3108	863	1383	2898	911	test
SIN3A@13896	543	693	71	70	63	647	2649	245	378	4184	404	test
SIN3A@13897	7233	3867	2354	2445	3110	6706	5854	1340	587	2314	1684	test
SIN3A@13898	2499	2860	352	57	25	1197	2738	238	289	3515	515	test
SIN3A@13899	1143	2457	537	673	617	2001	1462	232	459	6708	235	test
SIN3A@13900	2463	3560	883	958	1149	2571	3731	267	567	4579	790	test
SIN3A@13901	1067	504	516	79	180	2777	5516	997	518	11713	1624	test
SIN3A@13902	2725	1910	265	62	185	2734	1732	227	780	7950	1264	test
SIN3A@13903	1001	933	20	20	27	965	6842	1710	1682	12258	930	test
SIN3A@13904	1503	1183	311	33	18	480	941	618	347	195	94	test
SIN3A@13905	24848	18924	6231	6740	7596	20735	19234	2972	4180	24273	5898	test
SIN3A@13906	1004	1618	191	31	4	1262	2653	930	551	205	485	test
SIN3A@13907	2257	6164	463	60	24	1701	3134	579	797	2879	1666	test
SIN3A@13908	7175	3798	1741	1788	2419	4971	3562	906	922	4653	1763	test
SIN3A@13909	745	1240	137	1	3	1610	1104	620	107	2874	404	test
SIN3A@13910	2497	3829	397	183	196	3278	1713	1537	1261	632	1850	test
SIN3A@13911	825	1604	92	14	1	691	3774	471	384	1075	230	test
SIN3A@13912	4377	2629	893	935	1211	3709	2973	1514	2389	7182	1786	test
SIN3A@13913	5158	3917	1647	1741	2117	4240	3153	411	1332	4855	1462	test
SIN3A@13914	353	914	98	3	0	807	1507	1040	88	154	105	test
SIN3A@13915	4481	4353	931	775	862	4624	2931	2128	1309	4744	2467	test
SIN3A@13916	1189	678	275	353	368	926	806	23	101	144	188	test
SIN3A@13917	3750	1683	1150	1406	1634	2918	1463	1576	415	4177	532	test
SIN3A@13918	7368	4786	1521	1774	1991	6499	4018	856	739	6815	2710	test
SIN3A@13919	4744	4003	974	1028	1020	5809	3444	519	2045	6418	911	test
SIN3A@13920	13870	4176	3789	4514	5792	13914	7914	750	2253	3059	957	test
SIN3A@13921	3805	3891	718	594	740	2762	4163	2020	762	4218	1227	test
SIN3A@13922	6036	3488	1675	2056	2550	4961	2641	1869	2969	1199	786	test
SIN3A@13923	960	4843	190	23	90	585	3955	568	59	7294	1572	test
SIN3A@13924	5760	1649	1296	1749	2013	5099	2240	419	418	2041	644	test
SIN3A@13925	3742	1470	1197	1646	1915	4097	3397	1157	755	5129	811	test
SIN3A@13926	3726	5157	1022	826	1021	5096	7747	1283	555	9715	3331	test
SIN3A@13927	745	3213	270	14	32	216	269	724	376	170	912	test
SIN3A@13928	357	83	48	21	16	125	1554	102	61	5004	981	test
SIN3A@13929	3800	3951	961	846	908	2039	2064	558	180	328	607	test
SIN3A@13930	6141	3802	1962	2177	2753	5635	4797	848	1050	2667	2354	test
SIN3A@13931	2250	1784	658	826	974	2640	1612	1523	1471	4213	386	test
SIN3A@13932	4813	2717	1201	1443	1696	5457	5823	1353	534	3183	1696	test
SIN3A@13933	2558	2493	630	539	518	2501	5827	1050	1740	7573	2681	test
SIN3A@13934	3214	1965	430	522	653	1979	1189	1077	835	5456	827	test
SIN3A@13935	8288	5460	2064	2462	2710	9876	8316	2432	2692	4445	2999	test
SIN3A@13936	6108	6376	523	297	376	1382	2211	1684	2724	4793	880	test
SIN3A@13937	6633	3800	1977	2225	2588	5182	4705	548	992	13297	1159	test
SIN3A@13938	5136	2497	1402	1784	2080	4959	3299	158	193	636	165	test
SIN3A@13939	1936	3115	244	157	286	543	3106	618	260	1929	1445	test
SIN3A@13940	387	335	47	0	0	535	403	3	307	36	154	test
SIN3A@13941	1417	6326	342	87	179	1849	5506	1326	1437	2868	2762	test
SIN3A@13942	2014	3141	171	51	63	1526	3192	1117	1002	3499	1248	test
SIN3A@13943	4894	7321	1100	1237	1675	4712	4515	685	4488	4438	1821	test
SIN3A@13944	1241	850	121	18	0	943	2040	834	791	292	365	test
SIN3A@13945	8068	6041	1681	1903	2105	7009	7542	1661	1361	5808	1788	test
SIN3A@13946	5257	4063	1558	1388	1681	3706	3049	543	524	6443	1208	test
SIN3A@13947	883	870	158	102	70	1295	1392	328	472	1931	638	test
SIN3A@13948	531	2052	26	17	41	276	2113	706	965	1172	424	test
SIN3A@13949	2215	1720	216	64	1	1548	1834	896	972	5792	635	test
SIN3A@13950	5017	1738	1718	1858	2124	4748	1697	514	303	711	655	test
SIN3A@13951	5388	1184	657	826	939	1920	771	185	300	382	640	test
SIN3A@13952	139	1218	21	80	99	401	504	178	495	99	4	test
SIN3A@13953	3881	2113	1330	1613	1956	4530	3346	164	727	627	256	test
SIN3A@13954	6373	4885	2438	2773	3170	7239	3349	551	1343	4693	387	test
SIN3A@13955	964	291	171	11	16	238	44	327	1184	4136	208	test
SIN3A@13956	3639	6548	888	914	913	4727	2510	2031	1521	5864	2007	test
SIN3A@13957	5407	2625	1469	1943	2083	4918	5166	369	452	3114	1366	test
SIN3A@13958	6856	7029	2449	2670	3217	5953	3969	852	724	9295	909	test
SIN3A@13959	312	1536	36	29	15	1022	2668	525	54	87	1287	test
SIN3A@13960	327	1596	129	12	14	369	3469	405	126	1546	667	test
SIN3A@13961	4731	5456	1309	1321	1511	5667	4553	2111	1420	11105	2688	test
SIN3A@13962	7826	10009	2910	3328	3941	9361	6150	1257	1182	6668	2276	test
SIN3A@13963	6291	7167	1603	1507	2021	5531	3191	464	461	19576	1416	test
SIN3A@13964	1017	2469	250	137	125	2191	2371	3470	2452	10922	1870	test
SIN3A@13965	4907	3939	1130	1017	1380	2962	5369	772	419	1314	977	test
SIN3A@13966	1529	2592	311	103	100	1749	1649	1253	376	189	468	test
SIN3A@13967	3484	2148	1196	1162	1332	3365	3438	1037	745	1449	520	test
SIN3A@13968	5468	3335	1169	1082	1322	4439	3148	607	1173	3068	3149	test
SIN3A@13969	2016	2343	55	33	29	935	1702	697	1256	6097	1066	test
SIN3A@13970	1349	3167	403	46	25	473	1952	686	274	1590	1600	test
SIN3A@13971	3973	2373	1302	1326	1671	3954	6074	1031	424	8856	1119	test
SIN3A@13972	1609	2094	257	49	24	465	2914	398	39	6652	1667	test
SIN3A@13973	789	1157	90	20	10	52	1275	16	39	1237	165	test
SIN3A@13974	5080	10731	756	155	120	3119	5219	2284	1399	14567	1799	test
SIN3A@13975	1197	454	162	28	29	479	709	338	50	78	816	test
SIN3A@13976	402	1321	42	32	17	1012	2134	320	747	284	461	test
SIN3A@13977	145	854	30	43	146	96	10	322	74	40	205	test
SIN3A@13978	2517	2369	38	44	168	1282	8206	981	769	8214	1117	test
SIN3A@13979	1780	3044	734	875	981	2433	1473	687	738	396	61	test
SIN3A@13980	3240	2965	1011	1345	1546	4009	2427	1548	913	786	363	test
SIN3A@13981	5600	3690	1430	1559	1941	5090	1648	647	607	5222	804	test
SIN3A@13982	2031	3725	480	493	591	1003	2841	385	597	347	650	test
SIN3A@13983	1980	3510	90	52	23	2655	4405	736	1532	310	818	test
SIN3A@13984	4787	4125	1088	1143	1229	3116	2462	611	683	5502	880	test
SIN3A@13985	3687	3677	1066	1029	1191	2124	4571	1761	756	12213	2305	test
