oligo	XR043	XR044	XR045	XR046	XR050	XR051	XR052	XR054	group
SIN3A@00001	863	260	290	80	188	69	6	724	test
SIN3A@00002	68	0	0	0	355	111	336	115	test
SIN3A@00003	0	68	0	0	114	38	0	0	test
SIN3A@00004	509	537	137	256	2852	398	553	1048	test
SIN3A@00005	602	496	924	786	501	254	125	226	test
SIN3A@00006	333	261	36	157	560	191	3693	274	test
SIN3A@00007	0	19	0	0	0	3	70	1	test
SIN3A@00008	204	45	4	380	334	176	395	303	test
SIN3A@00009	655	733	34	400	247	89	1	156	test
SIN3A@00010	116	106	47	1	655	281	604	355	test
SIN3A@00011	71	16	0	184	835	390	508	894	test
SIN3A@00012	863	735	145	504	389	187	419	301	test
SIN3A@00013	548	543	11	219	1154	437	872	800	test
SIN3A@00014	342	371	444	327	1243	643	1114	816	test
SIN3A@00015	741	505	20	296	1297	497	942	1222	test
SIN3A@00016	563	338	633	399	304	211	44	370	test
SIN3A@00017	447	431	86	314	154	47	323	45	test
SIN3A@00018	239	358	632	798	144	107	29	112	test
SIN3A@00019	274	55	65	31	294	119	460	108	test
SIN3A@00020	431	129	1175	682	860	472	362	827	test
SIN3A@00021	87	106	0	0	536	214	98	235	test
SIN3A@00022	78	134	1152	620	2	19	289	0	test
SIN3A@00023	1156	1465	1509	1450	1024	472	392	632	test
SIN3A@00024	45	46	0	0	763	340	563	387	test
SIN3A@00025	702	880	867	859	173	70	5	4	test
SIN3A@00026	74	89	2	0	43	18	1817	140	test
SIN3A@00027	778	637	32	595	2203	680	445	571	test
SIN3A@00028	270	240	49	94	339	254	846	507	test
SIN3A@00029	636	453	14	358	330	190	64	162	test
SIN3A@00030	288	346	10	267	284	190	55	134	test
SIN3A@00031	670	484	64	347	426	159	171	220	test
SIN3A@00032	171	135	989	612	360	224	555	364	test
SIN3A@00033	768	443	1778	1131	2726	1349	1644	1926	test
SIN3A@00034	244	141	102	101	257	116	353	181	test
SIN3A@00035	15	0	0	0	496	248	334	399	test
SIN3A@00036	64	42	2	0	0	4	1	2	test
SIN3A@00037	333	244	59	185	662	281	499	487	test
SIN3A@00038	295	326	5	149	335	198	131	241	test
SIN3A@00039	3651	2982	1388	3145	4653	2339	2845	3536	test
SIN3A@00040	54	26	0	0	279	100	58	120	test
SIN3A@00041	943	618	139	315	455	279	708	809	test
SIN3A@00042	400	184	88	284	343	271	309	226	test
SIN3A@00043	514	485	86	161	1010	463	550	848	test
SIN3A@00044	110	33	0	54	622	286	243	434	test
SIN3A@00045	803	839	1181	1183	656	328	428	1235	test
SIN3A@00046	1503	1865	209	1040	631	272	629	640	test
SIN3A@00047	1344	1163	1737	1607	1120	475	5385	385	test
SIN3A@00048	207	432	37	13	180	144	307	111	test
SIN3A@00049	193	139	43	11	499	282	307	382	test
SIN3A@00050	411	403	868	631	895	509	1263	844	test
SIN3A@00051	555	652	170	385	491	151	301	147	test
SIN3A@00052	643	251	267	113	635	346	1231	415	test
SIN3A@00053	13	36	3	215	74	5	44	4	test
SIN3A@00054	2037	2667	1010	2145	1110	657	463	755	test
SIN3A@00055	905	1032	1108	1157	449	175	178	946	test
SIN3A@00056	1473	1242	1029	1154	1882	993	2048	1042	test
SIN3A@00057	1298	738	2170	1478	1460	776	1169	967	test
SIN3A@00058	1041	679	2305	1662	1249	437	2007	2241	test
SIN3A@00059	60	10	0	1	0	6	1	3	test
SIN3A@00060	865	657	1897	1202	2391	1224	2084	2262	test
SIN3A@00061	278	293	481	472	79	70	139	3	test
SIN3A@00062	178	123	0	37	300	155	145	89	test
SIN3A@00063	159	97	0	33	362	188	370	559	test
SIN3A@00064	641	188	245	347	700	409	1195	621	test
SIN3A@00065	340	169	4	34	472	292	563	630	test
SIN3A@00066	741	657	757	592	1276	727	6432	1233	test
SIN3A@00067	3287	3384	1928	2578	672	411	492	370	test
SIN3A@00068	213	161	0	0	132	51	264	315	test
SIN3A@00069	88	68	6	0	141	31	2	0	test
SIN3A@00070	39	9	0	20	236	126	112	183	test
SIN3A@00071	484	468	768	626	203	129	0	50	test
SIN3A@00072	2460	1678	1016	1282	1554	781	415	808	test
SIN3A@00073	743	728	778	802	670	362	505	458	test
SIN3A@00074	424	216	644	315	576	350	411	254	test
SIN3A@00075	250	120	1	0	496	308	130	382	test
SIN3A@00076	546	423	1571	861	783	422	848	783	test
SIN3A@00077	6668	785	1450	973	1011	656	634	690	test
SIN3A@00078	647	478	1620	974	692	368	396	822	test
SIN3A@00079	445	210	60	612	718	287	269	509	test
SIN3A@00080	98	58	13	24	538	332	1027	377	test
SIN3A@00081	2269	2726	3800	3150	1518	763	1107	813	test
SIN3A@00082	1201	1121	1007	1109	1313	541	2289	888	test
SIN3A@00083	807	686	1515	1296	476	277	48	548	test
SIN3A@00084	609	391	51	145	939	340	277	277	test
SIN3A@00085	481	231	1170	639	3756	227	989	291	test
SIN3A@00086	707	823	31	501	648	251	489	498	test
SIN3A@00087	472	246	142	656	267	33	1	3	test
SIN3A@00088	464	391	112	199	1130	635	1158	1044	test
SIN3A@00089	182	54	96	1	634	281	187	442	test
SIN3A@00090	0	0	0	0	0	20	0	0	test
SIN3A@00091	1008	198	12	0	951	335	1721	1638	test
SIN3A@00092	483	266	170	103	827	418	5067	453	test
SIN3A@00093	803	799	78	327	1279	579	2466	896	test
SIN3A@00094	0	20	0	0	194	91	137	185	test
SIN3A@00095	457	237	135	261	666	339	601	685	test
SIN3A@00096	217	232	77	131	299	102	1	87	test
SIN3A@00097	255	92	93	142	62	87	0	1	test
SIN3A@00098	333	242	946	580	241	114	62	3	test
SIN3A@00099	250	312	18	189	0	17	3	2	test
SIN3A@00100	1171	1004	87	634	782	340	324	387	test
SIN3A@00101	0	7	0	1	128	2	0	0	test
SIN3A@00102	263	288	8	166	296	102	631	155	test
SIN3A@00103	34	8	0	0	294	117	65	1379	test
SIN3A@00104	71	98	0	0	168	89	69	1406	test
SIN3A@00105	312	453	53	177	807	344	470	591	test
SIN3A@00106	781	1086	49	906	432	255	248	480	test
SIN3A@00107	881	703	266	372	406	160	381	205	test
SIN3A@00108	288	185	1196	589	72	16	3	0	test
SIN3A@00109	1026	1014	167	460	1376	694	670	1065	test
SIN3A@00110	58	25	0	0	330	118	95	64	test
SIN3A@00111	318	526	52	245	1159	670	787	1009	test
SIN3A@00112	797	607	132	799	356	143	60	116	test
SIN3A@00113	1402	906	1609	1226	503	144	95	262	test
SIN3A@00114	0	1	0	1	0	0	1	1	test
SIN3A@00115	48	73	17	1	413	182	368	198	test
SIN3A@00116	203	332	13	213	144	130	38	43	test
SIN3A@00117	1	12	0	216	2	25	1	0	test
SIN3A@00118	735	528	1042	792	228	142	1	47	test
SIN3A@00119	242	150	2395	1263	0	34	0	0	test
SIN3A@00120	199	191	902	612	298	154	115	170	test
SIN3A@00121	93	18	0	171	2	19	4	2	test
SIN3A@00122	367	221	71	31	152	114	44	2	test
SIN3A@00123	526	581	926	911	860	477	475	528	test
SIN3A@00124	311	198	1107	641	677	372	910	538	test
SIN3A@00125	1375	633	1940	1098	817	444	969	768	test
SIN3A@00126	832	642	26	228	2036	925	1934	1455	test
SIN3A@00127	286	111	110	330	154	74	230	36	test
SIN3A@00128	798	632	1088	847	594	301	380	367	test
SIN3A@00129	2	2	4	1	0	1	1	2	test
SIN3A@00130	645	132	0	129	1019	555	672	1108	test
SIN3A@00131	1107	1239	1107	1084	1777	781	877	1400	test
SIN3A@00132	233	211	907	467	897	260	170	566	test
SIN3A@00133	287	370	16	464	236	160	52	671	test
SIN3A@00134	265	226	860	552	419	252	156	383	test
SIN3A@00135	176	115	0	0	826	283	141	325	test
SIN3A@00136	321	201	165	74	233	51	40	6	test
SIN3A@00137	244	83	0	0	395	180	382	211	test
SIN3A@00138	468	328	64	229	178	106	61	625	test
SIN3A@00139	382	464	626	739	299	125	1996	85	test
SIN3A@00140	590	510	750	702	861	559	1128	700	test
SIN3A@00141	1	0	6	2	1	1	1	1	test
SIN3A@00142	210	158	1	93	369	145	129	436	test
SIN3A@00143	203	109	146	36	139	62	2	3	test
SIN3A@00144	1	1	3	3	0	0	2	1	test
SIN3A@00145	676	948	1194	1114	1273	503	738	937	test
SIN3A@00146	237	76	52	24	545	285	158	507	test
SIN3A@00147	67	34	3	49	74	41	90	46	test
SIN3A@00148	99	86	0	1	110	70	61	151	test
SIN3A@00149	2323	2154	3910	2887	1876	1015	1421	1243	test
SIN3A@00150	665	304	23	124	1059	427	988	1148	test
SIN3A@00151	185	116	0	0	218	93	171	276	test
SIN3A@00152	146	32	7	0	214	97	88	1218	test
SIN3A@00153	556	577	1149	790	458	193	203	308	test
SIN3A@00154	800	554	1629	1366	611	270	569	437	test
SIN3A@00155	29	36	0	0	276	120	312	397	test
SIN3A@00156	431	252	712	558	415	192	402	541	test
SIN3A@00157	184	98	11	2	594	216	249	259	test
SIN3A@00158	17	64	566	303	408	124	2416	147	test
SIN3A@00159	268	247	1667	1967	122	32	549	1	test
SIN3A@00160	350	273	6	83	883	403	557	755	test
SIN3A@00161	83	0	0	0	69	45	1	2	test
SIN3A@00162	265	95	0	34	564	218	1090	692	test
SIN3A@00163	918	681	935	926	624	202	327	191	test
SIN3A@00164	488	224	917	531	427	78	174	80	test
SIN3A@00165	149	107	252	397	909	374	569	537	test
SIN3A@00166	15	53	0	0	82	12	0	0	test
SIN3A@00167	101	54	813	431	419	146	123	254	test
SIN3A@00168	473	441	16	301	170	128	319	1653	test
SIN3A@00169	1	19	1	1	266	126	1	3	test
SIN3A@00170	92	35	1	2	319	170	189	179	test
SIN3A@00171	244	101	997	535	458	262	884	999	test
SIN3A@00172	289	144	75	44	582	233	184	221	test
SIN3A@00173	790	404	584	557	388	199	188	189	test
SIN3A@00174	159	79	13	103	296	106	432	289	test
SIN3A@00175	88	103	45	0	0	10	1	2	test
SIN3A@00176	776	448	401	259	1381	539	423	1381	test
SIN3A@00177	197	17	0	0	837	161	92	189	test
SIN3A@00178	581	456	137	55	702	268	491	407	test
SIN3A@00179	30	0	161	2	427	130	142	240	test
SIN3A@00180	553	601	2793	1709	698	373	1051	361	test
SIN3A@00181	56	6	6	0	69	9	730	0	test
SIN3A@00182	1034	1020	1932	1507	722	394	523	466	test
SIN3A@00183	369	497	19	212	628	284	413	401	test
SIN3A@00184	1290	1548	46	851	1455	725	1033	1068	test
SIN3A@00185	132	35	0	0	436	199	995	100	test
SIN3A@00186	671	756	1055	1057	460	266	363	426	test
SIN3A@00187	2459	2346	422	1237	1753	1070	2071	1535	test
SIN3A@00188	1159	1123	2265	1700	1287	603	1187	842	test
SIN3A@00189	1969	1975	4324	3091	1756	973	1237	1679	test
SIN3A@00190	278	185	70	34	34	19	43	4	test
SIN3A@00191	0	0	1	0	0	0	0	0	test
SIN3A@00192	657	494	1686	913	1109	293	119	770	test
SIN3A@00193	382	341	175	152	311	191	76	194	test
SIN3A@00194	984	387	1385	696	624	390	667	300	test
SIN3A@00195	515	454	76	397	125	93	307	239	test
SIN3A@00196	1033	1034	944	912	529	278	229	155	test
SIN3A@00197	653	400	932	535	129	133	58	61	test
SIN3A@00198	492	503	193	239	862	424	239	598	test
SIN3A@00199	693	900	28	480	1063	443	938	585	test
SIN3A@00200	38	0	0	0	264	190	87	214	test
SIN3A@00201	625	263	528	290	584	388	499	581	test
SIN3A@00202	132	25	559	293	538	248	242	301	test
SIN3A@00203	24	33	0	0	87	4	0	1	test
SIN3A@00204	491	536	498	761	598	285	236	489	test
SIN3A@00205	473	372	1006	561	799	389	1152	773	test
SIN3A@00206	406	569	23	429	0	17	0	0	test
SIN3A@00207	339	400	11	280	583	299	831	567	test
SIN3A@00208	273	163	88	53	887	425	379	2171	test
SIN3A@00209	495	258	148	76	194	98	577	84	test
SIN3A@00210	619	708	2077	1286	456	270	132	427	test
SIN3A@00211	1166	828	2124	1746	735	342	395	267	test
SIN3A@00212	310	131	89	46	79	29	0	0	test
SIN3A@00213	964	731	322	885	789	329	2003	345	test
SIN3A@00214	386	144	84	84	25	61	83	218	test
SIN3A@00215	11	86	0	43	37	3	0	109	test
SIN3A@00216	300	118	1204	694	413	170	448	340	test
SIN3A@00217	562	465	20	228	202	47	4	117	test
SIN3A@00218	131	118	0	0	337	182	159	303	test
SIN3A@00219	312	99	67	94	806	444	752	440	test
SIN3A@00220	531	323	1906	1160	1028	273	461	3800	test
SIN3A@00221	327	119	62	42	58	53	260	43	test
SIN3A@00222	1	1	0	0	0	0	0	0	test
SIN3A@00223	571	352	930	618	474	163	420	1828	test
SIN3A@00224	91	46	40	27	90	60	471	47	test
SIN3A@00225	343	265	2	0	671	278	270	321	test
SIN3A@00226	633	601	142	291	222	198	147	99	test
SIN3A@00227	1200	935	785	780	750	252	1464	268	test
SIN3A@00228	349	174	88	61	36	49	0	0	test
SIN3A@00229	1083	1278	70	576	384	112	3	5	test
SIN3A@00230	802	606	176	375	876	496	1147	2009	test
SIN3A@00231	320	324	14	335	180	54	0	0	test
SIN3A@00232	1889	2140	2699	2972	343	132	334	173	test
SIN3A@00233	582	446	116	266	269	155	456	9	test
SIN3A@00234	693	281	328	177	633	284	1356	354	test
SIN3A@00235	630	426	18	0	1320	617	1117	1114	test
SIN3A@00236	670	801	461	595	467	243	472	315	test
SIN3A@00237	403	664	1093	1010	539	270	251	624	test
SIN3A@00238	707	213	73	43	538	211	276	244	test
SIN3A@00239	305	380	412	738	743	364	1144	348	test
SIN3A@00240	301	226	24	33	983	442	296	1090	test
SIN3A@00241	68	107	450	264	674	171	734	391	test
SIN3A@00242	947	796	1856	1140	1824	874	1349	1113	test
SIN3A@00243	213	242	674	495	575	226	1843	1791	test
SIN3A@00244	66	73	872	444	10	72	2	2	test
SIN3A@00245	41	72	31	0	83	54	156	0	test
SIN3A@00246	410	273	860	572	927	378	1197	552	test
SIN3A@00247	448	215	118	67	749	459	246	1585	test
SIN3A@00248	534	459	1006	832	174	63	0	69	test
SIN3A@00249	923	1043	35	656	1273	521	1016	591	test
SIN3A@00250	624	573	131	386	539	416	600	583	test
SIN3A@00251	259	170	6	210	703	292	125	999	test
SIN3A@00252	752	864	196	414	136	68	1	146	test
SIN3A@00253	489	543	929	808	552	217	427	445	test
SIN3A@00254	42	2	9	78	263	87	940	486	test
SIN3A@00255	220	397	962	1657	155	96	153	6	test
SIN3A@00256	101	167	1	0	164	125	933	96	test
SIN3A@00257	420	423	1409	1226	327	115	48	123	test
SIN3A@00258	195	135	81	76	359	163	388	271	test
SIN3A@00259	493	144	294	177	134	68	50	63	test
SIN3A@00260	598	930	1051	935	144	142	103	356	test
SIN3A@00261	137	49	1	205	508	262	424	435	test
SIN3A@00262	843	674	2290	1550	2357	445	769	1484	test
SIN3A@00263	640	216	240	137	248	82	646	92	test
SIN3A@00264	108	0	0	0	51	43	323	63	test
SIN3A@00265	586	305	119	51	694	367	493	801	test
SIN3A@00266	247	116	144	39	424	248	180	163	test
SIN3A@00267	97	57	916	516	127	24	8	4	test
SIN3A@00268	558	342	58	428	801	406	577	434	test
SIN3A@00269	749	826	1168	796	1278	643	679	791	test
SIN3A@00270	201	161	0	0	105	64	12	294	test
SIN3A@00271	1698	1233	2333	1727	1945	807	1664	1094	test
SIN3A@00272	382	382	17	277	359	135	197	229	test
SIN3A@00273	982	499	1581	1335	593	219	327	240	test
SIN3A@00274	298	216	87	21	420	229	355	246	test
SIN3A@00275	317	150	95	46	39	15	7	6	test
SIN3A@00276	170	127	53	23	0	15	3	102	test
SIN3A@00277	186	109	834	455	0	0	0	0	test
SIN3A@00278	168	121	0	1	205	61	65	161	test
SIN3A@00279	63	28	0	0	174	71	72	56	test
SIN3A@00280	119	141	43	13	280	143	901	202	test
SIN3A@00281	26	69	9	141	36	51	549	1	test
SIN3A@00282	265	348	34	213	669	333	218	580	test
SIN3A@00283	1209	622	206	339	498	222	734	312	test
SIN3A@00284	158	118	61	0	192	68	30	196	test
SIN3A@00285	657	602	800	651	1172	319	197	764	test
SIN3A@00286	49	64	759	306	286	163	224	165	test
SIN3A@00287	204	103	3	33	33	17	0	2	test
SIN3A@00288	287	55	41	0	381	96	1871	239	test
SIN3A@00289	700	696	1566	1211	565	263	220	499	test
SIN3A@00290	327	150	7	0	681	329	431	701	test
SIN3A@00291	238	54	133	364	89	16	548	1	test
SIN3A@00292	334	202	94	152	50	34	274	3	test
SIN3A@00293	185	107	181	16	709	116	87	654	test
SIN3A@00294	385	192	121	92	109	46	267	38	test
SIN3A@00295	172	46	67	0	111	68	109	0	test
SIN3A@00296	177	35	22	1	50	33	334	48	test
SIN3A@00297	2169	1707	1024	1531	1686	945	1109	1375	test
SIN3A@00298	283	64	2	0	1953	320	61	72	test
SIN3A@00299	631	577	155	454	456	159	165	965	test
SIN3A@00300	718	1009	1073	1004	333	158	6	71	test
SIN3A@00301	158	65	1	0	282	90	2	9	test
SIN3A@00302	2	18	0	0	180	83	631	198	test
SIN3A@00303	79	75	0	0	0	7	0	0	test
SIN3A@00304	672	290	962	488	1278	542	555	718	test
SIN3A@00305	30	49	0	4	21	31	0	0	test
SIN3A@00306	129	160	11	0	269	47	110	200	test
SIN3A@00307	449	476	1249	990	204	131	95	530	test
SIN3A@00308	313	450	65	233	177	63	323	267	test
SIN3A@00309	797	780	1137	1030	886	321	328	409	test
SIN3A@00310	187	217	31	148	617	259	212	885	test
SIN3A@00311	325	172	0	52	1502	614	673	721	test
SIN3A@00312	350	320	1831	1016	314	106	73	139	test
SIN3A@00313	505	319	139	138	973	471	855	647	test
SIN3A@00314	602	845	94	485	573	327	475	757	test
SIN3A@00315	74	161	817	446	605	271	264	503	test
SIN3A@00316	1	1	0	30	28	0	1	7	test
SIN3A@00317	110	138	1258	703	279	126	139	171	test
SIN3A@00318	29	36	1	1	142	87	85	127	test
SIN3A@00319	309	347	916	645	174	100	6	36	test
SIN3A@00320	57	50	71	0	216	63	308	121	test
SIN3A@00321	585	195	78	45	711	363	260	592	test
SIN3A@00322	383	553	1589	1086	576	303	187	298	test
SIN3A@00323	347	350	22	199	237	124	606	774	test
SIN3A@00324	863	663	1459	980	279	158	426	326	test
SIN3A@00325	116	75	1	1	304	155	221	297	test
SIN3A@00326	638	536	157	451	263	94	70	827	test
SIN3A@00327	200	127	183	188	358	103	1	0	test
SIN3A@00328	801	642	2278	1281	508	358	543	421	test
SIN3A@00329	0	0	0	0	0	0	0	1	test
SIN3A@00330	198	211	5	170	322	170	1412	2303	test
SIN3A@00331	385	496	1011	2163	249	143	53	244	test
SIN3A@00332	179	183	1570	936	223	162	127	266	test
SIN3A@00333	488	292	61	72	993	340	1451	484	test
SIN3A@00334	1119	806	2601	1595	764	348	154	814	test
SIN3A@00335	410	239	0	0	569	334	754	376	test
SIN3A@00336	508	446	104	250	456	136	1460	211	test
SIN3A@00337	693	518	199	317	216	94	87	105	test
SIN3A@00338	314	211	93	0	363	101	810	36	test
SIN3A@00339	109	55	0	36	350	162	76	226	test
SIN3A@00340	125	25	0	0	879	417	590	579	test
SIN3A@00341	995	1114	1187	1306	0	35	1	1	test
SIN3A@00342	162	101	11	100	678	321	1127	618	test
SIN3A@00343	197	144	21	0	315	154	365	364	test
SIN3A@00344	384	353	8	210	76	76	1	2	test
SIN3A@00345	164	57	185	0	395	141	1949	0	test
SIN3A@00346	210	48	0	0	441	229	460	1783	test
SIN3A@00347	1	5	3	0	3	3	1	2	test
SIN3A@00348	93	2	0	0	848	264	937	987	test
SIN3A@00349	212	164	416	635	593	254	225	347	test
SIN3A@00350	149	291	8	158	349	206	376	185	test
SIN3A@00351	1167	1021	2700	1700	768	480	942	2402	test
SIN3A@00352	18	68	0	0	296	66	50	114	test
SIN3A@00353	301	350	43	343	458	222	482	305	test
SIN3A@00354	31	34	143	45	277	110	122	198	test
SIN3A@00355	532	532	999	572	324	173	67	204	test
SIN3A@00356	345	195	1239	686	864	400	276	569	test
SIN3A@00357	292	205	0	0	1100	415	667	1654	test
SIN3A@00358	841	711	3171	1858	633	206	240	231	test
SIN3A@00359	198	127	1149	560	472	206	375	2287	test
SIN3A@00360	1632	1393	1555	1339	808	418	1000	995	test
SIN3A@00361	388	612	27	386	29	55	0	76	test
SIN3A@00362	1856	1326	3217	2875	886	398	494	716	test
SIN3A@00363	659	546	877	800	130	202	369	162	test
SIN3A@00364	64	20	9	0	404	286	379	242	test
SIN3A@00365	1465	812	3266	1827	756	462	389	532	test
SIN3A@00366	599	575	756	532	460	199	333	163	test
SIN3A@00367	184	267	1286	752	317	124	237	149	test
SIN3A@00368	28	1	0	0	243	148	66	188	test
SIN3A@00369	190	193	863	468	690	363	3163	529	test
SIN3A@00370	260	422	7	271	0	21	0	0	test
SIN3A@00371	1370	1111	344	764	1027	485	559	1200	test
SIN3A@00372	2014	772	3150	1801	628	276	107	279	test
SIN3A@00373	508	501	13	302	490	310	740	542	test
SIN3A@00374	795	973	1043	1076	631	373	282	382	test
SIN3A@00375	0	1	0	0	0	0	0	2	test
SIN3A@00376	322	173	0	1	575	302	316	633	test
SIN3A@00377	305	149	139	47	638	238	219	426	test
SIN3A@00378	679	260	99	187	1349	562	474	1080	test
SIN3A@00379	1385	843	291	405	1224	658	1105	911	test
SIN3A@00380	81	0	8	0	206	77	906	10	test
SIN3A@00381	78	11	0	1	259	89	147	19	test
SIN3A@00382	292	396	13	182	42	21	2	1	test
SIN3A@00383	113	212	23	0	1118	531	500	827	test
SIN3A@00384	1168	968	2033	1582	3023	1478	1642	2139	test
SIN3A@00385	802	496	939	581	1096	473	564	622	test
SIN3A@00386	686	802	1196	969	1186	462	481	527	test
SIN3A@00387	550	437	128	191	773	350	422	493	test
SIN3A@00388	248	409	16	240	1323	253	891	78	test
SIN3A@00389	47	16	12	27	246	94	345	136	test
SIN3A@00390	657	557	295	303	722	390	524	430	test
SIN3A@00391	22	0	1	88	537	242	258	449	test
SIN3A@00392	261	231	117	30	565	261	1599	2249	test
SIN3A@00393	268	297	8	230	95	80	0	0	test
SIN3A@00394	159	37	11	57	891	478	1028	962	test
SIN3A@00395	638	1043	169	568	328	189	242	140	test
SIN3A@00396	216	33	0	20	974	474	1028	506	test
SIN3A@00397	194	172	1003	751	115	62	337	52	test
SIN3A@00398	793	612	10	102	698	458	511	852	test
SIN3A@00399	1184	711	3138	2592	865	519	538	521	test
SIN3A@00400	144	100	1	1	333	75	75	326	test
SIN3A@00401	580	272	227	499	644	379	458	636	test
SIN3A@00402	871	809	764	635	532	292	414	377	test
SIN3A@00403	321	157	2	1	347	235	395	297	test
SIN3A@00404	315	311	52	43	339	155	376	583	test
SIN3A@00405	98	88	2	157	173	133	53	80	test
SIN3A@00406	59	0	0	0	343	187	613	219	test
SIN3A@00407	724	887	1916	1414	990	455	1629	520	test
SIN3A@00408	275	389	19	236	142	56	0	0	test
SIN3A@00409	155	137	917	543	250	90	44	119	test
SIN3A@00410	598	627	20	324	302	92	0	523	test
SIN3A@00411	287	175	14	0	449	181	646	705	test
SIN3A@00412	194	234	881	530	232	143	44	183	test
SIN3A@00413	502	507	1356	812	299	114	536	355	test
SIN3A@00414	545	256	109	358	1002	354	211	1872	test
SIN3A@00415	561	246	176	79	2345	1070	2769	1961	test
SIN3A@00416	0	0	2	0	79	33	296	38	test
SIN3A@00417	251	49	0	138	167	19	75	0	test
SIN3A@00418	689	547	101	257	519	258	157	174	test
SIN3A@00419	325	223	44	20	146	152	203	141	test
SIN3A@00420	297	406	52	499	481	219	100	239	test
SIN3A@00421	809	600	155	190	1013	363	555	561	test
SIN3A@00422	246	208	850	470	675	225	193	388	test
SIN3A@00423	942	921	1096	1061	2864	1163	1456	1617	test
SIN3A@00424	656	406	1803	1396	956	387	3828	1219	test
SIN3A@00425	391	251	69	39	451	195	105	208	test
SIN3A@00426	565	666	874	1319	915	407	1355	1062	test
SIN3A@00427	394	326	99	274	415	192	600	232	test
SIN3A@00428	522	412	2188	1287	1317	615	514	913	test
SIN3A@00429	275	62	76	33	215	105	123	99	test
SIN3A@00430	774	822	185	550	515	256	508	409	test
SIN3A@00431	386	222	91	248	441	154	97	294	test
SIN3A@00432	379	569	11	313	164	114	454	155	test
SIN3A@00433	757	826	80	541	1102	548	840	537	test
SIN3A@00434	352	282	568	477	269	193	121	187	test
SIN3A@00435	98	118	742	395	225	117	1070	136	test
SIN3A@00436	498	477	1844	1379	555	223	808	518	test
SIN3A@00437	564	444	801	632	276	225	367	221	test
SIN3A@00438	84	36	0	41	193	150	88	116	test
SIN3A@00439	586	245	57	173	198	99	306	207	test
SIN3A@00440	125	85	8	50	186	117	58	106	test
SIN3A@00441	23	39	837	553	199	37	416	56	test
SIN3A@00442	555	280	845	529	248	145	116	173	test
SIN3A@00443	657	554	1031	811	544	230	1935	948	test
SIN3A@00444	635	309	14	82	1368	668	278	653	test
SIN3A@00445	2364	1838	1868	1537	4127	1786	2168	2669	test
SIN3A@00446	465	279	51	63	210	140	344	170	test
SIN3A@00447	541	526	2081	1432	234	166	187	33	test
SIN3A@00448	609	667	1103	917	148	63	397	173	test
SIN3A@00449	78	54	21	0	419	260	522	269	test
SIN3A@00450	273	125	13	58	659	294	508	365	test
SIN3A@00451	1082	1221	130	845	1046	389	2094	1721	test
SIN3A@00452	372	236	1257	759	813	271	702	225	test
SIN3A@00453	1264	1179	2823	1789	1019	612	667	948	test
SIN3A@00454	7	57	2	0	369	213	184	297	test
SIN3A@00455	391	142	1186	663	920	397	2188	601	test
SIN3A@00456	1136	1164	2252	1731	734	304	1011	182	test
SIN3A@00457	202	103	168	46	332	160	24	57	test
SIN3A@00458	642	571	114	481	2103	994	3443	2028	test
SIN3A@00459	217	333	59	272	88	40	0	0	test
SIN3A@00460	356	439	61	254	307	133	159	30	test
SIN3A@00461	425	183	4	113	433	170	200	228	test
SIN3A@00462	0	2	2	1	0	0	2	3	test
SIN3A@00463	163	28	5	0	86	48	0	0	test
SIN3A@00464	618	300	20	153	858	437	2184	588	test
SIN3A@00465	708	869	186	521	494	257	906	677	test
SIN3A@00466	84	74	0	0	116	5	1	2	test
SIN3A@00467	0	54	1	0	117	32	186	32	test
SIN3A@00468	129	50	20	101	555	224	100	1650	test
SIN3A@00469	315	262	131	243	1412	773	1266	1301	test
SIN3A@00470	1454	1542	247	995	833	443	1667	1265	test
SIN3A@00471	360	336	11	884	187	106	271	121	test
SIN3A@00472	183	366	14	195	259	62	65	179	test
SIN3A@00473	584	473	238	303	203	184	2	7	test
SIN3A@00474	1442	1426	221	973	2515	925	3224	2130	test
SIN3A@00475	608	578	847	767	587	226	73	235	test
SIN3A@00476	32	0	0	0	74	27	0	0	test
SIN3A@00477	676	513	1084	2077	411	94	85	94	test
SIN3A@00478	505	383	2460	1440	487	295	705	286	test
SIN3A@00479	580	602	2556	1542	59	70	1	0	test
SIN3A@00480	304	143	0	114	1227	482	1463	914	test
SIN3A@00481	362	249	86	40	26	0	1	0	test
SIN3A@00482	0	0	0	0	0	0	0	0	test
SIN3A@00483	354	193	218	59	416	222	221	172	test
SIN3A@00484	409	278	738	532	664	535	624	463	test
SIN3A@00485	793	758	2730	1662	710	387	646	2057	test
SIN3A@00486	509	405	1341	723	167	150	108	123	test
SIN3A@00487	881	1174	50	717	609	238	201	149	test
SIN3A@00488	639	473	1030	722	171	135	1256	214	test
SIN3A@00489	368	379	69	235	313	148	102	1043	test
SIN3A@00490	658	530	1639	1039	230	143	106	217	test
SIN3A@00491	101	111	1	130	459	149	147	324	test
SIN3A@00492	380	366	34	255	804	357	688	832	test
SIN3A@00493	25	39	2	0	342	171	108	299	test
SIN3A@00494	0	2	7	2	0	0	0	1	test
SIN3A@00495	472	294	103	365	562	383	1972	317	test
SIN3A@00496	235	116	818	498	610	144	134	410	test
SIN3A@00497	140	98	957	667	207	120	72	583	test
SIN3A@00498	2557	2527	3260	2896	7706	2769	4558	3471	test
