oligo	XR043	XR044	XR045	XR046	XR050	XR051	XR052	XR054	group
SIN3A@05761	1294	825	2016	1398	2097	1035	1703	1171	test
SIN3A@05762	88	68	1109	591	408	151	751	394	test
SIN3A@05763	1575	1453	2589	1786	1535	804	1081	1114	test
SIN3A@05764	114	184	538	250	585	231	655	690	test
SIN3A@05765	1960	762	1368	1241	437	219	183	235	test
SIN3A@05766	964	1085	29	454	1417	739	1673	799	test
SIN3A@05767	4023	3438	1670	2203	3454	1946	1582	1801	test
SIN3A@05768	1990	1739	1100	1523	1486	772	364	739	test
SIN3A@05769	183	19	0	0	329	203	259	251	test
SIN3A@05770	1	0	2	1	0	0	0	0	test
SIN3A@05771	153	127	17	20	270	167	170	206	test
SIN3A@05772	237	306	22	98	315	133	226	244	test
SIN3A@05773	251	211	61	337	627	203	1225	517	test
SIN3A@05774	685	566	69	283	337	141	1488	147	test
SIN3A@05775	0	0	5	1	3	0	3	0	test
SIN3A@05776	1041	620	176	144	2106	957	696	1186	test
SIN3A@05777	282	242	1970	1125	258	171	378	105	test
SIN3A@05778	150	117	3	129	1106	437	429	507	test
SIN3A@05779	521	479	1115	767	439	120	272	107	test
SIN3A@05780	334	425	15	259	459	160	95	264	test
SIN3A@05781	45	39	0	0	122	49	552	28	test
SIN3A@05782	531	608	39	471	1250	518	879	781	test
SIN3A@05783	477	444	17	287	807	411	202	1039	test
SIN3A@05784	0	0	1	2	1	0	1	1	test
SIN3A@05785	525	576	932	715	1083	497	1355	676	test
SIN3A@05786	203	33	0	87	296	126	156	145	test
SIN3A@05787	523	118	28	21	726	361	327	541	test
SIN3A@05788	69	33	0	0	289	114	462	361	test
SIN3A@05789	113	25	15	0	229	216	361	160	test
SIN3A@05790	346	104	92	339	1130	380	776	821	test
SIN3A@05791	383	97	86	220	250	149	212	157	test
SIN3A@05792	510	540	909	692	2184	1048	1374	1932	test
SIN3A@05793	196	88	1	33	657	233	196	269	test
SIN3A@05794	507	310	722	681	757	277	134	371	test
SIN3A@05795	124	175	0	17	374	192	693	181	test
SIN3A@05796	1412	1260	966	1184	2307	946	3504	1039	test
SIN3A@05797	22	21	23	0	25	0	1	1	test
SIN3A@05798	715	265	376	824	646	295	1506	650	test
SIN3A@05799	1091	1460	73	863	791	436	1239	787	test
SIN3A@05800	850	682	1254	853	806	433	494	610	test
SIN3A@05801	371	323	36	132	998	338	291	411	test
SIN3A@05802	377	608	24	302	73	91	0	2	test
SIN3A@05803	0	0	0	0	0	0	0	0	test
SIN3A@05804	0	15	0	0	80	23	2	4	test
SIN3A@05805	595	178	100	77	463	320	261	373	test
SIN3A@05806	113	81	816	418	27	31	92	0	test
SIN3A@05807	287	196	49	0	406	280	702	629	test
SIN3A@05808	0	0	0	0	0	0	0	0	test
SIN3A@05809	338	268	8	97	49	40	5	5	test
SIN3A@05810	28	30	0	0	0	0	0	0	test
SIN3A@05811	792	839	1054	811	1425	556	1078	1129	test
SIN3A@05812	382	159	57	38	199	128	251	136	test
SIN3A@05813	885	986	41	949	663	329	347	443	test
SIN3A@05814	334	60	0	0	605	258	691	446	test
SIN3A@05815	86	79	0	48	233	98	317	148	test
SIN3A@05816	11	9	0	0	126	70	51	222	test
SIN3A@05817	1	0	0	0	0	0	0	0	test
SIN3A@05818	299	179	77	292	761	338	654	582	test
SIN3A@05819	1007	1173	95	781	694	350	1239	29717	test
SIN3A@05820	336	489	12	289	729	310	3024	694	test
SIN3A@05821	517	544	2106	1290	1180	365	168	1192	test
SIN3A@05822	757	1062	48	720	1021	502	302	1011	test
SIN3A@05823	61	50	0	0	272	145	36	94	test
SIN3A@05824	352	530	1023	897	739	366	305	514	test
SIN3A@05825	629	426	2767	1525	353	130	106	333	test
SIN3A@05826	56	39	10	37	44	34	0	2	test
SIN3A@05827	191	162	139	24	338	133	1	902	test
SIN3A@05828	26	73	730	428	60	29	769	6432	test
SIN3A@05829	1667	1351	343	828	1737	627	905	874	test
SIN3A@05830	194	93	0	0	327	121	1088	258	test
SIN3A@05831	921	938	1493	1178	825	336	232	729	test
SIN3A@05832	116	22	75	176	282	186	42	89	test
SIN3A@05833	74	35	0	0	45	30	1	2	test
SIN3A@05834	289	107	111	59	54	26	0	486	test
SIN3A@05835	517	432	930	647	845	557	1392	645	test
SIN3A@05836	833	644	98	262	363	172	1327	448	test
SIN3A@05837	128	25	27	199	216	31	0	0	test
SIN3A@05838	174	56	18	0	117	80	23	39	test
SIN3A@05839	67	14	23	0	290	76	4	109	test
SIN3A@05840	141	149	618	444	345	210	414	140	test
SIN3A@05841	463	175	179	71	442	218	513	151	test
SIN3A@05842	0	44	1	0	87	73	283	159	test
SIN3A@05843	381	512	25	214	743	286	11163	399	test
SIN3A@05844	63	21	0	1	15	16	5	6	test
SIN3A@05845	1037	598	970	743	1407	718	966	903	test
SIN3A@05846	84	31	0	41	826	407	414	730	test
SIN3A@05847	349	495	262	279	655	368	122	616	test
SIN3A@05848	822	759	60	468	436	241	363	520	test
SIN3A@05849	130	191	504	299	180	112	280	3	test
SIN3A@05850	149	116	927	600	219	136	19	80	test
SIN3A@05851	204	76	75	39	221	104	76	100	test
SIN3A@05852	1051	992	971	1146	910	439	1489	588	test
SIN3A@05853	275	97	134	346	358	84	346	130	test
SIN3A@05854	806	468	2119	1193	1121	611	5083	1313	test
SIN3A@05855	78	45	0	0	405	204	115	273	test
SIN3A@05856	106	64	801	398	238	99	86	146	test
SIN3A@05857	1007	1477	3560	2831	345	188	242	172	test
SIN3A@05858	318	285	8	227	583	220	138	296	test
SIN3A@05859	277	250	28	157	578	249	115	388	test
SIN3A@05860	914	592	1030	1155	214	122	551	0	test
SIN3A@05861	832	767	598	659	359	206	498	32	test
SIN3A@05862	69	67	824	555	604	339	443	359	test
SIN3A@05863	133	28	0	0	115	86	399	68	test
SIN3A@05864	252	137	969	539	131	91	1	0	test
SIN3A@05865	495	198	87	282	2	25	3	5	test
SIN3A@05866	142	182	1154	656	250	125	119	82	test
SIN3A@05867	272	455	486	535	123	159	0	0	test
SIN3A@05868	171	144	3	0	1247	452	289	589	test
SIN3A@05869	3	0	2	0	0	0	1	0	test
SIN3A@05870	697	617	1134	681	219	193	399	669	test
SIN3A@05871	946	970	51	689	793	437	514	543	test
SIN3A@05872	609	547	60	411	326	180	400	163	test
SIN3A@05873	49	46	2	2	480	282	688	379	test
SIN3A@05874	42	194	0	0	663	361	453	366	test
SIN3A@05875	469	329	1077	634	218	146	1046	192	test
SIN3A@05876	507	407	105	171	391	222	334	296	test
SIN3A@05877	419	366	106	188	934	415	297	1013	test
SIN3A@05878	260	86	1064	576	189	127	55	245	test
SIN3A@05879	784	675	1051	863	565	221	81	187	test
SIN3A@05880	451	565	47	641	879	438	394	838	test
SIN3A@05881	789	1066	884	1046	1235	558	3405	706	test
SIN3A@05882	0	0	1	25	213	112	45	140	test
SIN3A@05883	432	153	1018	3898	328	167	417	182	test
SIN3A@05884	227	341	17	293	26	30	0	0	test
SIN3A@05885	755	597	1174	785	315	216	406	122	test
SIN3A@05886	193	141	1076	596	479	174	64	208	test
SIN3A@05887	322	213	1089	536	894	480	1502	551	test
SIN3A@05888	127	45	0	23	625	340	459	480	test
SIN3A@05889	31	22	0	89	104	20	0	496	test
SIN3A@05890	180	231	678	425	631	255	2033	543	test
SIN3A@05891	349	380	19	259	305	226	135	256	test
SIN3A@05892	181	353	11	239	330	176	140	250	test
SIN3A@05893	171	207	1168	706	399	198	358	186	test
SIN3A@05894	329	271	124	39	217	122	287	48	test
SIN3A@05895	213	156	43	39	243	100	603	144	test
SIN3A@05896	1098	939	997	1314	1545	578	897	733	test
SIN3A@05897	359	197	128	177	201	70	91	209	test
SIN3A@05898	96	77	0	0	232	92	24	78	test
SIN3A@05899	639	192	902	458	575	294	558	496	test
SIN3A@05900	1324	1057	3090	2666	860	433	552	833	test
SIN3A@05901	502	550	93	267	214	157	88	162	test
SIN3A@05902	591	263	961	567	653	329	195	581	test
SIN3A@05903	249	121	793	472	46	17	0	431	test
SIN3A@05904	129	90	0	1	229	105	72	531	test
SIN3A@05905	92	38	0	0	459	221	789	1731	test
SIN3A@05906	535	326	930	586	420	100	190	169	test
SIN3A@05907	256	296	2781	1573	302	178	413	61	test
SIN3A@05908	718	586	74	482	390	191	173	596	test
SIN3A@05909	328	112	670	399	179	150	432	148	test
SIN3A@05910	498	778	39	497	533	246	494	353	test
SIN3A@05911	1446	1244	1020	995	965	381	928	339	test
SIN3A@05912	480	187	443	264	118	68	337	12	test
SIN3A@05913	481	485	84	307	487	285	346	226	test
SIN3A@05914	987	709	1232	1215	1657	712	2850	985	test
SIN3A@05915	435	335	897	784	420	193	349	87	test
SIN3A@05916	200	137	33	1	208	109	63	525	test
SIN3A@05917	174	0	0	0	250	99	614	157	test
SIN3A@05918	364	190	99	61	582	314	193	330	test
SIN3A@05919	74	0	20	0	195	49	85	40	test
SIN3A@05920	910	790	2900	1992	2176	1125	1041	1730	test
SIN3A@05921	630	480	242	329	465	209	1297	420	test
SIN3A@05922	552	565	789	795	616	226	251	553	test
SIN3A@05923	466	531	1017	750	218	82	378	46	test
SIN3A@05924	247	266	5	300	797	312	229	1424	test
SIN3A@05925	1241	620	2234	1343	1768	846	2495	2132	test
SIN3A@05926	909	801	23	499	387	208	1527	332	test
SIN3A@05927	669	1035	23	596	199	89	295	166	test
SIN3A@05928	395	236	2	2	547	322	284	1041	test
SIN3A@05929	442	623	1161	878	115	69	6	2	test
SIN3A@05930	1124	560	979	758	2171	992	894	1348	test
SIN3A@05931	140	71	0	14	446	240	219	337	test
SIN3A@05932	0	26	0	0	160	74	319	111	test
SIN3A@05933	71	0	0	0	42	29	543	33	test
SIN3A@05934	253	413	9	170	558	189	484	630	test
SIN3A@05935	403	517	12	279	375	133	668	143	test
SIN3A@05936	812	450	2308	1271	639	266	165	736	test
SIN3A@05937	157	0	7	0	525	278	181	405	test
SIN3A@05938	9	13	0	42	46	7	0	0	test
SIN3A@05939	371	115	837	702	427	220	439	1008	test
SIN3A@05940	101	67	0	32	447	220	526	328	test
SIN3A@05941	445	429	10	231	1124	515	1514	799	test
SIN3A@05942	193	52	0	0	385	185	402	215	test
SIN3A@05943	252	182	79	36	164	92	584	318	test
SIN3A@05944	701	515	103	254	829	409	1689	579	test
SIN3A@05945	70	100	874	516	178	82	40	179	test
SIN3A@05946	87	59	17	1	448	290	180	418	test
SIN3A@05947	481	518	2857	1833	853	351	811	729	test
SIN3A@05948	39	0	0	0	13	6	2	0	test
SIN3A@05949	959	1026	710	912	569	294	246	410	test
SIN3A@05950	135	81	0	101	550	303	127	257	test
SIN3A@05951	285	145	1879	1100	365	245	130	479	test
SIN3A@05952	86	38	63	0	565	307	236	587	test
SIN3A@05953	551	348	1666	938	275	155	120	220	test
SIN3A@05954	815	582	1165	828	2167	1013	831	1299	test
SIN3A@05955	1098	1029	1881	1176	1153	629	524	744	test
SIN3A@05956	271	328	0	46	1077	435	2104	869	test
SIN3A@05957	770	678	824	737	1893	827	1434	957	test
SIN3A@05958	1	0	0	0	1	0	0	0	test
SIN3A@05959	1011	1205	747	869	390	233	136	534	test
SIN3A@05960	206	63	2	77	948	280	549	570	test
SIN3A@05961	1694	1446	1248	1444	362	164	40	224	test
SIN3A@05962	557	450	6	0	886	511	938	626	test
SIN3A@05963	549	475	160	294	571	298	200	482	test
SIN3A@05964	338	376	29	237	31	47	0	0	test
SIN3A@05965	178	143	1	0	319	166	41	212	test
SIN3A@05966	358	108	31	214	573	146	227	0	test
SIN3A@05967	982	1002	119	504	1261	634	820	1199	test
SIN3A@05968	1197	1118	205	469	625	317	1066	1170	test
SIN3A@05969	4767	3543	3993	3464	4171	2189	3280	3326	test
SIN3A@05970	1271	1228	2259	1912	972	376	525	520	test
SIN3A@05971	277	184	97	1	507	224	419	329	test
SIN3A@05972	1289	1126	277	481	1123	577	1443	1135	test
SIN3A@05973	553	447	1572	1020	1100	515	587	2285	test
SIN3A@05974	645	908	30	477	428	159	389	197	test
SIN3A@05975	1036	850	783	600	786	462	851	317	test
SIN3A@05976	380	386	11	297	16	57	297	885	test
SIN3A@05977	454	431	2259	1544	663	287	2974	382	test
SIN3A@05978	251	197	1806	1223	623	139	488	134	test
SIN3A@05979	113	116	1226	665	113	80	103	9	test
SIN3A@05980	219	217	806	615	52	99	183	40	test
SIN3A@05981	144	31	0	0	119	125	306	134	test
SIN3A@05982	976	818	2024	1310	684	447	501	786	test
SIN3A@05983	355	505	27	530	1360	612	1033	1206	test
SIN3A@05984	219	296	2	85	798	364	1194	547	test
SIN3A@05985	273	208	53	29	509	253	921	137	test
SIN3A@05986	280	134	96	147	16	45	3	2	test
SIN3A@05987	673	603	95	428	572	216	617	1770	test
SIN3A@05988	454	645	82	419	385	117	756	964	test
SIN3A@05989	86	66	0	0	107	91	108	345	test
SIN3A@05990	802	792	91	560	1532	899	878	1369	test
SIN3A@05991	171	110	0	0	27	45	0	0	test
SIN3A@05992	246	316	14	151	1017	484	1005	614	test
SIN3A@05993	175	190	13	0	1	28	54	1	test
SIN3A@05994	753	841	882	933	1186	519	763	1245	test
SIN3A@05995	285	350	11	361	328	157	110	326	test
SIN3A@05996	522	137	1054	646	79	66	6	34	test
SIN3A@05997	428	627	27	382	217	94	4	116	test
SIN3A@05998	209	175	0	0	514	231	3374	1018	test
SIN3A@05999	615	422	1421	969	355	196	223	364	test
SIN3A@06000	252	206	479	294	1055	455	1417	1408	test
SIN3A@06001	220	293	20	344	613	58	163	198	test
SIN3A@06002	1000	1076	3492	2560	403	285	335	359	test
SIN3A@06003	24	28	1	0	738	187	391	944	test
SIN3A@06004	234	54	0	4	775	267	224	420	test
SIN3A@06005	380	134	0	0	303	154	43	176	test
SIN3A@06006	354	141	1	2	451	267	180	501	test
SIN3A@06007	909	364	1534	705	46	82	310	36	test
SIN3A@06008	0	1	0	1	2	0	1	1	test
SIN3A@06009	356	249	1091	701	86	139	0	0	test
SIN3A@06010	484	741	1091	1010	361	180	47	120	test
SIN3A@06011	69	121	0	44	137	85	181	107	test
SIN3A@06012	1094	1090	1170	1271	651	416	546	583	test
SIN3A@06013	379	166	84	55	162	63	73	97	test
SIN3A@06014	410	519	111	505	369	223	193	431	test
SIN3A@06015	146	57	0	0	88	52	2	78	test
SIN3A@06016	1200	1088	4462	2847	1007	409	842	746	test
SIN3A@06017	154	107	4	98	190	90	75	102	test
SIN3A@06018	105	61	0	1	275	63	97	149	test
SIN3A@06019	208	113	0	1	857	244	703	340	test
SIN3A@06020	512	512	1206	1120	194	99	405	650	test
SIN3A@06021	15	19	1	225	415	232	167	321	test
SIN3A@06022	2	2	1	0	2	0	1	0	test
SIN3A@06023	698	470	174	242	1137	498	929	3283	test
SIN3A@06024	280	408	8	198	324	182	378	258	test
SIN3A@06025	284	276	1317	754	430	283	378	228	test
SIN3A@06026	997	640	2490	1492	645	366	208	279	test
SIN3A@06027	784	673	101	409	565	263	294	304	test
SIN3A@06028	375	125	94	37	937	508	650	671	test
SIN3A@06029	142	26	72	21	446	250	356	725	test
SIN3A@06030	762	655	1203	913	622	348	643	2528	test
SIN3A@06031	355	231	1385	742	588	272	164	344	test
SIN3A@06032	88	51	2	2	307	163	73	353	test
SIN3A@06033	395	157	4	86	231	106	293	231	test
SIN3A@06034	418	162	111	58	44	45	3	244	test
SIN3A@06035	431	328	807	507	1668	651	2699	774	test
SIN3A@06036	517	605	895	768	293	127	92	86	test
SIN3A@06037	49	0	5	469	145	44	1400	1756	test
SIN3A@06038	279	116	160	68	1141	635	675	938	test
SIN3A@06039	288	152	46	27	390	207	79	349	test
SIN3A@06040	120	73	0	0	53	23	4	2	test
SIN3A@06041	638	331	1414	879	912	586	1151	494	test
SIN3A@06042	809	413	1906	1206	801	433	444	480	test
SIN3A@06043	586	385	1316	736	369	217	947	1305	test
SIN3A@06044	439	483	17	225	1077	564	283	576	test
SIN3A@06045	0	0	0	0	9	16	0	0	test
SIN3A@06046	1206	1020	1462	1484	1285	620	747	561	test
SIN3A@06047	51	17	0	0	219	130	74	141	test
SIN3A@06048	121	99	0	0	24	43	5	4	test
SIN3A@06049	405	451	18	240	231	69	37	270	test
SIN3A@06050	197	56	2	30	544	218	184	600	test
SIN3A@06051	610	541	75	297	369	165	74	836	test
SIN3A@06052	780	522	816	697	585	322	249	604	test
SIN3A@06053	396	124	260	31	480	236	173	112	test
SIN3A@06054	68	64	0	0	29	17	2	1	test
SIN3A@06055	251	147	0	116	885	434	261	1107	test
SIN3A@06056	1410	325	301	383	1014	538	1078	1017	test
SIN3A@06057	370	125	82	77	330	155	65	363	test
SIN3A@06058	629	449	119	118	338	196	338	544	test
SIN3A@06059	110	123	0	16	99	23	427	54	test
SIN3A@06060	879	980	945	1014	887	517	872	438	test
SIN3A@06061	343	416	11	222	217	203	263	423	test
SIN3A@06062	0	33	2	0	3	2	0	3	test
SIN3A@06063	142	67	0	0	137	53	532	62	test
SIN3A@06064	294	309	16	225	245	89	160	277	test
SIN3A@06065	142	170	22	125	616	263	1694	1164	test
SIN3A@06066	924	827	632	710	1977	950	2864	1529	test
SIN3A@06067	62	7	0	11	270	104	368	294	test
SIN3A@06068	20	53	1	3	107	49	76	75	test
SIN3A@06069	391	540	1058	1002	599	293	122	349	test
SIN3A@06070	0	20	1	0	218	47	124	111	test
SIN3A@06071	480	875	28	484	236	111	40	72	test
SIN3A@06072	216	69	2	1	96	58	964	132	test
SIN3A@06073	747	358	383	226	767	382	1607	365	test
SIN3A@06074	856	982	954	1044	1580	644	563	1485	test
SIN3A@06075	146	42	448	279	7	10	0	2	test
SIN3A@06076	283	580	21	330	529	223	1006	348	test
SIN3A@06077	0	0	0	0	33	45	0	0	test
SIN3A@06078	796	961	147	305	1112	395	108	701	test
SIN3A@06079	226	185	1026	617	133	96	52	207	test
SIN3A@06080	120	134	841	447	623	252	152	280	test
SIN3A@06081	48	34	0	0	25	10	4	280	test
SIN3A@06082	208	259	495	281	807	431	496	705	test
SIN3A@06083	414	371	27	395	693	294	6019	410	test
SIN3A@06084	30	33	0	0	121	38	419	0	test
SIN3A@06085	577	761	41	473	539	261	574	514	test
SIN3A@06086	41	20	0	0	47	45	285	66	test
SIN3A@06087	0	0	31	0	0	0	0	2	test
SIN3A@06088	51	22	0	0	57	37	373	37	test
SIN3A@06089	259	155	86	37	0	18	0	0	test
SIN3A@06090	533	845	166	590	545	271	139	284	test
SIN3A@06091	81	24	0	33	645	294	200	391	test
SIN3A@06092	838	807	1446	1037	480	167	58	150	test
SIN3A@06093	114	173	1	0	40	85	5	187	test
SIN3A@06094	32	81	16	0	148	97	100	2	test
SIN3A@06095	1649	607	1124	663	1250	509	659	447	test
SIN3A@06096	728	595	53	212	718	316	240	2656	test
SIN3A@06097	1213	927	167	1023	827	557	832	2019	test
SIN3A@06098	1160	926	2189	1543	1558	612	565	924	test
SIN3A@06099	94	74	0	442	1	13	3	94	test
SIN3A@06100	265	122	4	126	901	350	467	255	test
SIN3A@06101	205	75	2	0	442	241	223	979	test
SIN3A@06102	46	58	2	0	24	46	0	0	test
SIN3A@06103	1021	384	2203	1163	1150	495	283	781	test
SIN3A@06104	145	94	16	0	92	46	84	2	test
SIN3A@06105	1005	832	1431	1203	694	282	582	253	test
SIN3A@06106	406	514	1132	819	175	94	67	302	test
SIN3A@06107	574	238	1145	655	415	282	1076	230	test
SIN3A@06108	112	70	0	1	0	1	0	2	test
SIN3A@06109	1038	671	1165	625	2415	1069	1125	1947	test
SIN3A@06110	0	0	0	0	1	0	0	1	test
SIN3A@06111	46	50	3	0	74	0	3	1	test
SIN3A@06112	1301	1091	3010	2112	1106	647	380	693	test
SIN3A@06113	389	159	91	38	1	15	0	0	test
SIN3A@06114	234	153	1857	1121	210	73	86	104	test
SIN3A@06115	0	42	0	0	85	58	0	0	test
SIN3A@06116	944	709	1159	829	505	205	111	833	test
SIN3A@06117	545	470	573	516	218	102	2	3	test
SIN3A@06118	389	472	73	264	789	354	656	547	test
SIN3A@06119	942	694	1027	794	462	182	337	161	test
SIN3A@06120	206	148	988	593	63	14	5	4	test
SIN3A@06121	126	56	11	211	109	23	2	0	test
SIN3A@06122	96	46	0	12	204	130	414	422	test
SIN3A@06123	115	133	12	0	159	54	13	100	test
SIN3A@06124	0	14	0	0	329	116	872	171	test
SIN3A@06125	563	139	134	169	187	91	536	23	test
SIN3A@06126	407	397	11	226	426	232	321	245	test
SIN3A@06127	0	20	0	0	210	138	542	85	test
SIN3A@06128	574	459	1593	1052	911	429	595	623	test
SIN3A@06129	3	0	0	0	1	0	2	3	test
SIN3A@06130	263	46	0	45	1133	560	1030	1166	test
SIN3A@06131	129	122	1031	615	18	23	67	105	test
SIN3A@06132	2010	2220	1425	2358	120	116	9	57	test
SIN3A@06133	219	257	930	994	295	64	50	76	test
SIN3A@06134	461	631	20	365	122	111	220	191	test
SIN3A@06135	236	210	0	0	733	408	442	812	test
SIN3A@06136	296	333	90	513	499	211	463	443	test
SIN3A@06137	201	68	67	197	220	65	70	60	test
SIN3A@06138	443	589	648	508	608	335	474	352	test
SIN3A@06139	87	62	349	248	289	120	288	174	test
SIN3A@06140	63	16	7	0	353	176	185	284	test
SIN3A@06141	1504	1116	2187	1331	1135	420	750	388	test
SIN3A@06142	111	72	235	46	317	196	138	1116	test
SIN3A@06143	423	491	1008	780	354	138	1265	216	test
SIN3A@06144	729	1074	1478	1735	402	164	326	86	test
SIN3A@06145	776	650	1524	1062	545	361	1441	237	test
SIN3A@06146	575	446	2884	1681	556	289	569	453	test
SIN3A@06147	104	80	4	0	116	17	1	0	test
SIN3A@06148	1	1	1	3	0	0	2	1	test
SIN3A@06149	624	570	1044	875	100	35	0	1	test
SIN3A@06150	214	244	0	2	568	210	273	230	test
SIN3A@06151	557	912	984	1074	218	139	0	0	test
SIN3A@06152	150	127	11	659	240	152	181	2015	test
SIN3A@06153	307	206	85	37	323	143	711	149	test
SIN3A@06154	0	0	0	0	0	0	0	0	test
SIN3A@06155	58	0	6	24	261	144	134	283	test
SIN3A@06156	676	641	26	188	883	211	115	310	test
SIN3A@06157	423	261	973	620	945	358	641	509	test
SIN3A@06158	772	724	119	129	818	429	503	333	test
SIN3A@06159	179	168	55	359	111	68	1	470	test
SIN3A@06160	1236	990	1039	899	822	412	2500	456	test
SIN3A@06161	48	29	1	12	2	0	7	1	test
SIN3A@06162	614	528	30	220	1001	391	385	561	test
SIN3A@06163	173	40	0	0	411	192	383	361	test
SIN3A@06164	0	1	87	0	104	31	0	181	test
SIN3A@06165	153	21	0	0	16	25	78	0	test
SIN3A@06166	198	58	1707	2	212	140	84	100	test
SIN3A@06167	645	714	126	291	2036	799	1412	1585	test
SIN3A@06168	1141	653	1147	882	631	360	828	450	test
SIN3A@06169	445	577	1223	940	1012	479	796	809	test
SIN3A@06170	295	154	72	118	152	68	68	102	test
SIN3A@06171	866	939	1874	1392	730	413	73	266	test
SIN3A@06172	985	670	1548	1109	788	310	228	303	test
SIN3A@06173	227	131	94	59	119	77	4	105	test
SIN3A@06174	564	461	129	478	276	94	23	1112	test
SIN3A@06175	403	155	80	163	241	100	418	124	test
SIN3A@06176	1722	664	238	406	0	60	352	217	test
SIN3A@06177	42	21	1	0	192	79	52	94	test
SIN3A@06178	289	307	13	218	490	188	1179	434	test
SIN3A@06179	59	20	0	0	300	80	64	129	test
SIN3A@06180	16	25	2	16	1	1	2	1	test
SIN3A@06181	619	298	141	233	908	485	381	784	test
SIN3A@06182	423	150	9	0	630	196	237	381	test
SIN3A@06183	255	166	103	33	263	165	344	263	test
SIN3A@06184	276	55	0	15	402	162	71	727	test
SIN3A@06185	1582	1761	1757	1639	1337	536	683	1154	test
SIN3A@06186	400	427	66	210	917	513	1075	1057	test
SIN3A@06187	974	552	62	215	625	269	2389	33	test
SIN3A@06188	245	403	21	260	228	129	450	72	test
SIN3A@06189	1167	1170	967	1119	936	322	1053	426	test
SIN3A@06190	334	178	825	956	373	197	0	101	test
SIN3A@06191	258	202	70	1	517	251	157	301	test
SIN3A@06192	765	720	86	297	1383	784	1002	1119	test
SIN3A@06193	621	229	122	28	538	331	444	298	test
SIN3A@06194	157	126	57	29	103	45	33	342	test
SIN3A@06195	107	109	23	65	296	85	1818	38	test
SIN3A@06196	110	73	9	0	155	84	64	2	test
SIN3A@06197	598	928	1613	1256	895	473	1089	596	test
SIN3A@06198	529	559	1257	1067	366	131	75	180	test
SIN3A@06199	636	691	146	423	1566	846	2268	1014	test
SIN3A@06200	615	253	139	79	468	267	1465	587	test
SIN3A@06201	641	631	42	654	444	282	359	332	test
SIN3A@06202	741	601	40	302	648	321	682	288	test
SIN3A@06203	23	65	3	0	96	122	91	129	test
SIN3A@06204	161	170	1068	715	393	119	74	1	test
SIN3A@06205	2285	273	159	332	510	182	52	99	test
SIN3A@06206	284	379	86	228	430	186	113	617	test
SIN3A@06207	1106	1024	649	898	1509	779	1570	881	test
SIN3A@06208	64	123	0	0	230	228	344	544	test
SIN3A@06209	193	93	0	630	236	172	38	98	test
SIN3A@06210	1	0	0	0	2	0	1	0	test
SIN3A@06211	186	147	1187	681	124	91	86	556	test
SIN3A@06212	1	2	1	0	0	0	0	0	test
SIN3A@06213	71	30	1	2	667	363	178	385	test
SIN3A@06214	49	19	0	0	148	134	62	222	test
SIN3A@06215	334	174	847	493	116	22	257	0	test
SIN3A@06216	828	552	210	274	450	332	214	520	test
SIN3A@06217	612	741	24	758	1050	567	869	1520	test
SIN3A@06218	505	598	92	249	505	223	346	213	test
SIN3A@06219	456	236	853	668	484	206	221	321	test
SIN3A@06220	864	698	148	297	817	423	269	1112	test
SIN3A@06221	516	359	991	569	1136	551	818	652	test
SIN3A@06222	1539	793	1379	1077	827	508	886	1438	test
SIN3A@06223	422	521	20	345	80	83	0	0	test
SIN3A@06224	286	309	6	104	442	197	391	121	test
SIN3A@06225	451	430	1082	907	243	85	1285	208	test
SIN3A@06226	366	39	1	309	574	335	688	321	test
SIN3A@06227	284	428	16	270	461	240	1744	242	test
SIN3A@06228	159	21	0	21	219	107	59	137	test
SIN3A@06229	226	89	57	29	297	158	75	162	test
SIN3A@06230	143	110	10	0	294	146	117	807	test
SIN3A@06231	773	644	1872	1303	453	380	940	843	test
SIN3A@06232	1707	1194	725	1015	1823	795	2486	2293	test
SIN3A@06233	565	706	114	410	183	29	0	0	test
SIN3A@06234	342	384	43	204	11	17	0	0	test
SIN3A@06235	665	575	47	263	275	105	231	111	test
SIN3A@06236	551	262	146	125	673	342	412	494	test
SIN3A@06237	106	9	15	0	333	64	122	180	test
SIN3A@06238	457	717	24	436	244	124	148	188	test
SIN3A@06239	271	368	17	222	444	209	454	239	test
SIN3A@06240	435	491	499	489	767	373	206	672	test
SIN3A@06241	191	56	0	64	502	285	488	506	test
SIN3A@06242	186	94	0	0	150	27	32	189	test
SIN3A@06243	288	199	947	583	83	43	1	1	test
SIN3A@06244	63	60	0	0	177	117	406	156	test
SIN3A@06245	917	307	969	533	2357	650	818	903	test
SIN3A@06246	368	407	486	437	241	115	60	100	test
SIN3A@06247	710	627	3744	2257	1011	572	390	682	test
SIN3A@06248	320	173	136	94	215	111	392	269	test
SIN3A@06249	369	412	7	258	36	69	1	0	test
SIN3A@06250	641	356	14	1	373	166	132	216	test
SIN3A@06251	332	334	6	126	235	102	106	312	test
SIN3A@06252	677	553	86	272	143	39	2	632	test
SIN3A@06253	243	141	623	375	364	178	456	0	test
SIN3A@06254	390	402	955	661	335	144	42	124	test
SIN3A@06255	1439	1154	2568	1858	1180	645	1061	1215	test
SIN3A@06256	324	279	2882	1843	76	144	284	623	test
SIN3A@06257	548	150	125	394	237	167	252	112	test
SIN3A@06258	736	705	3171	2567	770	414	1369	547	test
SIN3A@06259	64	35	0	52	24	17	0	2	test
